rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2000000,4,1,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R5;c1=label@537;r2=R4","benchmark_awfy_bounce_noopt",476
2,1611300,6,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R1;r2=R3;r3=R5;c1=int:1","benchmark_awfy_bounce_noopt",248
3,1500000,3,1,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R4;r2=R3","benchmark_awfy_bounce_noopt",430
4,1365300,16,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R1;r2=R2","benchmark_awfy_bounce_noopt",204
5,1365300,16,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3)","r1=R1;r2=R0;c1=int:1;r3=R2","benchmark_awfy_bounce_noopt",200
6,1000000,2,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3)","r1=R5;r2=R3;r3=R4","benchmark_awfy_bounce_noopt",426
7,1000000,2,1,3,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R4;r2=R5;c1=int:500","benchmark_awfy_bounce_noopt",472
8,1000000,2,1,3,candidate,"ILT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R7;r2=R8;c1=int:0","benchmark_awfy_bounce_noopt",541
9,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r4,r1)","r1=R4;r2=R10;c1=int:2;r3=R5;r4=R3","benchmark_awfy_bounce_noopt",422
10,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c2)","r1=R5;r2=R10;c1=int:1;r3=R4;c2=int:500","benchmark_awfy_bounce_noopt",468
11,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_INT(r3,r1,c2)","r1=R8;r2=R10;c1=int:1;r3=R7;c2=int:0","benchmark_awfy_bounce_noopt",537
12,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R3;r2=R10;c1=int:1;r3=R4;c2=int:2","benchmark_awfy_bounce_noopt",418
13,713600,8,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R2;c1=int:74755;r2=R1;r3=R0;c2=int:1","benchmark_awfy_bounce_noopt",197
14,692901,8,2,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:18;c2=int:0","benchmark_awfy_bounce_noopt",0
15,692901,8,2,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_awfy_bounce_noopt",4
16,692901,8,2,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_bounce_noopt",2
17,682700,10,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | CALL_REG_FUNC_REG(r3,c1,r4)","r1=R8;r2=R6;r3=R2;c1=func@6040;r4=R7","benchmark_awfy_bounce_noopt",98
18,550301,7,1,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_bounce_noopt",6
19,550100,7,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R7;c1=int:1;r2=R6;c2=int:256","benchmark_awfy_bounce_noopt",92
20,540100,3,1,2,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1)","r1=R5;c1=int:18","benchmark_awfy_bounce_noopt",211
21,540100,6,1,3,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1)","r1=R6;c1=int:256;r2=R8","benchmark_awfy_bounce_noopt",95
22,520301,4,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R4;r2=R5;r3=R1;c1=label@137","benchmark_awfy_bounce_noopt",78
23,515100,4,1,2,candidate,"INC_REG(r1) | BR_ID(c1)","r1=R5;c1=label@78","benchmark_awfy_bounce_noopt",133
24,510000,2,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r2,r3,c2)","c1=label@810;r1=R6;r2=R0;r3=R4;c2=int:0","benchmark_awfy_bounce_noopt",777
25,510000,2,1,4,over_3_symbols,"LINKREF_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R0;r2=R9;r3=R5;c1=int:1","benchmark_awfy_bounce_noopt",274
26,510000,2,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2)","r1=R0;r2=R4;c1=int:0;r3=R7","benchmark_awfy_bounce_noopt",780
27,510000,2,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2)","r1=R0;r2=R9","benchmark_awfy_bounce_noopt",272
28,500100,2,1,3,candidate,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2)","c1=int:1;r1=R2;c2=int:74755","benchmark_awfy_bounce_noopt",195
29,500000,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | MKREF_REG_REG(r4,r1)","r1=R13;r2=R0;r3=R5;r4=R6","benchmark_awfy_bounce_noopt",846
30,500000,1,1,2,candidate,"MKREF_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R6;r2=R13","benchmark_awfy_bounce_noopt",850
31,500000,1,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | BRF_ID_REG(c1,r3)","r1=R7;r2=R14;c1=label@883;r3=R4","benchmark_awfy_bounce_noopt",873
32,500000,1,1,3,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R5;r2=R10;c1=int:1","benchmark_awfy_bounce_noopt",466
33,172600,7,1,3,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R4;r2=R5;c1=int:1","benchmark_awfy_bounce_noopt",304
34,142600,4,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@537;r1=R4;r2=R2;c2=int:500","benchmark_awfy_bounce_noopt",478
35,142600,1,1,4,over_3_symbols,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R1;r2=R4;c1=decimal@449600;c2=label@23","abs",10
36,142600,4,1,4,over_3_symbols,"DTOI_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R8;r2=R5;r3=R10;c1=int:2","benchmark_awfy_bounce_noopt",523
37,142600,4,1,3,candidate,"ITOD_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R2;r2=R6;c1=int:1","benchmark_awfy_bounce_noopt",502
38,142600,4,1,3,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ITOD_REG(r1)","r1=R2;r2=R10;c1=int:2","benchmark_awfy_bounce_noopt",498
39,142600,4,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SWAP_REG_REG(r2,r3)","r1=R6;c1=int:1;r2=R7;r3=R2","benchmark_awfy_bounce_noopt",504
40,142600,1,1,2,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2)","c1=int:1;c2=int:2","abs",6
41,142600,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | DLT_REG_REG_DECIMAL(r1,r2,c2)","c1=int:2;r1=R1;r2=R4;c2=decimal@449600","abs",8
42,142600,4,1,2,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R2;r2=R7","benchmark_awfy_bounce_noopt",514
43,133100,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2)","c1=label@883;r1=R4;r2=R1;c2=int:1","benchmark_awfy_bounce_noopt",876
44,133100,1,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | INC_REG(r2)","r1=R1;c1=int:1;r2=R5","benchmark_awfy_bounce_noopt",879
45,71300,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | DSUB_REG_DECIMAL_REG(r2,c2,r3)","c1=label@23;r1=R1;r2=R2;c2=decimal@449600;r3=R4","abs",14
46,71300,1,1,3,candidate,"DSUB_REG_DECIMAL_REG(r1,c1,r2) | RET_REG(r1)","r1=R2;c1=decimal@449600;r2=R4","abs",17
47,71300,2,1,4,over_3_symbols,"ITOD_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R3;r2=R2;r3=R10;c1=int:2","benchmark_awfy_bounce_noopt",496
48,71300,2,1,2,candidate,"LOAD_REG_INT(r1,c1) | ITOD_REG(r1)","r1=R3;c1=int:0","benchmark_awfy_bounce_noopt",493
49,71300,2,1,2,candidate,"UNLINK_REG(r1) | DTOI_REG(r2)","r1=R4;r2=R3","benchmark_awfy_bounce_noopt",581
50,71300,2,1,2,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1)","r1=R3;c1=int:0","benchmark_awfy_bounce_noopt",491
51,50000,2,1,5,over_3_symbols,"IMOD_REG_REG_INT(r1,r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R3;c1=int:65536;r2=R1;r3=R5;c2=int:1","benchmark_awfy_bounce_noopt",237
52,40000,1,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IMOD_REG_REG_INT(r1,r1,c2)","r1=R3;c1=int:13849;c2=int:65536","benchmark_awfy_bounce_noopt",233
53,40000,1,1,3,candidate,"IMULT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R3;r2=R2;c1=int:1309","benchmark_awfy_bounce_noopt",227
54,40000,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r3,r1,c2)","r1=R2;r2=R5;c1=int:1;r3=R3;c2=int:1309","benchmark_awfy_bounce_noopt",223
55,40000,1,1,3,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | RET_REG(r1)","r1=R3;r2=R5;c1=int:1","benchmark_awfy_bounce_noopt",250
