rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1200793,162,1,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R5;r2=R3","benchmark_awfy_richards_opt",507
2,862451,51,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1)","r1=R9;r2=R13;c1=int:1;r3=R7;r4=R8","benchmark_awfy_richards_opt",2521
3,862451,51,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1","benchmark_awfy_richards_opt",2518
4,769814,59,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2)","r1=R4;r2=R2;c1=int:21;c2=int:6","benchmark_awfy_richards_opt",489
5,491985,131,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R9;r2=R10","benchmark_awfy_richards_opt",98
6,396966,29,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R20;r2=R60;r3=R19;r4=R0","benchmark_awfy_richards_opt",894
7,369253,35,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R3;r2=R6","benchmark_awfy_richards_opt",45
8,354493,80,1,3,candidate,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1)","r1=R3;c1=int:0;r2=R5","benchmark_awfy_richards_opt",524
9,346227,46,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R12;r2=R5;r3=R11;c1=int:9","benchmark_awfy_richards_opt",644
10,318076,13,1,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R56;c1=label@2449;r2=R55","benchmark_awfy_richards_opt",2442
11,309275,16,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R10;r2=R5;c1=int:0;c2=label@297","benchmark_awfy_richards_opt",256
12,299693,73,1,3,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R4;r2=R2;c1=int:24","benchmark_awfy_richards_opt",511
13,294675,23,1,3,candidate,"ICOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R6;r2=R3;c1=label@3799","benchmark_awfy_richards_opt",3794
14,290777,4,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R9;r2=R7;r3=R8;c1=label@4400","benchmark_awfy_richards_opt",4385
15,258534,28,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4)","r1=R50;r2=R60;r3=R51;r4=R0","benchmark_awfy_richards_opt",2269
16,241443,23,1,3,candidate,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3)","r1=R10;r2=R4;r3=R8","benchmark_awfy_richards_opt",209
17,236955,36,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3)","r1=R9;r2=R8;c1=int:22;r3=R10","benchmark_awfy_richards_opt",94
18,229362,12,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R19;r2=R0;r3=R13;r4=R20;c1=int:9","benchmark_awfy_richards_opt",897
19,219184,75,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2)","r1=R5;r2=R13;c1=int:0;r3=R12","benchmark_awfy_richards_opt",663
20,219120,27,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2)","r1=R6;r2=R9;c1=int:17;r3=R10;c2=int:0","benchmark_awfy_richards_opt",2926
21,210403,11,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3)","c1=label@4589;r1=R5;r2=R11;r3=R67","benchmark_awfy_richards_opt",4500
22,181273,15,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1)","r1=R7;r2=R6;r3=R1;r4=R0","benchmark_awfy_richards_opt",2965
23,178682,17,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1)","r1=R5;r2=R2;c1=int:22;r3=R3","benchmark_awfy_richards_opt",500
24,177403,7,1,3,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R17;r2=R14;c1=int:0","benchmark_awfy_richards_opt",4077
25,172394,2,1,3,candidate,"ENDLIFE_REG(r1) | BRF_ID_REG(c1,r2)","r1=R3;c1=label@4673;r2=R8","benchmark_awfy_richards_opt",4412
26,169713,10,1,2,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2)","r1=R6;r2=R5","benchmark_awfy_richards_opt",300
27,169603,15,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1)","r1=R5;r2=R6;r3=R10;r4=R7;c1=int:0","benchmark_awfy_richards_opt",2934
28,158510,60,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;r2=R11;c1=int:17;r3=R13;c2=int:9","benchmark_awfy_richards_opt",655
29,153096,3,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R0;r2=R27;r3=R10;c1=int:15","benchmark_awfy_richards_opt",3906
30,132653,14,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","c1=label@4193;r1=R17;r2=R19;r3=R13;c2=int:20","benchmark_awfy_richards_opt",4085
