cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
lifecycle-rxbvm-control,VM-Lifecycle,crexx,rxbvm,e4a-control,A,no,startup-included,load-run-teardown,elapsed_ns,12,13835000.000000,13927500.000000,13972000.000000,14221250.000000,22794000.000000,71500.000000,0.511738,64.121099,yes
lifecycle-rxbvm-candidate,VM-Lifecycle,crexx,rxbvm,e4b-candidate,A,no,startup-included,load-run-teardown,elapsed_ns,12,13860000.000000,13892750.000000,13968000.000000,14027000.000000,17955000.000000,77500.000000,0.554840,29.317010,yes
lifecycle-rxtvm-control,VM-Lifecycle,crexx,rxtvm,e4a-control,A,no,startup-included,load-run-teardown,elapsed_ns,12,13902000.000000,13977750.000000,14047000.000000,14194750.000000,15834000.000000,90500.000000,0.644266,13.753826,yes
lifecycle-rxtvm-candidate,VM-Lifecycle,crexx,rxtvm,e4b-candidate,A,no,startup-included,load-run-teardown,elapsed_ns,12,13824000.000000,13920500.000000,13974500.000000,14119500.000000,15126000.000000,65000.000000,0.465133,9.316970,no
sieve-rxbvm-control,Sieve,crexx,rxbvm,e4a-control,A,no,startup-included,5500,elapsed_ns,12,988159000.000000,990594500.000000,993021500.000000,994609000.000000,999108000.000000,1987000.000000,0.200096,1.102594,no
sieve-rxbvm-candidate,Sieve,crexx,rxbvm,e4b-candidate,A,no,startup-included,5500,elapsed_ns,12,989619000.000000,994359000.000000,995412000.000000,999570750.000000,1004844000.000000,2872000.000000,0.288524,1.529517,no
sieve-rxtvm-control,Sieve,crexx,rxtvm,e4a-control,A,no,startup-included,5500,elapsed_ns,12,930493000.000000,944992500.000000,957166500.000000,961258000.000000,977551000.000000,10618000.000000,1.109316,4.916386,no
sieve-rxtvm-candidate,Sieve,crexx,rxtvm,e4b-candidate,A,no,startup-included,5500,elapsed_ns,12,920114000.000000,938191250.000000,943174500.000000,953179500.000000,977447000.000000,9112000.000000,0.966099,6.078727,no
rexxcps-rxbvm-control,RexxCPS,crexx,rxbvm,e4a-control,A,no,startup-included,1000-clauses,benchmark_rate,12,44575834.000000,45091908.500000,45169917.500000,45469676.250000,46607879.000000,198155.500000,0.438689,4.498669,no
rexxcps-rxbvm-candidate,RexxCPS,crexx,rxbvm,e4b-candidate,A,no,startup-included,1000-clauses,benchmark_rate,12,44528038.000000,45147058.250000,45699000.000000,46074074.500000,46217726.000000,422124.000000,0.923705,3.697429,no
rexxcps-rxtvm-control,RexxCPS,crexx,rxtvm,e4a-control,A,no,startup-included,1000-clauses,benchmark_rate,12,45402663.000000,45779662.000000,46067027.500000,46143464.500000,46513315.000000,199614.500000,0.433313,2.410948,no
rexxcps-rxtvm-candidate,RexxCPS,crexx,rxtvm,e4b-candidate,A,no,startup-included,1000-clauses,benchmark_rate,12,38616301.000000,45542956.000000,45746977.500000,45837474.500000,46306458.000000,165427.000000,0.361613,16.810197,yes
