phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,136679.124399359309,7492
recorded,1,5,rxbvml,channel-throughput,accepted,2706.445781221918,94589
recorded,1,6,rxbvml,channel-latency,candidate,139642.711032319639,7333
recorded,1,6,rxbvml,channel-throughput,candidate,2713.560382018422,94341
recorded,1,7,rxtvml,channel-latency,accepted,136533.333333333343,7500
recorded,1,7,rxtvml,channel-throughput,accepted,2296.334834323030,111482
recorded,1,8,rxtvml,channel-latency,candidate,128886.091881686589,7945
recorded,1,8,rxtvml,channel-throughput,candidate,2564.179612768813,99837
recorded,2,9,rxtvml,channel-latency,candidate,122093.716465959224,8387
recorded,2,9,rxtvml,channel-throughput,candidate,2793.905792989043,91628
recorded,2,10,rxtvml,channel-latency,accepted,141124.586549062835,7256
recorded,2,10,rxtvml,channel-throughput,accepted,2669.670045467818,95892
recorded,2,11,rxbvml,channel-latency,candidate,124574.209245742095,8220
recorded,2,11,rxbvml,channel-throughput,candidate,3111.629716063788,82272
recorded,2,12,rxbvml,channel-latency,accepted,140273.972602739726,7300
recorded,2,12,rxbvml,channel-throughput,accepted,3187.886033074318,80304
recorded,3,13,rxbvml,channel-latency,accepted,138340.988921912998,7402
recorded,3,13,rxbvml,channel-throughput,accepted,3097.023953544641,82660
recorded,3,14,rxbvml,channel-latency,candidate,120968.694624926167,8465
recorded,3,14,rxbvml,channel-throughput,candidate,3167.571981835954,80819
recorded,3,15,rxtvml,channel-latency,accepted,136278.945967527281,7514
recorded,3,15,rxtvml,channel-throughput,accepted,2705.073068672929,94637
recorded,3,16,rxtvml,channel-latency,candidate,128772.635814889334,7952
recorded,3,16,rxtvml,channel-throughput,candidate,2752.569781944862,93004
recorded,4,17,rxtvml,channel-latency,candidate,128837.443381982885,7948
recorded,4,17,rxtvml,channel-throughput,candidate,2767.806945465554,92492
recorded,4,18,rxtvml,channel-latency,accepted,139833.401611361478,7323
recorded,4,18,rxtvml,channel-throughput,accepted,2744.690203814690,93271
recorded,4,19,rxbvml,channel-latency,candidate,127220.772766803333,8049
recorded,4,19,rxbvml,channel-throughput,candidate,3137.524052308409,81593
recorded,4,20,rxbvml,channel-latency,accepted,137431.217286270286,7451
recorded,4,20,rxbvml,channel-throughput,accepted,2971.492246262420,86152
