cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
nr26-panel-baseline-mandelbrot-rxvm,Mandelbrot-NR26-panel,crexx,rxvm,baseline-accepted-nr14,A,no,no,500,elapsed_ns,12,166641000.000000,167847000.000000,168080500.000000,171202750.000000,182693000.000000,1080000.000000,0.642549,9.550186,no
nr26-panel-candidate-mandelbrot-rxvm,Mandelbrot-NR26-panel,crexx,rxvm,candidate-nr26-panel,A,no,no,500,elapsed_ns,12,166282000.000000,167209000.000000,168608000.000000,169986750.000000,186314000.000000,1449000.000000,0.859390,11.880812,yes
nr26-panel-baseline-mandelbrot-rxbvm,Mandelbrot-NR26-panel,crexx,rxbvm,baseline-accepted-nr14,A,no,no,500,elapsed_ns,12,144331000.000000,146262000.000000,147941500.000000,149400250.000000,154357000.000000,1469000.000000,0.992960,6.777003,no
nr26-panel-candidate-mandelbrot-rxbvm,Mandelbrot-NR26-panel,crexx,rxbvm,candidate-nr26-panel,A,no,no,500,elapsed_ns,12,142621000.000000,146590250.000000,147336500.000000,148328000.000000,155612000.000000,1016500.000000,0.689917,8.817231,no
nr26-panel-baseline-permute-rxvm,Permute-NR26-panel,crexx,rxvm,baseline-accepted-nr14,A,no,no,50,elapsed_ns,12,76288000.000000,76916750.000000,77702000.000000,77954000.000000,79583000.000000,456000.000000,0.586857,4.240560,no
nr26-panel-candidate-permute-rxvm,Permute-NR26-panel,crexx,rxvm,candidate-nr26-panel,A,no,no,50,elapsed_ns,12,75774000.000000,76039500.000000,76681000.000000,77498250.000000,81262000.000000,697500.000000,0.909613,7.156923,no
nr26-panel-baseline-permute-rxbvm,Permute-NR26-panel,crexx,rxbvm,baseline-accepted-nr14,A,no,no,50,elapsed_ns,12,78822000.000000,79326750.000000,79604000.000000,80025750.000000,86243000.000000,424500.000000,0.533265,9.322396,no
nr26-panel-candidate-permute-rxbvm,Permute-NR26-panel,crexx,rxbvm,candidate-nr26-panel,A,no,no,50,elapsed_ns,12,78311000.000000,78611000.000000,78941000.000000,79767250.000000,80054000.000000,538000.000000,0.681522,2.207978,no
nr26-panel-baseline-richards-rxvm,Richards-NR26-panel,crexx,rxvm,baseline-accepted-nr14,A,no,no,1,elapsed_ns,12,577017000.000000,578276250.000000,579364500.000000,580117750.000000,599255000.000000,1214000.000000,0.209540,3.838344,no
nr26-panel-candidate-richards-rxvm,Richards-NR26-panel,crexx,rxvm,candidate-nr26-panel,A,no,no,1,elapsed_ns,12,576693000.000000,578658000.000000,581269000.000000,581937500.000000,613485000.000000,1942000.000000,0.334097,6.329600,no
nr26-panel-baseline-richards-rxbvm,Richards-NR26-panel,crexx,rxbvm,baseline-accepted-nr14,A,no,no,1,elapsed_ns,12,581042000.000000,581945500.000000,583076000.000000,585978500.000000,600268000.000000,2031500.000000,0.348411,3.297340,no
nr26-panel-candidate-richards-rxbvm,Richards-NR26-panel,crexx,rxbvm,candidate-nr26-panel,A,no,no,1,elapsed_ns,12,580921000.000000,582026750.000000,583388000.000000,584037750.000000,587960000.000000,1500000.000000,0.257119,1.206573,no
nr26-panel-baseline-towers-rxvm,Towers-NR26-panel,crexx,rxvm,baseline-accepted-nr14,A,no,no,10,elapsed_ns,12,666718000.000000,679088750.000000,684340500.000000,691649250.000000,697417000.000000,8129000.000000,1.187859,4.485925,no
nr26-panel-candidate-towers-rxvm,Towers-NR26-panel,crexx,rxvm,candidate-nr26-panel,A,no,no,10,elapsed_ns,12,661122000.000000,678765000.000000,690200500.000000,692506250.000000,706658000.000000,6786500.000000,0.983265,6.597503,no
nr26-panel-baseline-towers-rxbvm,Towers-NR26-panel,crexx,rxbvm,baseline-accepted-nr14,A,no,no,10,elapsed_ns,12,673268000.000000,683023000.000000,692091000.000000,696179000.000000,703725000.000000,7393000.000000,1.068212,4.400722,no
nr26-panel-candidate-towers-rxbvm,Towers-NR26-panel,crexx,rxbvm,candidate-nr26-panel,A,no,no,10,elapsed_ns,12,666395000.000000,695551000.000000,698983500.000000,703606750.000000,707550000.000000,5105000.000000,0.730346,5.887836,no
nr26-panel-baseline-base64-rxvm,Base64-NR26-panel,crexx,rxvm,baseline-accepted-nr14,A,no,no,500,elapsed_ns,12,291461000.000000,330866000.000000,341471500.000000,354564750.000000,395792000.000000,14491000.000000,4.243692,30.553355,yes
nr26-panel-candidate-base64-rxvm,Base64-NR26-panel,crexx,rxvm,candidate-nr26-panel,A,no,no,500,elapsed_ns,12,260729000.000000,323344500.000000,330817500.000000,337661250.000000,361778000.000000,7875500.000000,2.380618,30.545240,yes
nr26-panel-baseline-base64-rxbvm,Base64-NR26-panel,crexx,rxbvm,baseline-accepted-nr14,A,no,no,500,elapsed_ns,12,300200000.000000,321026250.000000,330242000.000000,348891750.000000,387579000.000000,14447000.000000,4.374671,26.459082,yes
nr26-panel-candidate-base64-rxbvm,Base64-NR26-panel,crexx,rxbvm,candidate-nr26-panel,A,no,no,500,elapsed_ns,12,272643000.000000,309423500.000000,336002000.000000,355029250.000000,380259000.000000,23346500.000000,6.948322,32.028381,yes
nr26-panel-baseline-rexxcps-rxvm,RexxCPS-NR26-panel,crexx,rxvm,baseline-accepted-nr14,A,no,no,1000-clauses,benchmark_rate,12,1783248.000000,1790094.000000,1792302.500000,1795654.750000,1801985.000000,3500.000000,0.195280,1.045415,no
nr26-panel-candidate-rexxcps-rxvm,RexxCPS-NR26-panel,crexx,rxvm,candidate-nr26-panel,A,no,no,1000-clauses,benchmark_rate,12,1784048.000000,1787184.750000,1790010.500000,1795911.000000,1798869.000000,5579.000000,0.311674,0.827984,no
nr26-panel-baseline-rexxcps-rxbvm,RexxCPS-NR26-panel,crexx,rxbvm,baseline-accepted-nr14,A,no,no,1000-clauses,benchmark_rate,12,1763996.000000,1771474.250000,1774387.500000,1776507.750000,1780385.000000,2891.000000,0.162929,0.923643,no
nr26-panel-candidate-rexxcps-rxbvm,RexxCPS-NR26-panel,crexx,rxbvm,candidate-nr26-panel,A,no,no,1000-clauses,benchmark_rate,12,1692658.000000,1768031.250000,1773245.000000,1775398.000000,1789494.000000,2738.000000,0.154406,5.460949,no
