rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,4392800,8,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)","r1=R6;c1=int:18;c2=int:1","benchmark_awfy_list_noopt",159
2,3827800,9,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2)","r1=R0;r2=R3","benchmark_awfy_list_noopt",189
3,3827500,4,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:18;c2=int:1;r1=R2;r2=R6","benchmark_awfy_list_noopt",161
4,3821700,8,1,4,candidate,"SETTP_REG_INT(r1,c1) | CALL1_REG_FUNC_REG(r2,c2,r1)","r1=R6;c1=int:256;r2=R2;c2=func@5704","benchmark_awfy_list_noopt",74
5,3820600,1,1,3,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | RET_REG(r1)","r1=R2;r2=R4;c1=int:1","benchmark_awfy_list_noopt",215
6,2089000,2,1,3,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1)","r1=R17;r2=R5;c1=label@514","benchmark_awfy_list_noopt",497
7,1945400,3,1,3,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R9;r2=R1;r3=R10","benchmark_awfy_list_noopt",557
8,1876200,2,1,2,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1)","r1=R3;c1=int:0","benchmark_awfy_list_noopt",174
9,1876200,2,1,3,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R3;c1=int:0;c2=label@185","benchmark_awfy_list_noopt",176
10,1875200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3)","c1=label@581;r1=R11;r2=R12;r3=R1","benchmark_awfy_list_noopt",535
11,1875200,2,1,4,candidate,"LINKREF_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R10;r2=R3;r3=R9;c1=int:256","benchmark_awfy_list_noopt",562
12,1875200,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1)","r1=R12;r2=R1","benchmark_awfy_list_noopt",538
13,1689100,10,1,2,candidate,"NULL_REG(r1) | NULL_REG(r2)","r1=R2;r2=R3","benchmark_awfy_list_noopt",342
14,1410400,19,1,3,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1)","r1=R17;c1=int:256;r2=R3","benchmark_awfy_list_noopt",407
15,565300,4,1,3,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1)","c1=int:18;c2=int:1;r1=R2","benchmark_awfy_list_noopt",338
16,284300,5,1,6,candidate,"SETTP_REG_INT(r1,c1) | CALL3_REG_FUNC_REG_REG_REG(r2,c2,r3,r4,r1)","r1=R14;c1=int:768;r2=R3;c2=func@21392;r3=R17;r4=R13","benchmark_awfy_list_noopt",362
17,280900,1,1,4,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R1;r2=R16;r3=R3;r4=R17","benchmark_awfy_list_noopt",526
18,280900,1,1,3,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1)","r1=R3;r2=R17;r3=R11","benchmark_awfy_list_noopt",529
19,280900,2,1,2,candidate,"LOAD_REG_INT(r1,c1) | RET_REG(r1)","r1=R13;c1=int:1","benchmark_awfy_list_noopt",550
20,280900,1,1,3,candidate,"NULL_REG(r1) | COPY_REG_REG(r2,r3)","r1=R3;r2=R1;r3=R16","benchmark_awfy_list_noopt",524
21,280900,1,1,3,candidate,"NULL_REG(r1) | SETTP_REG_INT(r2,c1)","r1=R8;r2=R31;c1=int:256","benchmark_awfy_list_noopt",609
22,280900,5,1,7,candidate,"SETTP_REG_INT(r1,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r2,c2,r3,r4,r5,r1)","r1=R5;c1=int:256;r2=R2;c2=func@23352;r3=R17;r4=R3;r5=R4","benchmark_awfy_list_noopt",416
23,210700,1,1,2,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2)","r1=R9;r2=R10","benchmark_awfy_list_noopt",584
24,210700,1,1,3,candidate,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R10;r2=R13;c1=int:0","benchmark_awfy_list_noopt",586
25,210700,1,1,2,candidate,"UNLINKN_REG_REG(r1,r2) | ENDLIFE_REG(r2)","r1=R10;r2=R9","benchmark_awfy_list_noopt",581
26,70200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@555;r1=R12;r2=R13;c2=int:1","benchmark_awfy_list_noopt",547
27,70200,1,1,3,candidate,"BRF_ID_REG(c1,r1) | UNLINK_REG(r2)","c1=label@754;r1=R24;r2=R23","benchmark_awfy_list_noopt",626
28,6200,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R4;r2=R11;c1=int:2;r3=R6;c2=int:1","benchmark_awfy_list_noopt",276
29,6200,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2)","r1=R6;r2=R11;c1=int:1;r3=R5;r4=R4;c2=int:0","benchmark_awfy_list_noopt",280
30,6200,2,1,4,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3)","r1=R5;r2=R4;r3=R6;c1=int:0","benchmark_awfy_list_noopt",284
31,3400,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R11;r2=R20;c1=int:0;c2=label@463","benchmark_awfy_list_noopt",450
32,3400,1,1,4,candidate,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R5;r2=R11;r3=R20;c1=int:0","benchmark_awfy_list_noopt",448
33,3300,3,1,3,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2)","r1=R1;c1=int:3;c2=string@10","benchmark_awfy_list_noopt",143
34,3300,3,1,4,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | NUMSCI_INT_INT_INT(c2,c3,c3)","r1=R1;c1=string@10;c2=int:18;c3=int:1","benchmark_awfy_list_noopt",146
35,3200,2,1,3,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | RET_REG(r1)","r1=R1;c1=int:2;r2=R4","benchmark_awfy_list_noopt",153
36,3200,2,1,3,candidate,"LINKREF_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1)","r1=R1;r2=R2;c1=int:256","benchmark_awfy_list_noopt",428
37,3100,1,1,3,candidate,"COPY_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3)","r1=R5;r2=R9;r3=R4","benchmark_awfy_list_noopt",295
38,3100,1,1,3,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R6;r2=R5;c1=int:1","benchmark_awfy_list_noopt",266
39,3100,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2)","r1=R11;c1=int:1;r2=R6;r3=R4;c2=int:2","benchmark_awfy_list_noopt",272
40,3100,1,1,5,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | SETTP_REG_INT(r3,c2)","r1=R16;r2=R20;c1=int:1;r3=R19;c2=int:256","benchmark_awfy_list_noopt",463
41,3100,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1)","r1=R5;r2=R11;c1=int:1;r3=R6","benchmark_awfy_list_noopt",262
42,3100,1,1,4,candidate,"LINKREF_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r4)","r1=R2;r2=R3;r3=R17;r4=R5","benchmark_awfy_list_noopt",494
43,3100,1,1,3,candidate,"MKREF_REG_REG(r1,r2) | UNLINKN_REG_REG(r2,r3)","r1=R0;r2=R8;r3=R7","benchmark_awfy_list_noopt",316
44,3100,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2)","c1=int:18;c2=int:1;r1=R1;c3=int:2;r2=R4","benchmark_awfy_list_noopt",149
45,3100,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | CALL2_REG_FUNC_REG_REG(r2,c2,r1,r3)","r1=R0;c1=int:256;r2=R3;c2=func@15648;r3=R20","benchmark_awfy_list_noopt",484
46,3100,1,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R5;r2=R4;r3=R7;r4=R11;c1=int:2","benchmark_awfy_list_noopt",298
47,3100,1,1,3,candidate,"UNLINKN_REG_REG(r1,r2) | RET_REG(r3)","r1=R8;r2=R7;r3=R0","benchmark_awfy_list_noopt",319
48,3100,1,1,4,candidate,"UNLINK_REG(r1) | CALL1_REG_FUNC_REG(r2,c1,r3)","r1=R6;r2=R9;c1=func@9248;r3=R12","benchmark_awfy_list_noopt",289
49,3100,1,1,4,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R5;r2=R11;c1=int:1;r3=R6","benchmark_awfy_list_noopt",270
50,3100,1,1,3,candidate,"UNLINK_REG(r1) | MKREF_REG_REG(r2,r3)","r1=R9;r2=R0;r3=R8","benchmark_awfy_list_noopt",314
51,2800,1,1,4,candidate,"BRF_ID_REG(c1,r1) | SETTP_REG_INT(r2,c2)","c1=label@514;r1=R17;r2=R2;c2=int:256","benchmark_awfy_list_noopt",500
52,2800,1,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R3;r2=R6","benchmark_awfy_list_noopt",231
53,2800,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3)","r1=R3;r2=R5;c1=int:1;r3=R6","benchmark_awfy_list_noopt",227
54,2800,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | CALL2_REG_FUNC_REG_REG(r2,c2,r3,r1)","r1=R5;c1=int:256;r2=R12;c2=func@13448;r3=R2","benchmark_awfy_list_noopt",506
55,2800,1,1,1,candidate,"UNLINK_REG(r1) | RET()","r1=R3","benchmark_awfy_list_noopt",234
56,1000,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | REFVALID_REG_REG(r3,r1)","r1=R2;r2=R6;c1=int:1;r3=R3","benchmark_awfy_list_noopt",165
57,1000,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R3;r2=R2","benchmark_awfy_list_noopt",169
58,1000,1,1,2,candidate,"UNLINK_REG(r1) | BTOI_REG(r2)","r1=R2;r2=R3","benchmark_awfy_list_noopt",172
59,900,1,1,2,candidate,"IADD_REG_REG_INT(r1,r1,c1) | RET_REG(r1)","r1=R4;c1=int:1","benchmark_awfy_list_noopt",203
60,900,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r3)","r1=R3;r2=R6;c1=int:1;r3=R0","benchmark_awfy_list_noopt",185
61,900,1,1,2,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R0;r2=R3","benchmark_awfy_list_noopt",191
62,900,1,1,3,candidate,"UNLINK_REG(r1) | SETTP_REG_INT(r2,c1)","r1=R3;r2=R0;c1=int:256","benchmark_awfy_list_noopt",194
63,300,1,1,3,candidate,"BRF_ID_REG(c1,r1) | NULL_REG(r2)","c1=label@463;r1=R11;r2=R12","benchmark_awfy_list_noopt",454
64,300,3,1,4,candidate,"LOAD_REG_INT(r1,c1) | MKREF_REG_REG(r2,r3)","r1=R13;c1=int:15;r2=R14;r3=R0","benchmark_awfy_list_noopt",353
65,300,3,1,4,candidate,"MKREF_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R14;r2=R0;r3=R17;c1=int:256","benchmark_awfy_list_noopt",356
66,300,1,1,1,candidate,"NULL_REG(r1) | RET_REG(r1)","r1=R12","benchmark_awfy_list_noopt",457
67,300,3,1,4,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R17;c1=int:256;r2=R14;c2=int:768","benchmark_awfy_list_noopt",359
68,101,1,1,4,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R4;r2=R5;r3=R1;c1=label@107","benchmark_awfy_list_noopt",64
69,100,1,1,3,candidate,"BRF_ID_REG(c1,r1) | RET_INT(c2)","c1=label@185;r1=R3;c2=int:1","benchmark_awfy_list_noopt",180
70,100,1,1,4,candidate,"BRT_ID_REG(c1,r1) | CALL_REG_FUNC(r2,c2)","c1=label@107;r1=R4;r2=R6;c2=func@5152","benchmark_awfy_list_noopt",68
71,100,1,1,2,candidate,"INC_REG(r1) | BR_ID(c1)","r1=R5;c1=label@64","benchmark_awfy_list_noopt",103
72,100,1,1,4,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R8;r2=R2;c1=int:10;c2=label@103","benchmark_awfy_list_noopt",81
73,100,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1)","r1=R2;c1=int:0;r2=R0;c2=int:1","benchmark_awfy_list_noopt",247
74,100,1,1,3,candidate,"NULL_REG(r1) | CALL_REG_FUNC(r2,c1)","r1=R5;r2=R0;c1=func@14728","benchmark_awfy_list_noopt",348
75,100,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LOAD_REG_INT(r1,c3)","c1=int:18;c2=int:1;r1=R2;c3=int:0","benchmark_awfy_list_noopt",243
76,100,1,1,3,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | RET_REG(r1)","c1=int:18;c2=int:1;r1=R0","benchmark_awfy_list_noopt",330
77,1,1,1,5,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2)","c1=label@39;r1=R4;r2=R5;r3=R0;c2=int:1","benchmark_awfy_list_noopt",27
