workload,vm,metric,pairs,control_median,candidate_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total,guard_hit
Sieve,rxbvm,elapsed_ns,36,9042673000.000000,7191281000.000000,-50.844091,-31.750578,-10.107010,12.190584,42.706921,-7.908859,-16.587004,0.769287,noisy_inconclusive,22,36,no
Sieve,rxtvm,elapsed_ns,36,6644579000.000000,6584070500.000000,-29.841132,-8.870882,3.398039,13.328185,104.902960,7.046621,-1.196086,15.289327,noisy_inconclusive,16,36,yes
Permute,rxbvm,elapsed_ns,36,12917436500.000000,12607852500.000000,-35.875885,-11.781249,-2.380586,7.674582,34.828125,-0.244517,-5.715827,5.226793,noisy_inconclusive,19,36,no
Permute,rxtvm,elapsed_ns,36,12080804500.000000,12518819000.000000,-28.283696,-5.491710,3.111048,15.206515,53.319281,4.794044,-1.605351,11.193440,noisy_inconclusive,15,36,yes
RexxCPS,rxbvm,benchmark_rate,12,6292303.500000,7218047.500000,-10.189959,1.258354,5.240705,33.255064,103.123856,23.181818,0.082115,46.281521,clear_favorable,10,12,no
RexxCPS,rxtvm,benchmark_rate,36,5178266.000000,5679827.000000,-48.630209,-16.955910,10.877128,35.824537,111.361593,14.522069,1.257936,27.786202,clear_favorable,24,36,no
