workload,vm,metric,pairs,control_median,candidate_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total,guard_hit
Sieve,rxbvm,elapsed_ns,24,9219008500.000000,7824091000.000000,-50.844091,-31.618442,-8.934016,13.116792,40.863004,-6.872971,-17.566895,3.820954,noisy_inconclusive,13,24,no
Sieve,rxtvm,elapsed_ns,24,7210389500.000000,7780004000.000000,-21.752845,-10.549809,7.284803,17.699941,104.902960,10.973778,-0.710291,22.657846,noisy_inconclusive,10,24,yes
Permute,rxbvm,elapsed_ns,24,11599063000.000000,11196774500.000000,-35.875885,-11.781249,-2.758468,5.387583,34.828125,-2.224883,-8.674346,4.224580,noisy_inconclusive,14,24,no
Permute,rxtvm,elapsed_ns,24,11144421500.000000,11238690500.000000,-28.283696,-5.583753,6.840505,19.208251,53.319281,8.086311,-0.555331,16.727953,noisy_inconclusive,8,24,yes
RexxCPS,rxtvm,benchmark_rate,24,5823059.500000,6146494.000000,-48.630209,-17.504585,8.173068,18.017690,111.361593,11.856522,-5.188237,28.901281,noisy_inconclusive,15,24,no
