case,frozen_45e027685_sha256,current_k01_sha256,disposition
implicit_inc0_relevant,fcf6b01c83e14e5d49fdac0651efc8a0201a67b5fab6ff3c1426aae0d52efd04,fcf6b01c83e14e5d49fdac0651efc8a0201a67b5fab6ff3c1426aae0d52efd04,legacy_negative_byte_identical
implicit_inc0_unrelated,8ebff03860c1e046e767926b3a388462421d81c3f695be2d41e12970672ea4f8,8ebff03860c1e046e767926b3a388462421d81c3f695be2d41e12970672ea4f8,legacy_floor_byte_identical
loadint_relevant,6822e606ea1b74bac5f906d44a5183e95c330a08d526a723541f8bcbfec30c46,6822e606ea1b74bac5f906d44a5183e95c330a08d526a723541f8bcbfec30c46,legacy_negative_byte_identical
loadint_unrelated,48ef06fe53c986e94b6f8889ff04956138d7834c5205c4709bbf9ad02db4d780,48ef06fe53c986e94b6f8889ff04956138d7834c5205c4709bbf9ad02db4d780,legacy_floor_byte_identical
linkarg_relevant,f5ec7566050faf13ff0dbf78a9032128bab15ec738850230f3775987b2567802,f5ec7566050faf13ff0dbf78a9032128bab15ec738850230f3775987b2567802,legacy_negative_byte_identical
linkarg_unrelated,66473850c918e8d36fd82d9eb13bf1a7deadb4c5f90b211bd608eeb95dcafa2d,66473850c918e8d36fd82d9eb13bf1a7deadb4c5f90b211bd608eeb95dcafa2d,legacy_floor_byte_identical
same_and_reversed_orientation,6f6e17f6c8dffcd10718797a8ebe83dccdc21a39d1d99f7616e613c6ea2416be,6f6e17f6c8dffcd10718797a8ebe83dccdc21a39d1d99f7616e613c6ea2416be,both_legacy_signatures_byte_identical
swap_round_trip_flow,not_in_legacy_floor,514ef042f27adfb0968e45f4bd9b1edb551d2a15400521dab247ff0a0cb2d106,stronger_safety_and_capability_panel
