runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,20,74736000.000000,76200000.000000,76893000.000000,77603000.000000,80252000.000000,724000.000000,0.941568,7.173605,no
crexx,shared,assemble,20,6513000.000000,6642250.000000,6732500.000000,6852000.000000,19322000.000000,120500.000000,1.789825,190.256220,yes
crexx,rxvm,load_first_result,20,2674000.000000,2742250.000000,2756000.000000,2790250.000000,3286000.000000,20500.000000,0.743832,22.206096,yes
crexx,rxbvm,load_first_result,20,2542000.000000,2644500.000000,2673000.000000,2692000.000000,2828000.000000,29500.000000,1.103629,10.699588,yes
