rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,737611,13,1,3,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2) | SETNUMFRM_INT(c3)","c1=int:18;c2=int:0;c3=int:1","benchmark_awfy_towers_noopt",0
2,737611,13,1,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_towers_noopt",4
3,737611,13,1,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2) | SETNUMCAS_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_towers_noopt",2
4,737460,10,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","r1=R3;c1=int:18;c2=int:0","benchmark_awfy_towers_noopt",220
5,737460,15,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","r1=R7;c1=int:1;r2=R6;c2=int:256;r3=R8","benchmark_awfy_towers_noopt",92
6,409690,8,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | CALL_REG_FUNC_REG(r3,c2,r4)","r1=R6;c1=int:256;r2=R8;r3=R2;c2=func@6776;r4=R7","benchmark_awfy_towers_noopt",95
7,409670,10,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6)","r1=R10;r2=R5;r3=R0;r4=R6;r5=R12;r6=R7","benchmark_awfy_towers_noopt",971
8,327770,7,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4)","r1=R10;c1=int:256;r2=R5;r3=R6;r4=R11","benchmark_awfy_towers_noopt",930
9,327770,7,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c1,r6)","r1=R5;r2=R10;r3=R6;r4=R11;r5=R0;c1=func@29544;r6=R4","benchmark_awfy_towers_noopt",933
10,245870,12,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R2;r2=R1;c1=int:1;r3=R5","benchmark_awfy_towers_noopt",197
11,245540,7,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R2;r2=R5;c1=int:3;r3=R3","benchmark_awfy_towers_noopt",297
12,218600,8,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R13;c1=int:0;c2=label@512;r3=R6;r4=R11;c3=int:3","benchmark_awfy_towers_noopt",482
13,205020,4,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R12;r2=R7;r3=R6;c1=int:1;r4=R3;c2=int:256","benchmark_awfy_towers_noopt",579
14,204890,3,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","c1=label@631;r1=R1;r2=R6;c2=int:1;r3=R12;c3=int:256","benchmark_awfy_towers_noopt",563
15,190910,3,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET()","r1=R3;r2=R2","benchmark_awfy_towers_noopt",313
16,164180,2,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","c1=int:1;r1=R2;r2=R1","benchmark_awfy_towers_noopt",193
17,164040,1,1,3,candidate,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | RET_REG(r1)","c1=int:1;r1=R1;r2=R3","benchmark_awfy_towers_noopt",230
18,163960,2,1,2,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1)","c1=int:1;r1=R3","benchmark_awfy_towers_noopt",470
19,163960,2,1,3,candidate,"SETNUMSTD_INT(c1) | NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c2)","c1=int:1;r1=R3;c2=string@21344","benchmark_awfy_towers_noopt",472
20,163930,6,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R6;r2=R11;c1=int:2;r3=R3","benchmark_awfy_towers_noopt",501
21,163850,3,1,4,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c1)","r1=R12;c1=int:256;r2=R7;r3=R3","benchmark_awfy_towers_noopt",609
22,163850,3,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3)","r1=R7;r2=R12;r3=R3;c1=int:256;r4=R8","benchmark_awfy_towers_noopt",612
23,163820,10,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R3;c1=int:0;r2=R2;r3=R1;c2=int:2","benchmark_awfy_towers_noopt",206
24,163820,2,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R1;r2=R4;c2=int:3","benchmark_awfy_towers_noopt",246
25,163710,2,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R3;r2=R8;r3=R13;c1=int:0;c2=label@661","benchmark_awfy_towers_noopt",628
26,136630,5,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r4,r2)","c1=label@510;r1=R1;r2=R6;r3=R11;c2=int:2;r4=R3","benchmark_awfy_towers_noopt",498
27,122860,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R10;r2=R5;r3=R11;r4=R6;r5=R4;c1=int:3","benchmark_awfy_towers_noopt",943
28,109340,4,1,3,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BR_ID(c1)","r1=R3;r2=R6;c1=label@563","benchmark_awfy_towers_noopt",505
29,109240,4,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r2,r4)","c1=label@661;r1=R8;r2=R7;r3=R11;c2=int:2;r4=R12","benchmark_awfy_towers_noopt",635
30,82050,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BRF_ID_REG(c1,r1)","r1=R1;r2=R6;c1=label@510","benchmark_awfy_towers_noopt",493
31,82050,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R6;r2=R11;c1=int:3;r3=R1","benchmark_awfy_towers_noopt",489
32,82050,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R1;c1=int:0;r2=R5;r3=R13;c2=label@512","benchmark_awfy_towers_noopt",479
33,82050,1,1,4,over_3_symbols,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R3;c1=string@21344;r2=R1;c2=int:0","benchmark_awfy_towers_noopt",474
34,82050,1,1,6,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | IEQ_REG_REG_INT(r3,r4,c2)","r1=R3;c1=string@21344;r2=R1;c2=int:0;r3=R5;r4=R13","benchmark_awfy_towers_noopt",476
35,82020,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | IGTE_REG_REG_REG(r3,r4,r3) | BRF_ID_REG(c1,r3)","r1=R3;r2=R7;r3=R8;r4=R5;c1=label@606","benchmark_awfy_towers_noopt",595
36,82020,3,1,5,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R6;c1=label@510;r2=R1;r3=R11;c2=int:2","benchmark_awfy_towers_noopt",496
