ledger_id,pattern_id,revision,role,normalized_pattern,window,dynamic_count,entry_count,workload_count,site_observations,max_sites_per_entry,module_observations,max_modules_per_entry,modes,optimized_occurrence,unoptimized_occurrence,entries,workloads,rxseq_statuses,example_module,example_start,evidence_links,semantic_review_status,opcode_effect_completeness,opcode_effects,control_flow_risk,liveness_risk,alias_risk,reference_risk,exception_risk,interrupt_risk,likely_owner,proposed_lowering,prerequisite,measured_disposition,status,selected,selection_reason
seq-2-3080777654@nr05-6a064499f327-rxseq-schema4,seq-2-3080777654,nr05-6a064499f327-rxseq-schema4,historical,INC_REG(r1) | BR_ID(c1),2,9532290,11,11,24,4,11,1,noopt,no,yes,sieve-noopt;permute-noopt;mandelbrot-noopt;towers-noopt;bounce-noopt;storage-noopt;list-noopt;richards-noopt;json-noopt;base64-noopt;rexxcps-noopt,sieve;permute;mandelbrot;towers;bounce;storage;list;richards;json;base64;rexxcps,candidate,benchmark_awfy_sieve_noopt,117,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq,mechanical-complete,complete,INC_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BR_ID[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-758699870@nr05-6a064499f327-rxseq-schema4,seq-2-758699870,nr05-6a064499f327-rxseq-schema4,historical,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2)",2,1000311,8,7,11,2,8,1,noopt;opt,yes,yes,sieve-noopt;sieve-opt;permute-opt;towers-opt;bounce-opt;storage-opt;list-opt;richards-opt,sieve;permute;towers;bounce;storage;list;richards,over_3_symbols,benchmark_awfy_sieve_noopt,167,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-opt/rxseq,mechanical-complete,complete,BRT_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETATTRS_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_LIFETIME_END | RXOP_SEM_INDIRECT_WRITE | RXOP_SEM_MAY_THROW],yes,needs-proof,yes,yes,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-2479177256@nr05-6a064499f327-rxseq-schema4,seq-2-2479177256,nr05-6a064499f327-rxseq-schema4,historical,UNLINK_REG(r1) | INC_REG(r2),2,512291,4,4,5,2,4,1,noopt,no,yes,sieve-noopt;bounce-noopt;richards-noopt;rexxcps-noopt,sieve;bounce;richards;rexxcps,candidate,benchmark_awfy_sieve_noopt,183,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq,mechanical-complete,complete,UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; INC_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-2518031759@nr05-6a064499f327-rxseq-schema4,seq-2-2518031759,nr05-6a064499f327-rxseq-schema4,historical,"LINKATTR1_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)",2,1081454,4,2,10,4,4,1,noopt;opt,yes,yes,sieve-noopt;sieve-opt;richards-noopt;richards-opt,sieve;richards,over_3_symbols,benchmark_awfy_sieve_noopt,210,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-opt/rxseq,mechanical-complete,complete,LINKATTR1_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_CREATE | RXOP_SEM_MAY_THROW]; BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-2747278699@nr05-6a064499f327-rxseq-schema4,seq-2-2747278699,nr05-6a064499f327-rxseq-schema4,historical,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2)",2,2776528,10,5,32,10,10,1,noopt;opt,yes,yes,sieve-noopt;sieve-opt;bounce-noopt;bounce-opt;json-noopt;json-opt;base64-noopt;base64-opt;rexxcps-noopt;rexxcps-opt,sieve;bounce;json;base64;rexxcps,over_3_symbols,benchmark_awfy_sieve_noopt,214,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-1974868715@nr05-6a064499f327-rxseq-schema4,seq-2-1974868715,nr05-6a064499f327-rxseq-schema4,historical,ENDLIFE_REG(r1) | UNLINK_REG(r2),2,66900,2,1,2,1,2,1,noopt;opt,yes,yes,sieve-noopt;sieve-opt,sieve,candidate,benchmark_awfy_sieve_noopt,271,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq,mechanical-complete,complete,ENDLIFE_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_REFERENCE_RELEASE | RXOP_SEM_LIFETIME_END | RXOP_SEM_MAY_THROW | RXOP_SEM_OPAQUE]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW],no,needs-proof,yes,yes,yes,high,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-2171877537@nr05-6a064499f327-rxseq-schema4,seq-2-2171877537,nr05-6a064499f327-rxseq-schema4,historical,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_REG(r2,r3,r3)",2,66900,2,1,2,1,2,1,noopt;opt,yes,yes,sieve-noopt;sieve-opt,sieve,over_3_symbols,benchmark_awfy_sieve_noopt,217,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq,mechanical-complete,complete,IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,no,no,yes,needs-proof,compiler-or-rxas,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-2843635026@nr05-6a064499f327-rxseq-schema4,seq-2-2843635026,nr05-6a064499f327-rxseq-schema4,historical,"IADD_REG_REG_REG(r1,r2,r2) | LOAD_REG_INT(r3,c1)",2,66900,2,1,2,1,2,1,noopt;opt,yes,yes,sieve-noopt;sieve-opt,sieve,over_3_symbols,benchmark_awfy_sieve_noopt,221,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq,mechanical-complete,complete,IADD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,yes,needs-proof,compiler-or-rxas,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-233791625@nr05-6a064499f327-rxseq-schema4,seq-2-233791625,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_INT(r2,r3,c2)",2,33450,1,1,1,1,1,1,noopt,no,yes,sieve-noopt,sieve,over_3_symbols,benchmark_awfy_sieve_noopt,225,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; ILT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-2-2151719822@nr05-6a064499f327-rxseq-schema4,seq-2-2151719822,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)",2,1948338,22,11,198,45,30,4,noopt;opt,yes,yes,sieve-noopt;sieve-opt;permute-noopt;permute-opt;mandelbrot-noopt;mandelbrot-opt;towers-noopt;towers-opt;bounce-noopt;bounce-opt;storage-noopt;storage-opt;list-noopt;list-opt;richards-noopt;richards-opt;json-noopt;json-opt;base64-noopt;base64-opt;rexxcps-noopt;rexxcps-opt,sieve;permute;mandelbrot;towers;bounce;storage;list;richards;json;base64;rexxcps,over_3_symbols,benchmark_awfy_sieve_noopt,72,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,candidate,yes,global-top-25;workload-top-10:sieve
seq-2-1761709081@nr05-6a064499f327-rxseq-schema4,seq-2-1761709081,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1)",2,532560,14,7,21,2,14,1,noopt;opt,yes,yes,sieve-noopt;sieve-opt;mandelbrot-noopt;mandelbrot-opt;bounce-noopt;bounce-opt;storage-noopt;storage-opt;richards-noopt;richards-opt;base64-noopt;base64-opt;rexxcps-noopt;rexxcps-opt,sieve;mandelbrot;bounce;storage;richards;base64;rexxcps,over_3_symbols,benchmark_awfy_sieve_noopt,160,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; IGT_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-2-2810718276@nr05-6a064499f327-rxseq-schema4,seq-2-2810718276,nr05-6a064499f327-rxseq-schema4,historical,SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1),2,16290679,22,11,221,48,46,12,noopt;opt,yes,yes,sieve-noopt;sieve-opt;permute-noopt;permute-opt;mandelbrot-noopt;mandelbrot-opt;towers-noopt;towers-opt;bounce-noopt;bounce-opt;storage-noopt;storage-opt;list-noopt;list-opt;richards-noopt;richards-opt;json-noopt;json-opt;base64-noopt;base64-opt;rexxcps-noopt;rexxcps-opt,sieve;permute;mandelbrot;towers;bounce;storage;list;richards;json;base64;rexxcps,candidate,benchmark_awfy_sieve_noopt,6,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE],no,no,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,yes,global-top-25;workload-top-10:storage
seq-2-1555722586@nr05-6a064499f327-rxseq-schema4,seq-2-1555722586,nr05-6a064499f327-rxseq-schema4,historical,SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2),2,16434838,22,11,232,52,52,14,noopt;opt,yes,yes,sieve-noopt;sieve-opt;permute-noopt;permute-opt;mandelbrot-noopt;mandelbrot-opt;towers-noopt;towers-opt;bounce-noopt;bounce-opt;storage-noopt;storage-opt;list-noopt;list-opt;richards-noopt;richards-opt;json-noopt;json-opt;base64-noopt;base64-opt;rexxcps-noopt;rexxcps-opt,sieve;permute;mandelbrot;towers;bounce;storage;list;richards;json;base64;rexxcps,candidate,benchmark_awfy_sieve_noopt,0,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,SETNUMDGTS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMFUZ_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE],no,no,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,yes,global-top-25;workload-top-10:bounce;workload-top-10:storage
seq-2-3448147170@nr05-6a064499f327-rxseq-schema4,seq-2-3448147170,nr05-6a064499f327-rxseq-schema4,historical,SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1),2,16434838,22,11,232,52,52,14,noopt;opt,yes,yes,sieve-noopt;sieve-opt;permute-noopt;permute-opt;mandelbrot-noopt;mandelbrot-opt;towers-noopt;towers-opt;bounce-noopt;bounce-opt;storage-noopt;storage-opt;list-noopt;list-opt;richards-noopt;richards-opt;json-noopt;json-opt;base64-noopt;base64-opt;rexxcps-noopt;rexxcps-opt,sieve;permute;mandelbrot;towers;bounce;storage;list;richards;json;base64;rexxcps,candidate,benchmark_awfy_sieve_noopt,4,performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/permute-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/towers-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/storage-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/list-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/richards-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/json-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/base64-opt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,SETNUMFRM_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE],no,no,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,yes,global-top-25;workload-top-10:bounce;workload-top-10:storage
