role,runtime,workload,form,path,size_bytes,sha256
product,crexx,toolchain,compiler,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/rxc,2984080,a14925637cb37ca4890be3346ee2a26ef5df0b8e0105964f0550dec27a77a982
product,crexx,toolchain,assembler,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/rxas,743768,b1dc5be50ac00967e58d3361a1ada3e724c246e3c5581a71b83971d40ef60083
product,crexx,toolchain,linker,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/rxlink,145416,55516b38c732a52630fa28ee6b00c9988ecbaad4dc3e3d086fa8d5a04485d8af
product,crexx,toolchain,disassembler,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/rxdas,195048,3f050314cbec160d8bfbb65adea6cfc0e934832c0a27be63a09f0858e203b6bc
product,crexx,runtime,threaded-executable,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/rxvm,982424,5a4641a60a81c8679773b37b6397bd9080f97417090878dd4d99c997c503b409
product,crexx,runtime,bytecode-executable,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/rxbvm,999144,64784a966562fa457750f7fab375e8671c06976e5877599b28c4b5e1eadf9727
product,crexx,driver,executable,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/crexx,1381368,8a4e38859d4accd886f065e6c072f6d23a4d199ac8c39bd5e224ec9f3ea831b8
product,crexx,library,linked-rxbin,/private/tmp/crexx-perf3-06.yHwy0b/build-release/bin/library.rxbin,937413,56d215e2d6222fba7fff806a33aaace6676c68ec4e425df50d9b6493f2053a5f
build,crexx,toolchain,cmake-cache,/private/tmp/crexx-perf3-06.yHwy0b/build-release/CMakeCache.txt,41249,01260c511e8d85130d92dd212c222a1406a2f9626db0b54d5f6546497742a110
tool,crexx,PERF3-06,matrix-driver,performance/tools/run_cross_runtime_matrix.crexx,32665,efb194ec8194bfed5c26bd2fd98fb225f219c16a29fd710e9428fd331dc2a06c
tool,crexx,PERF3-06,artifact-inventory,performance/tools/inventory_performance_artifacts.crexx,8322,a5621d16720af1723ae2d3d3760d702f9bb978a51ae9957bfda1604813052754
tool,crexx,PERF3-06,static-artifact-summary,performance/tools/summarize_perf2_artifacts.crexx,7643,d5c846153b5d2a2802dad3541f7da288aa046139041d1913c97f02d19a33da7a
benchmark,crexx,Sieve,source,tests/benchmarks/awfy_sieve.crexx,983,395cc773ded763af39cd7ca0813582281e7f1be5768e5207f05e379e1756c18d
benchmark,crexx,Sieve,rxas,/private/tmp/crexx-perf3-06.yHwy0b/build-release/tests/benchmarks/benchmark_awfy_sieve_opt.rxas,9774,966809207608512d0fe16771b9086baa36ff4754cee2ea5252fc8881bd498358
benchmark,crexx,Sieve,rxbin,/private/tmp/crexx-perf3-06.yHwy0b/build-release/tests/benchmarks/benchmark_awfy_sieve_opt.rxbin,4900,92a7db0c75549a84225a23ad1f589916bd94de6842c13d99362297c4e67b4751
benchmark,crexx,Permute,source,tests/benchmarks/awfy_permute.crexx,1313,272178f1429f704f8b90e530b96a4e161acb627872530a277d2c7e6e9daed7e4
benchmark,crexx,Permute,rxas,/private/tmp/crexx-perf3-06.yHwy0b/build-release/tests/benchmarks/benchmark_awfy_permute_opt.rxas,29684,cf203b7484dec623bee0e263f6748a6b6a9160832714df245c1097d00779182d
benchmark,crexx,Permute,rxbin,/private/tmp/crexx-perf3-06.yHwy0b/build-release/tests/benchmarks/benchmark_awfy_permute_opt.rxbin,11810,714cd35e4c4353d3d5d6beba170c9437b71d398c21c5f78381092b657d1e5ed0
benchmark,crexx,Bounce,source,tests/benchmarks/awfy_bounce.crexx,2230,9d569ff3f2995dfc8408352b5b085bc0e91e828d05c99684802677c5105284f1
benchmark,crexx,Bounce,rxas,/private/tmp/crexx-perf3-06.yHwy0b/build-release/tests/benchmarks/benchmark_awfy_bounce_opt.rxas,45362,18682cbb57d7d2933f7963fb8da6a5359838950231fe3f5e389967c770631a2e
benchmark,crexx,Bounce,rxbin,/private/tmp/crexx-perf3-06.yHwy0b/build-release/tests/benchmarks/benchmark_awfy_bounce_opt.rxbin,17247,4b641dcba1cc6f2a4d7d80ac5df907c961c88979984ac159d0007fa336dc6cdf
benchmark,crexx,Richards,source,tests/benchmarks/awfy_richards.crexx,9403,cd136e6cc8bc5dd487db99abe706fc96d161b3e4b102e13b20cce69bc4692372
benchmark,crexx,Richards,rxas,/private/tmp/crexx-perf3-06.yHwy0b/build-release/tests/benchmarks/benchmark_awfy_richards_opt.rxas,256519,ac1737cc7d6d7ba59a1a3771d1c6d977b974f5d5c23fa5f10c032f0d00c259d9
