entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
rexxcps-noopt,rexxcps-k04e,RexxCPS,baseline,noopt,process,recorded,1,2883804000,0,pass
rexxcps-opt,rexxcps-k04e,RexxCPS,candidate,opt,process,recorded,1,1807540000,0,pass
