pair,baseline_entry,candidate_entry,baseline_mode,candidate_mode,baseline_median_ns,candidate_median_ns,delta_ns,delta_percent
rexxcps-k04e,rexxcps-noopt,rexxcps-opt,noopt,opt,2883804000,1807540000,-1076264000,-37.321
