rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1007200,6,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | IGETUNLINK_REG_REG(r5,r3)","r1=R21;r2=R17;c1=int:2;c2=int:6;r3=R20;r4=R14;c3=int:1;r5=R19","benchmark_awfy_permute_opt",171
2,755550,5,1,8,candidate,"UNLINK_REG(r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3)","r1=R18;r2=R20;r3=R17;c1=int:2;c2=int:6;r4=R22;r5=R14;c3=int:1","benchmark_awfy_permute_opt",185
3,503900,4,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1)","r1=R19;r2=R20;r3=R21","benchmark_awfy_permute_opt",179
4,503900,4,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R16;r2=R18;r3=R19","benchmark_awfy_permute_opt",155
5,503900,4,1,5,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r4,r5)","r1=R22;r2=R16;r3=R20;r4=R11;r5=R17","benchmark_awfy_permute_opt",195
6,503900,4,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1)","r1=R20;r2=R17;c1=int:2;c2=int:6;r3=R22;r4=R14;c3=int:1;r5=R16","benchmark_awfy_permute_opt",187
7,503900,4,1,3,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R21;r2=R19;r3=R18","benchmark_awfy_permute_opt",182
8,503300,2,1,8,candidate,"COPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r1,c1,c2,r4,r5,c3)","r1=R12;r2=R28;r3=R14;c1=int:2;c2=int:6;r4=R13;r5=R3;c3=int:1","benchmark_awfy_permute_opt",630
9,503300,2,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r5,r2,c1,c2,r6,r7,c3)","r1=R13;r2=R12;c1=int:2;c2=int:6;r3=R15;r4=R3;c3=int:1;r5=R17;r6=R16;r7=R7","benchmark_awfy_permute_opt",646
10,433000,2,1,3,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R12;r2=R7;c1=int:1","benchmark_awfy_permute_opt",104
11,433000,2,1,4,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R29;r2=R9;c1=int:8660;c2=label@325","benchmark_awfy_permute_opt",296
12,433000,2,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1)","r1=R7;r2=R11;c1=int:1;r3=R12","benchmark_awfy_permute_opt",100
13,433000,2,1,4,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R7;r2=R11;c1=int:1;r3=R12","benchmark_awfy_permute_opt",108
14,432950,1,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)","r1=R28;c1=int:18;c2=int:1","benchmark_awfy_permute_opt",575
15,432950,2,1,4,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R12;r2=R14;r3=R13;c1=label@280","benchmark_awfy_permute_opt",134
16,432950,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | INE_REG_REG_INT(r2,r3,c2)","r1=R28;c1=int:1;r2=R4;r3=R29;c2=int:0","benchmark_awfy_permute_opt",591
17,432950,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:18;c2=int:1;r1=R3;r2=R28","benchmark_awfy_permute_opt",577
18,432950,4,1,5,candidate,"SETTP_REG_INT(r1,c1) | CALL2_REG_FUNC_REG_REG(r2,c2,r1,r3)","r1=R11;c1=int:256;r2=R8;c2=func@6944;r3=R14","benchmark_awfy_permute_opt",117
19,251950,2,1,4,candidate,"BRT_ID_REG(c1,r1) | COPY_REG_REG(r2,r3)","c1=label@280;r1=R12;r2=R17;r3=R11","benchmark_awfy_permute_opt",138
20,251950,2,1,4,candidate,"COPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r4,r3)","r1=R11;r2=R25;r3=R14;r4=R7","benchmark_awfy_permute_opt",271
21,251950,2,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r1) | BR_ID(c1)","r1=R14;r2=R7;c1=label@134","benchmark_awfy_permute_opt",274
22,251650,1,1,3,candidate,"COPY_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1)","r1=R28;r2=R12;c1=int:256","benchmark_awfy_permute_opt",682
23,251650,1,1,7,candidate,"UNLINK_REG(r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3)","r1=R16;r2=R22;c1=int:2;c2=int:6;r3=R18;r4=R3;c3=int:1","benchmark_awfy_permute_opt",707
24,181051,4,1,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R2;c1=int:0;r2=R4;c2=int:1","benchmark_awfy_permute_opt",58
25,181000,2,1,5,candidate,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r3,r4)","r1=R7;c1=int:-1;r2=R12;r3=R14;r4=R13","benchmark_awfy_permute_opt",131
26,180950,1,1,5,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_INT(r2,r3,c2)","c1=label@754;r1=R4;r2=R3;r3=R29;c2=int:1","benchmark_awfy_permute_opt",599
27,180950,1,1,4,candidate,"ICOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R7;r2=R3;r3=R6;c1=int:0","benchmark_awfy_permute_opt",614
28,180950,1,1,5,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | SETTP_REG_INT(r3,c2)","r1=R3;r2=R29;c1=int:1;r3=R28;c2=int:256","benchmark_awfy_permute_opt",602
29,1200,4,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2)","r1=R19;r2=R17;c1=int:2;c2=int:6","benchmark_awfy_permute_opt",144
30,1200,4,1,3,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R19;c1=int:6;r2=R18","benchmark_awfy_permute_opt",148
31,700,4,1,4,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1)","r1=R11;r2=R10;r3=R7;c1=int:1","benchmark_awfy_permute_opt",97
32,650,3,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1)","r1=R18;r2=R19;c1=int:6;r3=R16","benchmark_awfy_permute_opt",151
33,600,2,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c1,r5,r6,c3)","r1=R19;r2=R18;c1=int:6;r3=R21;r4=R17;c2=int:2;r5=R20;r6=R14;c3=int:1","benchmark_awfy_permute_opt",167
34,350,2,1,4,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R10;r2=R5;r3=R7;c1=int:0","benchmark_awfy_permute_opt",87
35,350,2,1,4,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R14;c1=int:5;r2=R11;c2=int:256","benchmark_awfy_permute_opt",114
36,300,1,1,3,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R21;r2=R25;c1=int:2","benchmark_awfy_permute_opt",230
37,300,1,1,4,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R19;r2=R18;r3=R17;c1=int:2","benchmark_awfy_permute_opt",158
38,100,2,1,4,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1)","r1=R6;c1=int:1;r2=R8;r3=R5","benchmark_awfy_permute_opt",80
39,100,2,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1)","r1=R8;c1=int:0;r2=R6;c2=int:1","benchmark_awfy_permute_opt",77
40,51,1,1,4,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R3;r2=R4;r3=R1;c1=label@328","benchmark_awfy_permute_opt",64
41,50,1,1,4,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2)","c1=label@328;r1=R3;r2=R6;c2=int:3","benchmark_awfy_permute_opt",68
42,50,1,1,3,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1)","r1=R5;r2=R6;r3=R10","benchmark_awfy_permute_opt",84
43,50,1,1,4,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R5;r2=R10;r3=R2;r4=R9","benchmark_awfy_permute_opt",290
44,50,1,1,4,candidate,"COPY_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r2,c1)","r1=R2;r2=R9;r3=R29;c1=int:8660","benchmark_awfy_permute_opt",293
45,50,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R9;r2=R29;r3=R5;r4=R10","benchmark_awfy_permute_opt",287
46,50,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2)","r1=R11;c1=int:1;r2=R12;r3=R14;c2=int:5","benchmark_awfy_permute_opt",110
47,50,1,1,3,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2)","r1=R6;c1=int:3;c2=string@8","benchmark_awfy_permute_opt",71
