phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,132917.964693665621,7704
recorded,1,5,rxbvml,channel-throughput,accepted,2617.105236255086,97818
recorded,1,6,rxbvml,channel-latency,candidate,140620.708596539422,7282
recorded,1,6,rxbvml,channel-throughput,candidate,2794.607281261940,91605
recorded,1,7,rxtvml,channel-latency,accepted,147912.754586162075,6923
recorded,1,7,rxtvml,channel-throughput,accepted,2408.051923619603,106310
recorded,1,8,rxtvml,channel-latency,candidate,136806.947227788914,7485
recorded,1,8,rxtvml,channel-throughput,candidate,2478.554692794764,103286
recorded,2,9,rxtvml,channel-latency,candidate,128514.056224899599,7968
recorded,2,9,rxtvml,channel-throughput,candidate,2593.297945621784,98716
recorded,2,10,rxtvml,channel-latency,accepted,146873.207114170975,6972
recorded,2,10,rxtvml,channel-throughput,accepted,2604.776101179272,98281
recorded,2,11,rxbvml,channel-latency,candidate,133159.947984395316,7690
recorded,2,11,rxbvml,channel-throughput,candidate,3153.991154040435,81167
recorded,2,12,rxbvml,channel-latency,accepted,138172.986101740651,7411
recorded,2,12,rxbvml,channel-throughput,accepted,2495.953824854240,102566
recorded,3,13,rxbvml,channel-latency,accepted,136097.820308346621,7524
recorded,3,13,rxbvml,channel-throughput,accepted,3020.898481290490,84743
recorded,3,14,rxbvml,channel-latency,candidate,137468.116525708145,7449
recorded,3,14,rxbvml,channel-throughput,candidate,3071.569980202772,83345
recorded,3,15,rxtvml,channel-latency,accepted,127299.850820487321,8044
recorded,3,15,rxtvml,channel-throughput,accepted,2526.448760461077,101328
recorded,3,16,rxtvml,channel-latency,candidate,126873.993309379264,8071
recorded,3,16,rxtvml,channel-throughput,candidate,2566.724819025848,99738
recorded,4,17,rxtvml,channel-latency,candidate,132111.985550251586,7751
recorded,4,17,rxtvml,channel-throughput,candidate,2559.129895835416,100034
recorded,4,18,rxtvml,channel-latency,accepted,132385.261797026498,7735
recorded,4,18,rxtvml,channel-throughput,accepted,2528.270208878574,101255
recorded,4,19,rxbvml,channel-latency,candidate,134207.077326343395,7630
recorded,4,19,rxbvml,channel-throughput,candidate,2829.354553492485,90480
recorded,4,20,rxbvml,channel-latency,accepted,133385.437019669131,7677
recorded,4,20,rxbvml,channel-throughput,accepted,2898.517906273706,88321
recorded,5,21,rxbvml,channel-latency,accepted,151300.236406619399,6768
recorded,5,21,rxbvml,channel-throughput,accepted,2541.724997269631,100719
recorded,5,22,rxbvml,channel-latency,candidate,126388.546038015309,8102
