phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,140543.508097721671,7286
recorded,1,5,rxbvml,channel-throughput,accepted,2631.038026721480,97300
recorded,1,6,rxbvml,channel-latency,candidate,103991.063268000406,9847
recorded,1,6,rxbvml,channel-throughput,candidate,2739.169047389764,93459
recorded,1,7,rxtvml,channel-latency,accepted,137136.734967188968,7467
recorded,1,7,rxtvml,channel-throughput,accepted,2480.427873808232,103208
recorded,1,8,rxtvml,channel-latency,candidate,99398.175111628807,10302
recorded,1,8,rxtvml,channel-throughput,candidate,2723.375283241668,94001
recorded,2,9,rxtvml,channel-latency,candidate,97896.749521988531,10460
recorded,2,9,rxtvml,channel-throughput,candidate,2726.072326106402,93908
recorded,2,10,rxtvml,channel-latency,accepted,136369.689705686498,7509
recorded,2,10,rxtvml,channel-throughput,accepted,2768.764871295695,92460
recorded,2,11,rxbvml,channel-latency,candidate,101235.788433020265,10115
recorded,2,11,rxbvml,channel-throughput,candidate,3222.882465505086,79432
recorded,2,12,rxbvml,channel-latency,accepted,137968.202640797623,7422
recorded,2,12,rxbvml,channel-throughput,accepted,3148.676571878382,81304
recorded,3,13,rxbvml,channel-latency,accepted,138960.510245623562,7369
recorded,3,13,rxbvml,channel-throughput,accepted,3101.000557211038,82554
recorded,3,14,rxbvml,channel-latency,candidate,96087.078915266960,10657
recorded,3,14,rxbvml,channel-throughput,candidate,3056.497444959167,83756
recorded,3,15,rxtvml,channel-latency,accepted,134612.856579466286,7607
recorded,3,15,rxtvml,channel-throughput,accepted,2722.274800880486,94039
recorded,3,16,rxtvml,channel-latency,candidate,99446.440710886673,10297
recorded,3,16,rxtvml,channel-throughput,candidate,2686.479452629811,95292
recorded,4,17,rxtvml,channel-latency,candidate,96394.615457027205,10623
recorded,4,17,rxtvml,channel-throughput,candidate,2737.909349532630,93502
recorded,4,18,rxtvml,channel-latency,accepted,137745.493677697057,7434
recorded,4,18,rxtvml,channel-throughput,accepted,2711.261266031921,94421
recorded,4,19,rxbvml,channel-latency,candidate,101850.009946290040,10054
recorded,4,19,rxbvml,channel-throughput,candidate,3071.201487613221,83355
recorded,4,20,rxbvml,channel-latency,accepted,137173.476222371071,7465
recorded,4,20,rxbvml,channel-throughput,accepted,3163.579293384906,80921
recorded,5,21,rxbvml,channel-latency,accepted,137191.854233654885,7464
recorded,5,21,rxbvml,channel-throughput,accepted,3120.961646307268,82026
recorded,5,22,rxbvml,channel-latency,candidate,102935.263369521519,9948
recorded,5,22,rxbvml,channel-throughput,candidate,3178.189673366522,80549
recorded,5,23,rxtvml,channel-latency,accepted,136152.107432522258,7521
recorded,5,23,rxtvml,channel-throughput,accepted,2697.889112542023,94889
recorded,5,24,rxtvml,channel-latency,candidate,101386.138613861389,10100
recorded,5,24,rxtvml,channel-throughput,candidate,2665.500510193457,96042
recorded,6,25,rxtvml,channel-latency,candidate,99892.693395766270,10251
recorded,6,25,rxtvml,channel-throughput,candidate,2705.587672666166,94619
recorded,6,26,rxtvml,channel-latency,accepted,139566.580346190545,7337
recorded,6,26,rxtvml,channel-throughput,accepted,2665.500510193457,96042
recorded,6,27,rxbvml,channel-latency,candidate,102379.524095180968,10002
recorded,6,27,rxbvml,channel-throughput,candidate,3149.800061519532,81275
recorded,6,28,rxbvml,channel-latency,accepted,126669.965363681345,8084
recorded,6,28,rxbvml,channel-throughput,accepted,3161.547676385956,80973
recorded,7,29,rxbvml,channel-latency,accepted,141730.103806228377,7225
recorded,7,29,rxbvml,channel-throughput,accepted,3066.419117206684,83485
recorded,7,30,rxbvml,channel-latency,candidate,95406.689648746862,10733
recorded,7,30,rxbvml,channel-throughput,candidate,3173.029251363411,80680
recorded,7,31,rxtvml,channel-latency,accepted,139130.434782608703,7360
recorded,7,31,rxtvml,channel-throughput,accepted,2681.498706386366,95469
recorded,7,32,rxtvml,channel-latency,candidate,101567.149375123990,10082
recorded,7,32,rxtvml,channel-throughput,candidate,2672.791814575068,95780
recorded,8,33,rxtvml,channel-latency,candidate,97245.963912630585,10530
recorded,8,33,rxtvml,channel-throughput,candidate,2675.333632914964,95689
recorded,8,34,rxtvml,channel-latency,accepted,137302.225797801017,7458
recorded,8,34,rxtvml,channel-throughput,accepted,2692.412864685219,95082
recorded,8,35,rxbvml,channel-latency,candidate,101055.955788019346,10133
recorded,8,35,rxbvml,channel-throughput,candidate,3144.345091873833,81416
recorded,8,36,rxbvml,channel-latency,accepted,139680.807529668527,7331
recorded,8,36,rxbvml,channel-throughput,accepted,3026.398231448533,84589
recorded,9,37,rxbvml,channel-latency,accepted,143216.783216783224,7150
recorded,9,37,rxbvml,channel-throughput,accepted,3100.775193798449,82560
recorded,9,38,rxbvml,channel-latency,candidate,95149.600446013748,10762
recorded,9,38,rxbvml,channel-throughput,candidate,3117.730876496450,82111
recorded,9,39,rxtvml,channel-latency,accepted,138247.603618199006,7407
recorded,9,39,rxtvml,channel-throughput,accepted,2656.924609764198,96352
recorded,9,40,rxtvml,channel-latency,candidate,96804.688977122336,10578
recorded,9,40,rxtvml,channel-throughput,candidate,2661.869755544696,96173
recorded,10,41,rxtvml,channel-latency,candidate,101587.301587301583,10080
recorded,10,41,rxtvml,channel-throughput,candidate,2674.104018468031,95733
recorded,10,42,rxtvml,channel-latency,accepted,142084.084917441389,7207
recorded,10,42,rxtvml,channel-throughput,accepted,2674.830472170270,95707
recorded,10,43,rxbvml,channel-latency,candidate,99717.596650111984,10269
recorded,10,43,rxbvml,channel-throughput,candidate,3131.460165624885,81751
recorded,10,44,rxbvml,channel-latency,accepted,133472.367049009394,7672
recorded,10,44,rxbvml,channel-throughput,accepted,3096.611871151915,82671
recorded,11,45,rxbvml,channel-latency,accepted,136369.689705686498,7509
recorded,11,45,rxbvml,channel-throughput,accepted,3069.139561928283,83411
recorded,11,46,rxbvml,channel-latency,candidate,97162.918682987001,10539
recorded,11,46,rxbvml,channel-throughput,candidate,3120.733372342500,82032
recorded,11,47,rxtvml,channel-latency,accepted,138359.681124172406,7401
recorded,11,47,rxtvml,channel-throughput,accepted,2704.644381523898,94652
recorded,11,48,rxtvml,channel-latency,candidate,92905.098893122849,11022
recorded,11,48,rxtvml,channel-throughput,candidate,2669.057697520695,95914
recorded,12,49,rxtvml,channel-latency,candidate,94735.868257933209,10809
recorded,12,49,rxtvml,channel-throughput,candidate,2596.322552509610,98601
recorded,12,50,rxtvml,channel-latency,accepted,128288.649461287903,7982
recorded,12,50,rxtvml,channel-throughput,accepted,2675.054075800165,95699
recorded,12,51,rxbvml,channel-latency,candidate,105101.098224366215,9743
recorded,12,51,rxbvml,channel-throughput,candidate,2707.676686480655,94546
recorded,12,52,rxbvml,channel-latency,accepted,122929.171668667463,8330
recorded,12,52,rxbvml,channel-throughput,accepted,2841.539759357102,90092
