rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,685000,6,1,7,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R20;r2=R10;c1=int:0;c2=label@816;r3=R21;r4=R17;c3=label@787","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",769
2,685000,6,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R13;c1=int:0;r2=R16;c2=string@256;r3=R20;r4=R1;c3=int:1;c4=label@728","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",712
3,685000,6,1,9,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3) | ILT_REG_REG_INT(r4,r5,c4)","r1=R11;c1=string@48912;r2=R13;c2=int:0;r3=R16;c3=string@256;r4=R20;r5=R1;c4=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",709
4,685000,6,1,8,candidate,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3) | BGE_ID_REG_INT(c2,r5,c3)","r1=R19;r2=R18;r3=R17;r4=R1;c1=int:1;r5=R9;c2=label@759;c3=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",741
5,683000,4,1,6,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1) | BR_ID(c2)","r1=R37;c1=int:1;r2=R34;r3=R35;r4=R33;c2=label@1225","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1213
6,683000,4,1,6,candidate,"LOAD_REG_STRING(r1,c1) | SEQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2) | SEQ_REG_REG_STRING(r2,r1,c2)","r1=R35;c1=string@45544;r2=R33;r3=R34;c2=string@256;c3=label@1202","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1188
7,683000,4,1,7,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_STRING(r4,c1) | SEQ_REG_REG_STRING(r5,r2,c2)","r1=R37;r2=R34;r3=R15;r4=R35;c1=string@45544;r5=R33;c2=string@256","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1183
8,683000,4,1,7,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | SEQ_REG_REG_STRING(r4,r1,c2) | BRT_ID_REG(c3,r4)","r1=R34;r2=R15;r3=R35;c1=string@45544;r4=R33;c2=string@256;c3=label@1202","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1185
9,683000,4,1,6,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r1,r3,c1) | BRF_ID_REG(c3,r1)","r1=R33;r2=R34;c1=string@256;c2=label@1202;r3=R35;c3=label@1213","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1191
10,514000,5,1,8,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4) | BLE_ID_REG_INT(c2,r5,c3)","r1=R18;r2=R17;r3=R16;r4=R10;r5=R15;c1=int:1;c2=label@832;c3=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",809
11,513000,3,1,9,candidate,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_STRING(r5,c4)","r1=R14;r2=R2;c1=int:1;r3=R32;c2=string@48912;r4=R30;c3=int:0;r5=R15;c4=string@256","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1261
12,513000,3,1,10,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | IADD_REG_REG_INT(r6,r7,c1) | LOAD_REG_STRING(r8,c2)","r1=R28;r2=R13;r3=R11;r4=R12;r5=R40;r6=R14;r7=R2;c1=int:1;r8=R32;c2=string@48912","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1254
13,513000,3,1,12,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9) | IADD_REG_REG_INT(r10,r11,c1)","r1=R34;r2=R33;r3=R31;r4=R29;r5=R28;r6=R13;r7=R11;r8=R12;r9=R40;r10=R14;r11=R2;c1=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1249
14,513000,3,1,9,candidate,"SCOPY_REG_REG(r1,r2) | IADD_REG_REG_INT(r3,r4,c1) | LOAD_REG_STRING(r5,c2) | LOAD_REG_INT(r6,c3)","r1=R12;r2=R40;r3=R14;r4=R2;c1=int:1;r5=R32;c2=string@48912;r6=R30;c3=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1258
15,342000,2,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c2,r1) | RNE_REG_REG_STRING(r1,r4,c3)","r1=R38;r2=R3;c1=int:1;r3=R4;c2=label@1949;r4=R24;c3=string@57120","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1934
16,342000,2,1,6,candidate,"ILT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r3,c2) | BRF_ID_REG(c3,r1)","r1=R38;r2=R4;c1=label@1949;r3=R24;c2=string@57120;c3=label@1976","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1938
17,341500,2,1,5,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r3,c1) | ILT_REG_REG_REG(r2,r1,r2) | BRF_ID_REG(c2,r2)","r1=R4;c1=int:1;r2=R38;r3=R3;c2=label@1949","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1930
18,341500,2,1,7,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r3,r1) | BSETU8_REG_REG_REG(r4,r5,r3) | IADD_REG_REG_INT(r5,r5,c2)","r1=R37;r2=R19;c1=int:16;r3=R38;r4=R6;r5=R4;c2=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1918
19,341000,2,1,9,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | BGETU8_REG_REG_REG(r4,r5,r6) | BSETU8_REG_REG_REG(r7,r2,r4)","c1=label@283;r1=R35;r2=R34;r3=R20;c2=int:2;r4=R36;r5=R15;r6=R30;r7=R21","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",266
20,341000,2,1,8,candidate,"BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | IMOD_REG_REG_INT(r3,r4,c4)","c1=label@1949;r1=R38;r2=R24;c2=string@57120;c3=label@1976;r3=R37;r4=R19;c4=int:16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1942
21,341000,2,1,6,candidate,"BRF_ID_REG(c1,r1) | SCOPY_REG_REG(r2,r3) | NULL_REG(r4) | SCOPY_REG_REG(r5,r2)","c1=label@1838;r1=R38;r2=R37;r3=R24;r4=R34;r5=R32","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/base64.rxas",1766
