rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2000000,4,1,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R19;c1=label@969;r2=R18","benchmark_awfy_bounce_opt",906
2,1000000,2,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r3) | UNLINKN_REG_REG(r3,r2)","r1=R19;r2=R17;r3=R18","benchmark_awfy_bounce_opt",868
3,1000000,2,1,3,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R18;r2=R19;c1=int:500","benchmark_awfy_bounce_opt",902
4,1000000,2,1,3,candidate,"ILT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R20;r2=R21;c1=int:0","benchmark_awfy_bounce_opt",973
5,1000000,2,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2)","r1=R16;c1=int:1;r2=R19;r3=R18;c2=int:3","benchmark_awfy_bounce_opt",875
6,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r4,r1)","r1=R18;r2=R16;c1=int:2;r3=R19;r4=R17","benchmark_awfy_bounce_opt",864
7,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c2)","r1=R19;r2=R16;c1=int:1;r3=R18;c2=int:500","benchmark_awfy_bounce_opt",898
8,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_INT(r3,r1,c2)","r1=R21;r2=R16;c1=int:1;r3=R20;c2=int:0","benchmark_awfy_bounce_opt",969
9,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R17;r2=R16;c1=int:1;r3=R18;c2=int:2","benchmark_awfy_bounce_opt",860
10,1000000,2,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | ISETATTR1_REG_INT_REG(r3,c1,r4)","r1=R18;r2=R17;r3=R16;c1=int:1;r4=R19","benchmark_awfy_bounce_opt",872
11,570900,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R14;c1=int:0;r2=R17;r3=R16;c2=int:1","benchmark_awfy_bounce_opt",857
12,540000,5,1,4,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R0;r2=R6;r3=R9;r4=R5","benchmark_awfy_bounce_opt",242
13,520301,4,1,4,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R3;r2=R4;r3=R1;c1=label@119","benchmark_awfy_bounce_opt",64
14,510000,2,1,6,candidate,"BRT_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c2)","c1=label@809;r1=R7;r2=R8;r3=R0;r4=R6;c2=int:0","benchmark_awfy_bounce_opt",783
15,510000,2,1,3,candidate,"LINKREF_REG_REG(r1,r2) | COPY_REG_REG(r3,r1)","r1=R0;r2=R17;r3=R6","benchmark_awfy_bounce_opt",207
16,510000,2,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2)","r1=R0;r2=R17","benchmark_awfy_bounce_opt",205
17,500100,2,1,4,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R2;r2=R4;r3=R6;c1=int:1","benchmark_awfy_bounce_opt",770
18,500000,1,1,4,candidate,"ICOPY_REG_REG(r1,r2) | BRTF_ID_ID_REG(c1,c2,r1)","r1=R21;r2=R15;c1=label@1187;c2=label@1191","benchmark_awfy_bounce_opt",1180
19,500000,1,1,4,candidate,"ICOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R15;r2=R14;r3=R8;r4=R16","benchmark_awfy_bounce_opt",1174
20,500000,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | MKREF_REG_REG(r4,r1)","r1=R14;r2=R0;r3=R6;c1=int:0;r4=R7","benchmark_awfy_bounce_opt",839
21,500000,1,1,2,candidate,"MKREF_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R7;r2=R14","benchmark_awfy_bounce_opt",844
22,500000,1,1,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R14;r2=R8","benchmark_awfy_bounce_opt",847
23,182600,8,1,3,candidate,"ICOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R9;r2=R5;c1=label@250","benchmark_awfy_bounce_opt",245
24,182600,8,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1)","r1=R9;r2=R6;c1=int:1;r3=R5","benchmark_awfy_bounce_opt",235
25,142700,5,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1)","r1=R6;c1=int:74755;r2=R4;c2=int:1","benchmark_awfy_bounce_opt",763
26,142600,4,1,4,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@969;r1=R18;r2=R5;c2=int:500","benchmark_awfy_bounce_opt",908
27,142600,4,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R21;r2=R17;c1=int:-9223372036854775808;c2=label@940","benchmark_awfy_bounce_opt",930
28,142600,4,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R17;r2=R21;r3=R20;c1=int:0","benchmark_awfy_bounce_opt",924
29,142600,4,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2)","r1=R16;c1=int:2;r2=R21;r3=R14;c2=int:1","benchmark_awfy_bounce_opt",962
30,142600,4,1,3,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | NULL_REG(r2)","r1=R16;c1=int:1;r2=R5","benchmark_awfy_bounce_opt",914
31,142600,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | IEQ_REG_REG_INT(r2,r3,c2)","r1=R20;c1=int:0;r2=R21;r3=R17;c2=int:-9223372036854775808","benchmark_awfy_bounce_opt",927
32,142600,4,1,4,candidate,"NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R5;r2=R21;r3=R16;c1=int:2","benchmark_awfy_bounce_opt",918
33,133100,1,1,4,candidate,"IADD_REG_REG_INT(r1,r1,c1) | BCTP_ID_REG(c2,r2)","r1=R1;c1=int:1;c2=label@832;r2=R6","benchmark_awfy_bounce_opt",1187
34,71300,2,1,5,candidate,"BGE_ID_REG_INT(c1,r1,c2) | ISUB_REG_REG_REG(r2,r3,r1)","c1=label@1024;r1=R19;c2=int:0;r2=R18;r3=R17","benchmark_awfy_bounce_opt",1011
35,71300,2,1,4,candidate,"ISUB_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1)","r1=R18;r2=R17;r3=R19;r4=R5","benchmark_awfy_bounce_opt",1015
