rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,218580,12,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R16;c1=int:0;c2=label@752;r3=R6;r4=R14;c3=int:3","benchmark_awfy_towers_opt",724
2,190940,7,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R23;r2=R5;c1=int:2;r3=R21","benchmark_awfy_towers_opt",230
3,164040,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BR_ID(c2)","r1=R7;r2=R9;c1=int:1;r3=R6;c2=label@814","benchmark_awfy_towers_opt",805
4,163630,4,1,5,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R7;r2=R6;c1=int:1;r3=R11;c2=int:2","benchmark_awfy_towers_opt",851
5,136620,7,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r4,r2)","c1=label@799;r1=R1;r2=R6;r3=R14;c2=int:2;r4=R3","benchmark_awfy_towers_opt",738
6,109330,6,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R23;r2=R5;c1=int:2;r3=R26","benchmark_awfy_towers_opt",198
7,109230,6,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r2,r4)","c1=label@888;r1=R7;r2=R6;r3=R14;c2=int:2;r4=R15","benchmark_awfy_towers_opt",867
8,82050,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2)","r1=R14;c1=int:18;c2=int:1;r2=R3","benchmark_awfy_towers_opt",710
9,82050,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BRF_ID_REG(c2,r3)","r1=R6;r2=R14;c1=int:3;r3=R1;c2=label@799","benchmark_awfy_towers_opt",731
10,82050,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R1;c1=int:0;r2=R5;r3=R16;c2=label@752","benchmark_awfy_towers_opt",721
11,82050,1,1,4,candidate,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0","benchmark_awfy_towers_opt",716
12,82050,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c3)","c1=int:18;c2=int:1;r1=R3;c3=string@11","benchmark_awfy_towers_opt",712
13,82050,1,1,6,candidate,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | IEQ_REG_REG_INT(r3,r4,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0;r3=R5;r4=R16","benchmark_awfy_towers_opt",718
14,82050,4,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL3_REG_FUNC_REG_REG_REG(r3,c2,r1,r2,r4)","r1=R5;c1=int:256;r2=R8;r3=R18;c2=func@10520;r4=R17","benchmark_awfy_towers_opt",147
15,82020,1,1,6,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2)","c1=label@863;r1=R1;r2=R9;r3=R15;r4=R7;c2=int:1","benchmark_awfy_towers_opt",799
16,82020,1,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGETUNLINK_REG_REG(r4,r3)","r1=R9;r2=R15;r3=R7;c1=int:1;r4=R6","benchmark_awfy_towers_opt",802
17,82020,1,1,5,candidate,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IGETUNLINK_REG_REG(r2,r3)","r1=R8;r2=R6;r3=R7;r4=R3;c1=int:1","benchmark_awfy_towers_opt",814
18,82020,3,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R1;r2=R6;c1=label@799;r3=R14;c2=int:2","benchmark_awfy_towers_opt",735
19,82020,1,1,5,candidate,"IGTE_REG_REG_REG(r1,r2,r1) | ICOPY_REG_REG(r3,r1) | BRTF_ID_ID_REG(c1,c2,r3)","r1=R6;r2=R8;r3=R5;c1=label@837;c2=label@838","benchmark_awfy_towers_opt",826
20,81950,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2)","r1=R7;c1=int:0;r2=R6;c2=int:1;r3=R5","benchmark_awfy_towers_opt",98
21,81910,3,1,3,candidate,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2)","r1=R21;r2=R23;c1=string@9","benchmark_awfy_towers_opt",222
22,81910,3,1,4,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c1,r1)","r1=R21;r2=R22;c1=int:1;r3=R5","benchmark_awfy_towers_opt",275
23,81910,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | ASSERTTYPE_REG_STRING(r3,c2)","r1=R23;r2=R26;c1=int:3;r3=R21;c2=string@9","benchmark_awfy_towers_opt",218
24,81910,3,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R22;r2=R5;c1=int:1;r3=R21","benchmark_awfy_towers_opt",271
25,81910,3,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BRTF_ID_ID_REG(c2,c3,r3)","r1=R23;r2=R26;c1=int:2;r3=R22;c2=label@218;c3=label@243","benchmark_awfy_towers_opt",207
26,81900,1,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | IEQ_REG_REG_INT(r2,r3,c2)","r1=R35;c1=int:18;c2=int:1;r2=R8;r3=R36","benchmark_awfy_towers_opt",1354
27,81900,2,1,5,candidate,"ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r2,r3,c2)","r1=R5;c1=string@9;r2=R7;r3=R37;c2=int:0","benchmark_awfy_towers_opt",1433
28,81900,2,1,5,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | SETTP_REG_INT(r4,c1)","r1=R13;r2=R15;r3=R12;r4=R35;c1=int:256","benchmark_awfy_towers_opt",1524
29,81900,2,1,4,candidate,"COPY_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r1,c1)","r1=R12;r2=R13;r3=R35;c1=int:256","benchmark_awfy_towers_opt",1527
30,81900,2,1,5,candidate,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c1) | IEQ_REG_REG_INT(r2,r3,c2)","r1=R15;c1=string@11;r2=R7;r3=R37;c2=int:0","benchmark_awfy_towers_opt",1367
31,81900,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:18;c2=int:1;r1=R8;r2=R36;c3=label@1558","benchmark_awfy_towers_opt",1356
32,81900,2,1,6,candidate,"SETOBJUNINIT_REG_STRING(r1,c1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R15;c1=string@11;r2=R7;r3=R37;c2=int:0;c3=label@1389","benchmark_awfy_towers_opt",1369
