rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
543,14,1,1,7,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | NULL_REG(r4) | SCOPY_REG_REG(r5,r1) | LOAD_REG_STRING(r6,c1)","r1=R11;r2=R15;r3=R29;r4=R16;r5=R17;r6=R20;c1=string@83216","benchmark_rexxcps_levelb_noopt",2368
544,14,1,1,6,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r2,r1,r3) | NULL_REG(r4) | SCOPY_REG_REG(r5,r2)","r1=R15;c1=string@81824;r2=R11;r3=R29;r4=R16;r5=R17","benchmark_rexxcps_levelb_noopt",2364
545,14,1,1,6,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | CONCAT_REG_REG_REG(r1,r1,r3) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r4,r1,r5)","r1=R15;r2=R27;c1=string@81824;r3=R28;r4=R11;r5=R29","benchmark_rexxcps_levelb_noopt",2356
546,14,1,1,5,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3) | ITOS_REG(r2)","r1=R79;c1=string@50440;c2=string@520;r2=R78;c3=int:1","benchmark_rexxcps_levelb_noopt",1472
547,14,1,1,8,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IADD_REG_REG_INT(r5,r3,c3) | UNLINK_REG(r3)","r1=R15;c1=string@322392;r2=R5;r3=R10;r4=R16;c2=int:2;r5=R17;c3=int:1","_address",8076
548,14,1,1,8,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3) | SWAP_REG_REG(r5,r4)","r1=R66;c1=string@35864;r2=R30;r3=R63;c2=int:3;r4=R2;c3=int:256;r5=R64","benchmark_rexxcps_levelb_noopt",825
549,14,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4)","r1=R1;r2=R30;c1=string@30888;r3=R40;r4=R54","_address",18187
550,14,1,1,3,candidate,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | RET_REG(r1)","r1=R37;r2=R38;c1=string@30888","_address",14174
551,14,1,1,9,over_3_symbols,"COPY_REG_REG(r1,r2) | CONCAT_REG_STRING_REG(r3,c1,r4) | LINKATTR1_REG_REG_INT(r5,r1,c2) | IADD_REG_REG_INT(r6,r5,c3)","r1=R16;r2=R3;r3=R15;c1=string@322392;r4=R5;r5=R10;c2=int:2;r6=R17;c3=int:1","_address",8073
552,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_STRING(r4,c1) | LINKATTR1_REG_REG_INT(r5,r3,c2)","r1=R3;r2=R11;r3=R12;r4=R13;c1=string@321984;r5=R10;c2=int:1","_address",8050
553,14,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | RNE_REG_REG_STRING(r4,r3,c1) | BRF_ID_REG(c2,r4)","r1=R19;r2=R24;r3=R2;r4=R23;c1=string@31136;c2=label@9093","_address",9049
554,14,1,1,9,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6) | LINKATTR1_REG_REG_INT(r7,r8,c1)","r1=R29;r2=R91;r3=R30;r4=R92;r5=R28;r6=R93;r7=R23;r8=R31;c1=int:4","_address",9112
555,14,1,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1) | SCOPY_REG_REG(r5,r7)","r1=R30;r2=R92;r3=R28;r4=R93;r5=R23;r6=R31;c1=int:4;r7=R27","_address",9115
556,14,10,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R3;r2=R8;r3=R7;r4=R1;c1=int:2","_address",5818
557,14,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SCOPY_REG_REG(r3,r5) | UNLINK_REG(r3)","r1=R28;r2=R93;r3=R23;r4=R31;c1=int:4;r5=R27","_address",9118
558,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ICOPY_REG_REG(r4,r5) | ISUB_REG_REG_INT(r4,r4,c2)","r1=R8;r2=R31;r3=R21;c1=int:1;r4=R16;r5=R88;c2=int:5","_address",9217
559,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | NULL_REG(r3) | COPY_REG_REG(r4,r1) | CONCAT_REG_STRING_REG(r5,c1,r6)","r1=R3;r2=R12;r3=R14;r4=R16;r5=R15;c1=string@322392;r6=R5","_address",8068
560,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3) | LOAD_REG_INT(r4,c3)","r1=R3;r2=R7;r3=R11;c1=string@31136;c2=label@13880;r4=R10;c3=int:0","_address",13863
561,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | RNE_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3) | LOAD_REG_INT(r4,c3)","r1=R2;r2=R19;r3=R23;c1=string@31136;c2=label@9093;r4=R21;c3=int:1","_address",9052
562,14,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R23;r2=R32;r3=R22;c1=string@31136;r4=R31;c2=int:5","_address",9200
563,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | ICOPY_REG_REG(r5,r4)","r1=R50;r2=R83;r3=R9;r4=R82;c1=int:4;r5=R81","_address",9966
564,14,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R23;r2=R21;r3=R20;r4=R49;c1=int:1","_address",9455
565,14,1,1,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | RET()","r1=R13;r2=R12;r3=R11","benchmark_rexxcps_levelb_noopt",2451
566,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ICOPY_REG_REG(r3,r4) | BNE_ID_REG_INT(c1,r3,c2)","r1=R12;r2=R11;r3=R2;r4=R21;c1=label@16525;c2=int:0","_address",16512
567,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R21;r2=R20;r3=R49;c1=int:1;r4=R8;c2=int:256","_address",9457
568,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | GETATTRS_REG_REG_INT(r1,r5,c1)","r1=R110;r2=R109;r3=R103;r4=R108;r5=R24;c1=int:0","parseExec",4537
569,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R4;r2=R6;r3=R3;r4=R12;r5=R11;c1=int:1","_address",16390
570,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | LOAD_REG_INT(r4,c2)","r1=R52;r2=R30;r3=R66;c1=string@35864;r4=R63;c2=int:3","benchmark_rexxcps_levelb_noopt",821
571,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R20;r2=R49;c1=int:1;r3=R8;c2=int:256;r4=R50","_address",9459
572,14,1,1,7,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | GETATTRS_REG_REG_INT(r4,r5,c1) | IADD_REG_REG_INT(r4,r4,c2)","r1=R109;r2=R103;r3=R108;r4=R110;r5=R24;c1=int:0;c2=int:1","parseExec",4539
573,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | SETTP_REG_INT(r2,c2)","r1=R6;r2=R3;r3=R12;r4=R11;c1=int:1;c2=int:256","_address",16392
574,14,1,1,4,over_3_symbols,"FADD_REG_REG_FLOAT(r1,r1,c1) | FCOPY_REG_REG(r2,r1) | FTOS_REG(r2) | REQ_REG_REG_REG(r2,r3,r2)","r1=R64;c1=float@37864;r2=R63;r3=R27","benchmark_rexxcps_levelb_noopt",910
575,14,1,1,4,over_3_symbols,"FCOPY_REG_REG(r1,r2) | FTOS_REG(r1) | REQ_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c1,r1)","r1=R63;r2=R64;r3=R27;c1=label@930","benchmark_rexxcps_levelb_noopt",914
576,14,1,1,8,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | NOT_REG_REG(r3,r1) | BRF_ID_REG(c2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R6;r2=R19;c1=int:256;r3=R7;c2=label@411;r4=R8;r5=R18;c3=int:4","stem",372
577,14,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r1,r4) | IGT_REG_REG_REG(r1,r5,r3) | BRF_ID_REG(c2,r1)","r1=R87;r2=R100;c1=int:1;r3=R99;r4=R94;r5=R96;c2=label@3942","parseExec",3921
578,14,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R17;r2=R10;c1=int:1;r3=R14;r4=R16;c2=int:2","_address",8084
579,14,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | ICOPY_REG_REG(r7,r8)","r1=R100;r2=R27;r3=R94;r4=R8;r5=R93;r6=R4;r7=R95;r8=R6","parseExec",3860
580,14,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | SCOPY_REG_REG(r7,r8)","r1=R94;r2=R8;r3=R93;r4=R4;r5=R95;r6=R6;r7=R102;r8=R7","parseExec",3863
581,14,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | STOI_REG(r5)","r1=R93;r2=R4;r3=R95;r4=R6;r5=R102;r6=R7","parseExec",3866
582,14,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ISUB_REG_REG_INT(r1,r1,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r5,r1)","r1=R16;r2=R88;c1=int:5;r3=R34;c2=int:2;r4=R33;r5=R21","_address",9223
583,14,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R14;r2=R17;r3=R16;c1=int:2","_address",8090
584,14,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | STOI_REG(r3) | ICOPY_REG_REG(r5,r3)","r1=R95;r2=R6;r3=R102;r4=R7;r5=R96","parseExec",3869
585,14,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | COPY_REG_REG(r1,r4)","r1=R23;r2=R22;r3=R31;c1=int:6;r4=R32","_address",9191
586,14,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r2,c2)","r1=R17;r2=R14;r3=R10;r4=R16;c1=int:3;c2=int:0","_address",8097
587,14,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R7;r2=R8;r3=R9;c1=string@31136;r4=R6;c2=int:1","_address",7991
588,14,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | SETATTRS_REG_INT(r3,c1) | SETOBJTYPE_REG_STRING(r3,c2)","r1=R23;r2=R22;r3=R32;c1=int:5;c2=string@41008","_address",9173
589,14,1,1,9,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r4,c3) | ISUB_REG_REG_REG(r5,r3,r6)","r1=R88;r2=R95;c1=int:4;c2=label@3948;r3=R87;r4=R100;c3=int:1;r5=R99;r6=R94","parseExec",3914
590,14,1,1,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c3,r3)","r1=R16;c1=int:5;r2=R34;c2=int:2;r3=R33;r4=R21;c3=label@9455","_address",9226
591,14,1,1,3,candidate,"ITOF_REG(r1) | FADD_REG_REG_FLOAT(r1,r1,c1) | FCOPY_REG_REG(r2,r1) | FTOS_REG(r2)","r1=R64;c1=float@37864;r2=R63","benchmark_rexxcps_levelb_noopt",908
592,14,1,1,7,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1) | CALL_REG_FUNC_REG(r5,c2,r4)","r1=R78;r2=R81;r3=R79;r4=R80;c1=int:1;r5=R86;c2=func@49752","benchmark_rexxcps_levelb_noopt",1483
593,14,1,1,5,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3)","r1=R79;c1=string@50440;c2=string@520;r2=R78;c3=int:1","benchmark_rexxcps_levelb_noopt",1470
594,14,1,1,7,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R30;r2=R66;c1=string@35864;r3=R63;c2=int:3;r4=R2;c3=int:256","benchmark_rexxcps_levelb_noopt",823
595,14,1,1,7,over_3_symbols,"ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R53;r2=R49;c1=string@26840;r3=R50;c2=int:6;r4=R51;c3=int:2","benchmark_rexxcps_levelb_noopt",452
596,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r4,c2)","r1=R23;r2=R31;c1=int:7;r3=R28;r4=R22;c2=int:0","_address",9157
597,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r4,c2)","r1=R23;r2=R31;c1=int:6;r3=R32;r4=R22;c2=string@31136","_address",9196
598,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ICOPY_REG_REG(r4,r3)","r1=R10;r2=R16;c1=int:2;r3=R17;c2=int:1;r4=R14","_address",8080
599,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R23;r2=R32;c1=int:1;r3=R22;r4=R31;c2=int:6","_address",9187
600,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R17;r2=R16;c1=int:2;r3=R14;r4=R10;c2=int:3","_address",8093
601,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r4,c2)","r1=R7;r2=R6;c1=int:4;r3=R8;r4=R9;c2=string@31136","_address",7987
602,14,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | RET()","r1=R8;r2=R18;c1=int:3;r3=R9","stem",401
603,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | SETATTRS_REG_INT(r4,c2)","r1=R23;r2=R31;c1=int:1;r3=R22;r4=R32;c2=int:5","_address",9169
604,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R8;r2=R18;c1=int:4;r3=R20;r4=R6;c2=int:3","stem",382
605,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r4,c2)","r1=R7;r2=R6;c1=int:1;r3=R9;r4=R10;c2=int:0","_address",7999
606,14,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | INC_REG(r4)","r1=R86;r2=R93;c1=int:3;r3=R38;r4=R30","benchmark_rexxcps_levelb_noopt",1818
607,14,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | REQ_REG_REG_STRING(r1,r3,c2)","r1=R3;r2=R23;c1=int:2;r3=R0;c2=string@31136","_address",7947
608,14,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r1,r4) | UNLINK_REG(r1) | RET_REG(r5)","r1=R45;r2=R51;r3=R2;r4=R1;r5=R4","_address",18349
609,14,1,1,6,over_3_symbols,"LOAD_REG_FLOAT(r1,c1) | FGT_REG_REG_REG(r2,r3,r4) | BRT_ID_REG(c2,r2) | FTOD_REG(r3)","r1=R49;c1=float@28760;r2=R50;r3=R52;r4=R51;c2=label@821","benchmark_rexxcps_levelb_noopt",546
610,14,1,1,7,over_3_symbols,"LOAD_REG_FLOAT(r1,c1) | LOAD_REG_FLOAT(r2,c2) | FGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c3,r3)","r1=R51;c1=float@29064;r2=R49;c2=float@28760;r3=R50;r4=R52;c3=label@821","benchmark_rexxcps_levelb_noopt",543
611,14,1,1,6,over_3_symbols,"LOAD_REG_FLOAT(r1,c1) | LOAD_REG_FLOAT(r2,c2) | LOAD_REG_FLOAT(r3,c1) | FGT_REG_REG_REG(r4,r1,r2)","r1=R52;c1=float@28760;r2=R51;c2=float@29064;r3=R49;r4=R50","benchmark_rexxcps_levelb_noopt",540
612,14,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | BCF_ID_REG(c2,r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R10;c1=int:1;c2=label@2449;r2=R14;r3=R13","benchmark_rexxcps_levelb_noopt",2344
613,14,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | SEQ_REG_REG_STRING(r1,r2,c4)","r1=R69;c1=int:1;c2=label@1054;r2=R27;c3=string@40288;c4=string@40648","benchmark_rexxcps_levelb_noopt",1045
614,14,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R90;c1=int:1;c2=label@4603;r2=R96;r3=R97","parseExec",3843
615,14,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | ICOPY_REG_REG(r5,r4)","r1=R50;c1=int:1;r2=R51;r3=R9;r4=R49;c2=int:5;r5=R43","_address",9477
616,14,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r3) | ISUB_REG_REG_INT(r2,r2,c2) | LOAD_REG_INT(r4,c3)","r1=R21;c1=int:1;r2=R16;r3=R88;c2=int:5;r4=R34;c3=int:2","_address",9220
617,14,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOF_REG(r1) | FADD_REG_REG_FLOAT(r1,r1,c2) | FCOPY_REG_REG(r2,r1)","r1=R64;c1=int:5;c2=float@37864;r2=R63","benchmark_rexxcps_levelb_noopt",905
618,14,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c2,r1) | CONCAT_REG_REG_STRING(r1,r1,c3)","r1=R79;c1=int:1;c2=string@50440;c3=string@520","benchmark_rexxcps_levelb_noopt",1467
619,14,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c2) | LOAD_REG_INT(r3,c3)","r1=R53;c1=int:1234;r2=R49;c2=string@26840;r3=R50;c3=int:6","benchmark_rexxcps_levelb_noopt",449
620,14,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R50;c1=int:6;r2=R51;c2=int:2;r3=R48;c3=int:4;r4=R49;c4=int:768","benchmark_rexxcps_levelb_noopt",458
621,14,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2)","r1=R82;c1=int:4;r2=R83;c2=int:256;r3=R84;r4=R85","benchmark_rexxcps_levelb_noopt",1496
622,14,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r4,c3)","r1=R77;c1=int:5;r2=R78;c2=int:768;r3=R79;c3=int:256;r4=R80","benchmark_rexxcps_levelb_noopt",1415
623,14,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SRCMETHODSEL_REG_REG_STRING(r3,r2,c3) | DCALL_REG_REG_REG(r3,r3,r1)","r1=R83;c1=int:1;r2=R84;c2=int:256;r3=R79;c3=string@48504","benchmark_rexxcps_levelb_noopt",1380
624,14,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | CONCAT_REG_REG_STRING(r2,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r2,r3)","r1=R29;c1=string@26040;r2=R48;c2=string@26552;r3=R30;r4=R46","benchmark_rexxcps_levelb_noopt",436
625,14,1,1,8,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r2)","r1=R78;c1=string@48168;r2=R85;c2=int:1;r3=R86;c3=int:512;r4=R84;c4=func@48296","benchmark_rexxcps_levelb_noopt",1367
626,14,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | GETANDTP_REG_REG_INT(r2,r1,c3) | NOT_REG_REG(r3,r2)","r1=R19;c1=string@31136;c2=int:0;r2=R6;c3=int:256;r3=R7","stem",366
627,14,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | LOAD_REG_INT(r2,c3) | SETTP_REG_INT(r1,c4)","r1=R9;c1=string@31136;c2=int:0;r2=R1;c3=int:1;c4=int:256","_address",15337
628,14,10,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R8;c1=string@31136;r2=R3;r3=R7;r4=R1;c2=int:2","_address",5812
629,14,1,1,7,over_3_symbols,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SCOPY_REG_REG(r3,r5)","r1=R7;r2=R6;c1=label@411;r3=R8;r4=R18;c2=int:4;r5=R20","stem",376
630,14,1,1,5,over_3_symbols,"NULL_REG(r1) | CONCAT_REG_REG_STRING(r2,r3,c1) | CONCAT_REG_REG_REG(r2,r2,r4) | CONCAT_REG_REG_STRING(r2,r2,c1)","r1=R12;r2=R15;r3=R27;c1=string@81824;r4=R28","benchmark_rexxcps_levelb_noopt",2354
631,14,1,1,8,over_3_symbols,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | CONCAT_REG_STRING_REG(r4,c1,r5) | LINKATTR1_REG_REG_INT(r6,r2,c2)","r1=R14;r2=R16;r3=R3;r4=R15;c1=string@322392;r5=R5;r6=R10;c2=int:2","_address",8071
632,14,1,1,6,over_3_symbols,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | SCOPY_REG_REG(r5,r4)","r1=R8;r2=R9;r3=R54;r4=R5;c1=int:4;r5=R10","_address",17725
633,14,1,1,4,over_3_symbols,"NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R0;r2=R3;r3=R23;c1=int:2","_address",7945
634,14,1,1,6,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | CONCAT_REG_REG_STRING(r3,r2,c2) | ITOS_REG(r4)","r1=R41;r2=R29;c1=string@26040;r3=R48;c2=string@26552;r4=R30","benchmark_rexxcps_levelb_noopt",434
635,14,1,1,7,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R74;r2=R75;c1=string@44168;r3=R71;c2=string@44576;r4=R72;c3=string@44744","benchmark_rexxcps_levelb_noopt",1223
636,14,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | CONCAT_REG_REG_REG(r3,r3,r5)","r1=R13;r2=R12;r3=R15;r4=R27;c1=string@81824;r5=R28","benchmark_rexxcps_levelb_noopt",2352
637,14,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1) | CONCAT_REG_REG_STRING(r4,r3,c2)","r1=R40;r2=R41;r3=R29;c1=string@26040;r4=R48;c2=string@26552","benchmark_rexxcps_levelb_noopt",432
