entry,count_rank,total_time_rank,average_latency_rank,name,count,total_ns,average_ns,min_ns,max_ns,percent,status
list-stripped-candidate-repeat,1,2,32,SWAP_REG_REG,11618800,195479544,16,0,121500,10.554636,complete
list-stripped-candidate-repeat,2,4,34,SETTP_REG_INT,5803500,85822926,14,0,2386583,4.633885,complete
list-stripped-candidate-repeat,3,10,42,LOAD_REG_INT,4396303,60036095,13,0,47958,3.241562,complete
list-stripped-candidate-repeat,4,6,32,SETNUMFRM_INT,4395901,72999773,16,0,12989125,3.941517,complete
list-stripped-candidate-repeat,4,7,42,SETNUMCAS_INT,4395901,61528032,13,0,53500,3.322117,complete
list-stripped-candidate-repeat,4,8,42,SETNUMSTD_INT,4395901,60750166,13,0,57458,3.280118,complete
list-stripped-candidate-repeat,4,9,42,SETNUMDGTS_INT,4395901,60123859,13,0,94959,3.246301,complete
list-stripped-candidate-repeat,4,11,42,SETNUMFUZ_INT,4395901,59551886,13,0,44084,3.215418,complete
list-stripped-candidate-repeat,9,1,18,CALL_REG_FUNC_REG,4395900,556741436,126,41,11513709,30.060451,complete
list-stripped-candidate-repeat,10,5,29,ASSERTINITIALIZED_REG,4392800,83052536,18,0,57791,4.484302,complete
list-stripped-candidate-repeat,11,14,42,UNLINK_REG,4281901,57483691,13,0,84583,3.103749,complete
list-stripped-candidate-repeat,12,12,42,BRF_ID_REG,4248602,58826305,13,0,46458,3.176241,complete
list-stripped-candidate-repeat,13,3,23,RET_REG,4112100,132458715,32,0,342584,7.151917,complete
list-stripped-candidate-repeat,14,13,34,REFVALID_REG_REG,3965200,57585394,14,0,31500,3.109240,complete
list-stripped-candidate-repeat,15,15,34,LINKATTR1_REG_REG_INT,3847101,55584697,14,0,103375,3.001216,complete
list-stripped-candidate-repeat,16,16,34,LINKREF_REG_REG,3827800,54519986,14,0,49459,2.943728,complete
list-stripped-candidate-repeat,17,17,34,NULL_REG,2254700,32484752,14,0,37792,1.753967,complete
list-stripped-candidate-repeat,18,18,34,IEQ_REG_REG_INT,1878600,26583967,14,0,43709,1.435363,complete
list-stripped-candidate-repeat,19,19,34,BTOI_REG,1876200,26309443,14,0,94125,1.420540,complete
list-stripped-candidate-repeat,20,20,42,BR_ID,1805001,25194023,13,0,37375,1.360315,complete
list-stripped-candidate-repeat,21,21,31,COPY_REG_REG,567901,10182630,17,0,213250,0.549796,complete
list-stripped-candidate-repeat,22,23,34,ENDLIFE_REG,421402,6049411,14,0,18125,0.326629,complete
list-stripped-candidate-repeat,23,22,22,RET_INT,281001,9889697,35,0,20292,0.533980,complete
list-stripped-candidate-repeat,24,27,28,ICOPY_REG_REG,6301,132119,20,0,18333,0.007134,complete
list-stripped-candidate-repeat,25,25,20,MINATTRS_REG_REG_INT,6200,408737,65,0,1250,0.022069,complete
list-stripped-candidate-repeat,25,28,29,LINKATTR1_REG_REG_REG,6200,115499,18,0,709,0.006236,complete
