entry,name,count,bytes,max_bytes,high_water,status
list-stripped-candidate-repeat,frame_blocks,46,307984,10184,0,complete
list-stripped-candidate-repeat,standalone_values,39,9984,256,0,complete
list-stripped-candidate-repeat,attribute_value_blocks,6207,12713984,4096,0,complete
list-stripped-candidate-repeat,attribute_pointer_storage,18619,1192128,256,0,complete
list-stripped-candidate-repeat,string_buffers,2,128,64,0,complete
list-stripped-candidate-repeat,binary_buffers,0,0,0,0,complete
list-stripped-candidate-repeat,value_slots,50539,12937984,7936,0,complete
list-stripped-candidate-repeat,frame_activations,4395901,0,0,19,complete
list-stripped-candidate-repeat,frame_reuses,4395855,0,0,0,complete
list-stripped-baseline-repeat,frame_blocks,46,307984,10184,0,complete
list-stripped-baseline-repeat,standalone_values,39,9984,256,0,complete
list-stripped-baseline-repeat,attribute_value_blocks,6207,12713984,4096,0,complete
list-stripped-baseline-repeat,attribute_pointer_storage,18619,1192128,256,0,complete
list-stripped-baseline-repeat,string_buffers,2,128,64,0,complete
list-stripped-baseline-repeat,binary_buffers,0,0,0,0,complete
list-stripped-baseline-repeat,value_slots,50539,12937984,7936,0,complete
list-stripped-baseline-repeat,frame_activations,4395901,0,0,19,complete
list-stripped-baseline-repeat,frame_reuses,4395855,0,0,0,complete
json-stripped-candidate-repeat,frame_blocks,12,296832,29224,0,complete
json-stripped-candidate-repeat,standalone_values,39,9984,256,0,complete
json-stripped-candidate-repeat,attribute_value_blocks,22,45056,2048,0,complete
json-stripped-candidate-repeat,attribute_pointer_storage,66,4224,64,0,complete
json-stripped-candidate-repeat,string_buffers,15063,15422592,1024,0,complete
json-stripped-candidate-repeat,binary_buffers,25070,15740768,1024,0,complete
json-stripped-candidate-repeat,value_slots,1229,314624,25856,0,complete
json-stripped-candidate-repeat,frame_activations,745001,0,0,11,complete
json-stripped-candidate-repeat,frame_reuses,744989,0,0,0,complete
json-stripped-baseline-repeat,frame_blocks,12,296832,29224,0,complete
json-stripped-baseline-repeat,standalone_values,39,9984,256,0,complete
json-stripped-baseline-repeat,attribute_value_blocks,22,45056,2048,0,complete
json-stripped-baseline-repeat,attribute_pointer_storage,66,4224,64,0,complete
json-stripped-baseline-repeat,string_buffers,15063,15422592,1024,0,complete
json-stripped-baseline-repeat,binary_buffers,25070,15740768,1024,0,complete
json-stripped-baseline-repeat,value_slots,1229,314624,25856,0,complete
json-stripped-baseline-repeat,frame_activations,745001,0,0,11,complete
json-stripped-baseline-repeat,frame_reuses,744989,0,0,0,complete
