rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2014400,12,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | IADD_REG_REG_INT(r3,r4,c3)","r1=R21;r2=R17;c1=int:2;c2=int:6;r3=R22;r4=R15;c3=int:1","benchmark_awfy_permute_opt",210
2,2014400,12,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2)","r1=R21;c1=int:6;r2=R22;r3=R15;c2=int:1;r4=R20","benchmark_awfy_permute_opt",214
3,1007800,8,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3)","r1=R16;r2=R18;r3=R19","benchmark_awfy_permute_opt",192
4,1007800,8,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3)","r1=R20;r2=R21;r3=R19","benchmark_awfy_permute_opt",228
5,1007200,6,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | ICOPY_REG_REG(r5,r3)","r1=R22;r2=R15;c1=int:1;r3=R20;r4=R21;r5=R19","benchmark_awfy_permute_opt",217
6,1007200,6,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1) | UNLINK_REG(r1)","r1=R20;r2=R21;r3=R22;r4=R19","benchmark_awfy_permute_opt",221
7,755850,6,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2)","r1=R19;r2=R18;r3=R17;c1=int:2;c2=int:6","benchmark_awfy_permute_opt",197
8,503900,4,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | ICOPY_REG_REG(r3,r5)","r1=R21;r2=R15;c1=int:1;r3=R22;r4=R20;r5=R16","benchmark_awfy_permute_opt",243
9,503900,4,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2)","r1=R15;r2=R14;r3=R19;r4=R17;c1=int:2;c2=int:6","benchmark_awfy_permute_opt",178
10,503900,4,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R22;r2=R16;r3=R20","benchmark_awfy_permute_opt",251
11,503900,4,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R22;r2=R20;r3=R21;r4=R16","benchmark_awfy_permute_opt",247
12,503900,4,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4)","r1=R22;r2=R20;r3=R11;r4=R17","benchmark_awfy_permute_opt",254
13,503900,4,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R19;r2=R18;r3=R20;r4=R17;c1=int:2","benchmark_awfy_permute_opt",232
14,503300,2,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R12;r2=R28;r3=R9;r4=R3;r5=R10;r6=R7","benchmark_awfy_permute_opt",850
15,503300,2,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LINKATTR1_REG_REG_INT(r5,r6,c2)","r1=R14;r2=R9;c1=int:1;r3=R15;r4=R13;r5=R17;r6=R12;c2=int:2","benchmark_awfy_permute_opt",888
16,503300,2,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R9;r2=R3;r3=R10;r4=R7;r5=R14;r6=R12;c1=int:2","benchmark_awfy_permute_opt",853
17,503300,2,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | SETATTRS_REG_INT(r4,c2)","r1=R15;r2=R13;r3=R14;r4=R17;r5=R12;c1=int:2;c2=int:6","benchmark_awfy_permute_opt",892
18,433100,4,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R7;r2=R6;c1=int:1;r3=R8","benchmark_awfy_permute_opt",91
19,433000,2,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R12;r2=R7;c1=int:1;r3=R8;r4=R11","benchmark_awfy_permute_opt",125
20,433000,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R7;r2=R11;c1=int:1;r3=R12","benchmark_awfy_permute_opt",121
21,433000,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r4)","r1=R7;r2=R8;r3=R11;c1=int:1;r4=R12","benchmark_awfy_permute_opt",129
22,432951,2,1,3,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2) | SETNUMFRM_INT(c3)","c1=int:18;c2=int:0;c3=int:1","benchmark_awfy_permute_opt",0
23,432951,2,1,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_permute_opt",4
24,432951,2,1,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2) | SETNUMCAS_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_permute_opt",2
25,432950,1,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","r1=R28;c1=int:18;c2=int:0","benchmark_awfy_permute_opt",770
26,432950,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1)","r1=R2;r2=R4;r3=R29;c1=int:0","benchmark_awfy_permute_opt",796
27,432950,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","r1=R12;c1=int:2;r2=R11;c2=int:256;r3=R13","benchmark_awfy_permute_opt",143
28,432950,1,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","c1=int:1;r1=R3;r2=R28","benchmark_awfy_permute_opt",778
29,432950,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R3;r2=R28;r3=R4","benchmark_awfy_permute_opt",780
30,432950,1,1,5,over_3_symbols,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R2;r2=R4;r3=R29;c1=int:0;c2=label@1076","benchmark_awfy_permute_opt",799
31,432600,2,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4)","r1=R28;c1=int:256;r2=R6;r3=R7;r4=R3","benchmark_awfy_permute_opt",815
32,432600,2,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c1,r6)","r1=R6;r2=R28;r3=R7;r4=R3;r5=R2;c1=func@7248;r6=R5","benchmark_awfy_permute_opt",818
33,251950,2,1,6,over_3_symbols,"BRT_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5)","c1=label@372;r1=R12;r2=R17;r3=R11;r4=R15;r5=R14","benchmark_awfy_permute_opt",172
34,251950,2,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r4,r3) | BR_ID(c1)","r1=R11;r2=R25;r3=R14;r4=R7;c1=label@168","benchmark_awfy_permute_opt",363
35,251950,2,1,6,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | COPY_REG_REG(r4,r5)","r1=R12;r2=R14;r3=R13;c1=label@372;r4=R17;r5=R11","benchmark_awfy_permute_opt",168
36,251950,2,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | IADD_REG_REG_REG(r4,r5,r4)","r1=R28;r2=R11;r3=R25;r4=R14;r5=R7","benchmark_awfy_permute_opt",361
37,251950,2,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2)","r1=R21;r2=R25;c1=int:2;c2=int:6","benchmark_awfy_permute_opt",302
38,251950,2,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R18;r2=R19;r3=R17;c1=int:2","benchmark_awfy_permute_opt",195
39,251950,2,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R22;r2=R21;r3=R25;c1=int:2","benchmark_awfy_permute_opt",300
40,251650,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2)","r1=R28;r2=R12;r3=R16;c1=int:2;c2=int:256","benchmark_awfy_permute_opt",944
41,251650,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1)","r1=R3;r2=R18;r3=R22;r4=R28;r5=R19","benchmark_awfy_permute_opt",966
42,251650,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | COPY_REG_REG(r5,r1)","r1=R28;r2=R17;r3=R3;r4=R18;r5=R22","benchmark_awfy_permute_opt",963
43,251650,1,1,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r1,c1)","r1=R16;r2=R28;r3=R12;c1=int:2","benchmark_awfy_permute_opt",942
44,181000,2,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r3,r4) | BRT_ID_REG(c2,r2)","r1=R7;c1=int:-1;r2=R12;r3=R14;r4=R13;c2=label@372","benchmark_awfy_permute_opt",165
45,181000,2,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | ILT_REG_REG_REG(r3,r4,r1)","r1=R13;c1=int:0;r2=R7;c2=int:-1;r3=R12;r4=R14","benchmark_awfy_permute_opt",162
46,180950,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_INT(r2,r3,c2) | LOAD_REG_INT(r4,c3)","c1=label@1076;r1=R4;r2=R3;r3=R29;c2=int:1;r4=R5;c3=int:2","benchmark_awfy_permute_opt",805
47,180950,1,1,2,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | RET()","r1=R7;r2=R3","benchmark_awfy_permute_opt",1072
48,180950,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R7;r2=R3;r3=R6;c1=int:0;r4=R8;c2=int:-1","benchmark_awfy_permute_opt",834
