rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,329389,17,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R10;r2=R5;c1=int:0;c2=label@219","benchmark_awfy_richards_opt",180
2,290777,4,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R6;r2=R3;c1=int:19;c2=int:6;r3=R8;r4=R64;c3=int:1;c4=label@3073","benchmark_awfy_richards_opt",3052
3,219120,27,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2)","r1=R6;r2=R9;c1=int:17;r3=R5;r4=R10;c2=int:0","benchmark_awfy_richards_opt",2097
4,211545,20,1,3,candidate,"ICOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R1;r2=R14;c1=label@2662","benchmark_awfy_richards_opt",2657
5,210403,11,1,4,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3)","c1=label@3192;r1=R8;r2=R12;r3=R63","benchmark_awfy_richards_opt",3142
6,189834,7,1,4,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3)","r1=R7;r2=R5;c1=label@2723;r3=R11","benchmark_awfy_richards_opt",2715
7,178682,17,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1)","r1=R1;r2=R6;c1=int:22;r3=R4","benchmark_awfy_richards_opt",356
8,165076,5,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINKN_REG_REG(r2,r3)","r1=R5;r2=R7;c1=int:0;r3=R12","benchmark_awfy_richards_opt",2862
9,163470,14,1,4,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R12;r2=R11;c1=int:9;r3=R13","benchmark_awfy_richards_opt",467
10,153096,3,1,4,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R6;r2=R23;r3=R8;c1=int:15","benchmark_awfy_richards_opt",2735
11,146395,10,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R0;r2=R7;r3=R6","benchmark_awfy_richards_opt",2132
12,129850,2,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1)","r1=R1;r2=R7;r3=R8","benchmark_awfy_richards_opt",2848
13,128242,6,1,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R51;c1=label@1778;r2=R50","benchmark_awfy_richards_opt",1771
14,126038,7,1,4,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@3024;r1=R7;r2=R8;c2=int:0","benchmark_awfy_richards_opt",3013
15,119157,8,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)","r1=R55;c1=int:18;c2=int:1","benchmark_awfy_richards_opt",336
16,112514,5,1,3,candidate,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1)","r1=R8;c1=int:0;r2=R7","benchmark_awfy_richards_opt",3016
17,106954,3,1,3,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1)","r1=R5;r2=R10;c1=int:0","benchmark_awfy_richards_opt",178
18,106953,2,1,7,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | BTOI_REG(r3)","r1=R5;r2=R3;c1=int:23;c2=int:6;r3=R4;r4=R64;c3=int:1","benchmark_awfy_richards_opt",2996
19,106605,1,1,3,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R1;r2=R2;c1=int:0","benchmark_awfy_richards_opt",6771
20,106605,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r3,r1,c2)","r1=R2;r2=R14;c1=int:2;r3=R1;c2=int:0","benchmark_awfy_richards_opt",6767
21,106604,1,1,8,candidate,"ICOPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r5,r1,c3)","r1=R4;r2=R3;r3=R6;r4=R5;c1=int:19;c2=int:6;r5=R2;c3=int:1","benchmark_awfy_richards_opt",6790
22,101046,2,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1","benchmark_awfy_richards_opt",1840
23,99035,7,1,5,candidate,"SETTP_REG_INT(r1,c1) | CALL2_REG_FUNC_REG_REG(r2,c2,r1,r3)","r1=R17;c1=int:256;r2=R15;c2=func@94248;r3=R22","benchmark_awfy_richards_opt",3381
