rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,385000,5,1,7,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52;r6=R40;r7=R56","benchmark_rexxcps_levelb_opt",891
85,6000,15,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1) | STRLEN_REG_REG(r5,r3)","r1=R27;r2=R5;r3=R25;c1=string@1524616;r4=R26;r5=R24","trace",13185
86,6000,15,1,7,candidate,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1) | BRF_ID_REG(c2,r5)","r1=R26;r2=R27;r3=R24;r4=R25;r5=R22;c1=int:2;c2=label@13209","trace",13191
87,6000,15,1,6,candidate,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4) | ICOPY_REG_REG(r5,r4)","r1=R28;r2=R27;r3=R25;r4=R22;c1=int:1;r5=R21","trace",13224
88,5504,4,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R32;c1=int:1;r2=R30;c2=int:100;r3=R29;c3=label@326","benchmark_rexxcps_levelb_opt",269
89,5501,2,2,8,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R41;c1=string@1272;r2=R40;c2=string@384;r3=R51;c3=int:1;r4=R63;c4=int:14","benchmark_rexxcps_levelb_opt",445
90,5500,1,1,8,candidate,"BCF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","c1=label@970;r1=R36;r2=R41;c2=string@1272;r3=R40;c3=string@384;r4=R51;c4=int:1","benchmark_rexxcps_levelb_opt",442
91,5500,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r2,c3) | SEQ_REG_REG_STRING(r3,r2,c4)","c1=label@756;r1=R76;r2=R41;c2=string@1272;c3=string@17088;r3=R82;c4=string@45536","benchmark_rexxcps_levelb_opt",750
92,5500,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7)","r1=R63;c1=int:14;r2=R64;r3=R51;c2=label@442;r4=R13;r5=R11;r6=R10;r7=R9","benchmark_rexxcps_levelb_opt",454
93,5500,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | IGT_REG_REG_REG(r4,r2,r3)","r1=R40;c1=string@384;r2=R51;c2=int:1;r3=R63;c3=int:14;r4=R64","benchmark_rexxcps_levelb_opt",448
94,5500,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r1,c2) | SEQ_REG_REG_STRING(r2,r1,c3) | BRF_ID_REG(c4,r2)","r1=R41;c1=string@1272;c2=string@17088;r2=R82;c3=string@45536;c4=label@770","benchmark_rexxcps_levelb_opt",753
95,5500,1,1,5,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r2,c3)","r1=R76;r2=R41;c1=string@1272;c2=label@756;c3=string@17088","benchmark_rexxcps_levelb_opt",746
96,2200,4,2,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c4,r1)","r1=R26;r2=R5;c1=string@1526936;c2=label@13332;c3=string@1526976;c4=label@13343","trace",13321
97,1600,3,2,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1) | REQ_REG_REG_STRING(r3,r2,c4)","c1=label@13332;r1=R26;r2=R5;c2=string@1526976;c3=label@13343;r3=R25;c4=string@1527016","trace",13325
98,1600,3,2,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R26;r2=R5;c1=string@1526976;c2=label@13343;r3=R25;c3=string@1527016;c4=label@13349;c5=label@13354","trace",13328
99,833,3,2,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IEQ_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R20;r2=R9;c1=int:76;c2=label@171;c3=int:66;c4=label@187","strip",160
100,832,4,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R12;c1=int:0;r2=R14;c2=string@28856;r3=R16;r4=R20;r5=R19","trace",4242
101,832,4,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R14;c1=string@28856;r2=R16;r3=R20;r4=R19;c2=int:0;c3=label@4261","trace",4245
102,832,4,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R17;r2=R5;r3=R19;c1=int:1;r4=R11;c2=string@329248;r5=R9;c3=int:0","trace",4230
103,832,4,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r5,r3) | BR_ID(c1)","r1=R17;r2=R12;r3=R16;r4=R19;r5=R20;c1=label@4337","trace",4302
104,816,3,1,6,candidate,"BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r2,r3) | SUBSTRING_REG_REG_REG(r4,r2,r5) | SCOPY_REG_REG(r1,r4)","c1=label@4314;r1=R20;r2=R17;r3=R12;r4=R16;r5=R19","trace",4299
105,816,2,2,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_REG(r1,r3,r4) | BRF_ID_REG(c3,r1)","r1=R30;r2=R26;c1=int:0;c2=label@13042;r3=R14;r4=R28;c3=label@13053","trace",13031
106,816,3,1,7,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r4,r5) | SUBSTRING_REG_REG_REG(r6,r4,r2)","r1=R20;r2=R19;r3=R18;c1=label@4314;r4=R17;r5=R12;r6=R16","trace",4295
107,816,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c2)","r1=R9;c1=int:0;r2=R12;r3=R14;c2=string@28856;r4=R16","trace",4239
108,816,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R19;c1=int:1;r2=R11;c2=string@329248;r3=R9;c3=int:0;r4=R12","trace",4233
109,816,3,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R11;c1=string@329248;r2=R9;c2=int:0;r3=R12;r4=R14;c3=string@28856","trace",4236
110,816,3,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1) | LOAD_REG_STRING(r8,c2)","r1=R10;r2=R13;r3=R15;r4=R18;r5=R17;r6=R5;r7=R19;c1=int:1;r8=R11;c2=string@329248","trace",4225
111,809,13,1,5,candidate,"LOAD_REG_STRING(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R4;c1=string@1524696;r2=R5;r3=R25;c2=int:10","trace",9598
112,607,10,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_STRING(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SCOPY_REG_REG(r3,r2)","r1=R25;c1=int:9;r2=R4;c2=string@1524696;r3=R5;c3=int:10","trace",9594
113,607,10,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_STRING(r1,c3) | LINKATTR1_REG_REG_INT(r3,r2,c4)","r1=R4;c1=int:0;r2=R25;c2=int:9;c3=string@1524696;r3=R5;c4=int:10","trace",9591
114,600,1,1,8,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r3)","c1=label@318;r1=R20;r2=R22;c2=int:0;r3=R21;c3=int:1;r4=R19;c4=func@1616368","time",293
115,600,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | REQ_REG_REG_STRING(r1,r3,c3) | BRF_ID_REG(c4,r1)","c1=label@188;r1=R16;r2=R13;c2=int:1;r3=R7;c3=string@1620608;c4=label@198","time",182
116,600,1,1,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@266;r1=R17;r2=R7;c2=string@957072;c3=label@334;r3=R19;c4=int:1","time",259
117,600,1,1,4,candidate,"FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c1) | FTOS_REG(r3) | RET_REG(r3)","r1=R18;r2=R16;r3=R22;c1=float@1620752","time",323
118,600,1,1,4,candidate,"ITOF_REG(r1) | FCOPY_REG_REG(r2,r1) | FDIV_REG_REG_FLOAT(r3,r2,c1) | FTOS_REG(r3)","r1=R16;r2=R18;r3=R22;c1=float@1620752","time",321
119,600,1,1,5,candidate,"LOAD_REG_FLOAT(r1,c1) | ITOF_REG(r2) | FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c2)","r1=R18;c1=float@473216;r2=R16;r3=R22;c2=float@1620752","time",318
120,600,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | REQ_REG_REG_STRING(r1,r3,c3)","r1=R16;c1=int:1;c2=label@188;r2=R13;r3=R7;c3=string@1620608","time",179
121,600,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | REQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2) | REQ_REG_REG_STRING(r2,r3,c4)","r1=R13;c1=int:0;r2=R14;r3=R7;c2=string@1524736;c3=label@106;c4=string@1525632","time",92
122,600,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SEQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R7;c1=string@28856;r2=R1;c2=int:0;r3=R0;r4=R24;c3=label@32","time",14
123,600,1,1,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R20;r2=R7;c1=string@957072;c2=label@318;r3=R22;c3=int:0;r4=R21;c4=int:1","time",289
124,600,1,1,10,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SWAPCALL_REG_FUNC_REG_REG_REG(r4,c4,r3,r5,r6)","r1=R17;r2=R7;c1=string@957072;c2=label@334;r3=R19;c3=int:1;r4=R16;c4=func@1616368;r5=R1;r6=R20","time",262
125,600,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R17;r2=R7;c1=string@1124600;c2=label@266;c3=string@957072;c4=label@334","time",255
126,600,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_FLOAT(r3,c1) | ITOF_REG(r4) | FCOPY_REG_REG(r3,r4)","r1=R1;r2=R22;r3=R18;c1=float@473216;r4=R16","time",315
127,599,1,1,5,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | ISUB_REG_REG_REG(r2,r2,r3) | RET_REG(r2)","c1=label@20;r1=R5;c2=int:0;r2=R1;r3=R3","/tmp/crexx-perf2-linux-x64.d5f0827ca/source/lib/rxfnsb/rxas/_elapsed",7
128,599,1,1,6,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | COPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r1,r1,r3)","c1=label@28;r1=R1;c2=label@20;r2=R5;c3=int:0;r3=R3","/tmp/crexx-perf2-linux-x64.d5f0827ca/source/lib/rxfnsb/rxas/_elapsed",4
129,599,1,1,7,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BEQ_ID_REG_INT(c3,r3,c4) | COPY_REG_REG(r1,r3)","r1=R1;r2=R2;c1=string@2552152;c2=label@28;c3=label@20;r3=R5;c4=int:0","/tmp/crexx-perf2-linux-x64.d5f0827ca/source/lib/rxfnsb/rxas/_elapsed",0
130,417,2,2,7,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3) | SETTP_REG_INT(r2,c4) | BR_ID(c5)","c1=label@38;r1=R26;c2=int:256;r2=R0;c3=string@329248;c4=int:0;c5=label@53","strip",26
131,417,2,2,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | SCOPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R24;c4=int:512;r2=R15;c5=label@16","strip",0
132,416,1,1,7,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRT_ID_REG(c3,r2) | IEQ_REG_REG_INT(r2,r3,c4)","c1=label@224;r1=R19;r2=R20;r3=R9;c2=int:76;c3=label@171;c4=int:66","strip",157
133,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1) | RET_REG(r4)","c1=label@319;r1=R22;r2=R4;r3=R16;c2=label@324;r4=R15","strip",312
134,416,1,1,7,candidate,"BRF_ID_REG(c1,r1) | INE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | INE_REG_REG_INT(r3,r2,c4)","c1=label@102;r1=R18;r2=R9;c2=int:84;c3=label@113;r3=R19;c4=int:66","strip",95
135,416,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_INT_REG(r2,c2,r3) | FNDNBLNK_REG_REG_REG(r4,r5,r2) | ILT_REG_REG_INT(r6,r4,c2)","c1=label@308;r1=R21;r2=R12;c2=int:0;r3=R16;r4=R6;r5=R15;r6=R20","strip",198
136,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | FNDNBLNK_REG_REG_REG(r3,r4,r2) | BGE_ID_REG_INT(c1,r3,c2)","c1=label@187;r1=R20;r2=R12;c2=int:0;r3=R14;r4=R15","strip",171
137,416,1,1,7,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r1,c3) | SETTP_REG_INT(r1,c4) | BRTPANDT_ID_REG_INT(c5,r2,c2)","c1=label@26;r1=R25;c2=int:256;c3=string@1545632;c4=int:0;c5=label@38;r2=R26","strip",16
138,416,1,1,8,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | ISUB_REG_INT_REG(r3,c4,r4)","c1=label@198;r1=R21;r2=R9;c2=int:66;c3=label@308;r3=R12;c4=int:0;r4=R16","strip",191
139,416,1,1,7,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@171;r1=R20;r2=R9;c2=int:66;c3=label@187;r3=R12;c4=int:0","strip",164
140,416,1,1,8,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_STRING(r5,c2)","r1=R2;r2=R0;c1=int:256;r3=R7;c2=string@28856;r4=R14;c3=int:0;r5=R11","strip",58
141,416,1,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ISUB_REG_INT_REG(r3,c3,r4) | FNDNBLNK_REG_REG_REG(r5,r6,r3)","r1=R21;r2=R9;c1=int:66;c2=label@308;r3=R12;c3=int:0;r4=R16;r5=R6;r6=R15","strip",194
142,416,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | FNDNBLNK_REG_REG_REG(r4,r5,r3)","r1=R20;r2=R9;c1=int:66;c2=label@187;r3=R12;c3=int:0;r4=R14;r5=R15","strip",167
143,416,1,1,6,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R18;r2=R9;c1=int:76;c2=label@102;c3=int:84;c4=label@113","strip",91
144,416,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R18;r2=R9;c1=int:84;c2=label@113;r3=R19;c3=int:66;c4=label@119;c5=label@122","strip",98
145,416,1,1,7,candidate,"ISUB_REG_INT_REG(r1,c1,r2) | FNDNBLNK_REG_REG_REG(r3,r4,r1) | ILT_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R12;c1=int:0;r2=R16;r3=R6;r4=R15;r5=R20;c2=label@218","strip",201
146,416,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | STRLEN_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R14;c1=int:0;r2=R11;c2=string@28856;r3=R10;r4=R25;r5=R18","strip",65
147,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r5)","r1=R7;c1=string@28856;r2=R14;c2=int:0;r3=R11;r4=R10;r5=R25","strip",62
148,416,1,1,8,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | BRTPANDT_ID_REG_INT(c3,r2,c4) | LOAD_REG_STRING(r3,c5)","r1=R25;c1=string@1545632;c2=int:0;c3=label@38;r2=R26;c4=int:256;r3=R0;c5=string@329248","strip",20
149,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r2,c2) | BRF_ID_REG(c3,r4)","r1=R11;c1=string@28856;r2=R10;r3=R25;r4=R18;c2=int:0;c3=label@84","strip",68
150,416,1,1,7,candidate,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r3,r4,c2) | BRT_ID_REG(c3,r3)","r1=R19;r2=R2;c1=label@224;r3=R20;r4=R9;c2=int:76;c3=label@171","strip",154
151,416,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | GETANDTP_REG_REG_INT(r5,r6,c1) | LOAD_REG_STRING(r7,c2) | LOAD_REG_INT(r8,c3)","r1=R5;r2=R12;r3=R13;r4=R17;r5=R2;r6=R0;c1=int:256;r7=R7;c2=string@28856;r8=R14;c3=int:0","strip",53
152,416,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | BRTPANDT_ID_REG_INT(c2,r2,c3) | LOAD_REG_STRING(r3,c4) | SETTP_REG_INT(r3,c1)","r1=R25;c1=int:0;c2=label@38;r2=R26;c3=int:256;r3=R0;c4=string@329248","strip",23
153,416,1,1,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4) | INE_REG_REG_INT(r4,r1,c3)","r1=R9;r2=R7;r3=R14;r4=R18;c1=int:76;c2=label@102;c3=int:84","strip",87
154,416,1,1,7,candidate,"STRUPPER_REG_REG(r1,r2) | STRCHAR_REG_REG_REG(r3,r1,r4) | INE_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R7;r2=R25;r3=R9;r4=R14;r5=R18;c1=int:76;c2=label@102","strip",84
155,407,9,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R4;c1=int:0;r2=R25;c2=int:12;c3=int:9","trace",9584
156,406,8,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R25;c1=int:13;r3=R4;c2=int:-1","trace",9613
157,406,8,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R5;r2=R4;c1=int:-1;r3=R25;c2=int:11","trace",9617
158,404,6,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_STRING(r2,c4)","r1=R25;c1=int:12;r2=R4;c2=int:0;c3=int:9;c4=string@1524696","trace",9587
159,402,2,2,8,candidate,"BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | INE_REG_REG_INT(r5,r2,c2) | BRF_ID_REG(c3,r5)","c1=label@816;r1=R59;r2=R49;r3=R47;r4=R55;r5=R60;c2=int:57;c3=label@810","_typedformat",794
160,402,2,2,9,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | LOAD_REG_INT(r7,c2)","r1=R49;r2=R48;r3=R57;r4=R47;r5=R20;r6=R56;c1=string@28856;r7=R58;c2=int:48","_typedformat",770
161,402,2,2,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4) | BR_ID(c3)","r1=R49;r2=R47;r3=R55;r4=R60;c1=int:57;c2=label@810;c3=label@816","_typedformat",797
162,400,1,1,8,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2) | IEQ_REG_REG_REG(r2,r4,r5)","c1=label@13071;r1=R29;r2=R30;r3=R26;c2=int:0;c3=label@13042;r4=R14;r5=R28","trace",13028
163,400,1,1,5,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r1,r2) | BR_ID(c3)","c1=label@13128;r1=R29;r2=R28;c2=int:0;c3=label@13139","trace",13117
164,400,1,1,6,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c4) | ILT_REG_REG_INT(r2,r1,c3)","c1=label@14;r1=R8;c2=int:256;c3=int:1;c4=int:0;r2=R4","pos",4
165,400,1,1,11,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG(r6,r7,r8) | SCOPY_REG_REG(r9,r10)","c1=label@13131;r1=R21;r2=R16;r3=R14;r4=R12;r5=R2;r6=R0;r7=R26;r8=R28;r9=R27;r10=R15","trace",12949
166,400,1,1,10,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7) | LOAD_REG_INT(r8,c2)","c1=label@12823;r1=R21;r2=R19;r3=R17;r4=R14;r5=R3;r6=R12;r7=R15;r8=R2;c2=int:1","trace",12704
167,400,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r1,r2)","r1=R29;c1=int:0;c2=label@13128;r2=R28","trace",13113
168,400,1,1,7,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R29;r2=R14;c1=int:0;c2=label@13071;r3=R30;r4=R26;c3=label@13042","trace",13024
169,400,1,1,11,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7) | NULLN_REG_REG_REG(r8,r9,r10)","r1=R21;r2=R24;r3=R22;c1=label@13131;r4=R16;r5=R14;r6=R12;r7=R2;r8=R0;r9=R26;r10=R28","trace",12945
170,400,1,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r4,r5,r2) | INE_REG_REG_INT(r6,r4,c2)","r1=R15;r2=R10;r3=R6;c1=label@12524;r4=R4;r5=R5;r6=R14;c2=int:63","trace",12498
171,400,1,1,6,candidate,"INE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | BR_ID(c4)","r1=R34;c1=int:0;c2=label@14276;r2=R9;c3=string@1526048;c4=label@14420","trace",14264
172,400,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r1,r3) | BRF_ID_REG(c2,r2) | STRCHAR_REG_REG_REG(r4,r5,r1)","r1=R10;c1=int:0;r2=R15;r3=R6;c2=label@12524;r4=R4;r5=R5","trace",12495
173,400,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R3;c1=int:0;r2=R25;c2=string@28856;r3=R29;r4=R24;c3=int:1;c4=label@12983","trace",12967
174,400,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2) | STRLEN_REG_REG(r4,r2)","r1=R24;c1=int:1;r2=R21;r3=R15;r4=R22;c2=int:0","trace",12931
175,400,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r1,c2) | ILT_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c3,r2)","r1=R8;c1=int:1;c2=int:0;r2=R4;c3=label@24","pos",8
