rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,769814,41,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | IADD_REG_REG_INT(r3,r4,c3) | LINKATTR1_REG_REG_REG(r5,r1,r3)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R7","benchmark_awfy_richards_noopt",931
177,11627,2,1,6,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LOAD_REG_INT(r1,c3)","r1=R25;r2=R27;r3=R4;c1=int:0;c2=label@3579;c3=int:1","benchmark_awfy_richards_noopt",3552
178,11619,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","r1=R24;c1=int:2;r2=R29;c2=int:256;r3=R25","benchmark_awfy_richards_noopt",3641
179,11619,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R26;r2=R24;c1=int:2;r3=R29;c2=int:256","benchmark_awfy_richards_noopt",3639
180,10467,2,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r5,r3,r1)","r1=R1;r2=R11;r3=R6;r4=R9;c1=int:17;c2=int:0;r5=R7","benchmark_awfy_richards_noopt",1374
181,10127,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | INE_REG_REG_INT(r2,r1,c1)","r1=R0;r2=R7;r3=R6;c1=int:0","benchmark_awfy_richards_noopt",1389
182,10127,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | INE_REG_REG_INT(r1,r3,c1) | BRF_ID_REG(c2,r1)","r1=R7;r2=R6;r3=R0;c1=int:0;c2=label@1427","benchmark_awfy_richards_noopt",1392
183,10000,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r4,r2,c2)","r1=R1;r2=R3;r3=R9;c1=int:8;r4=R2;c2=int:0","benchmark_awfy_richards_noopt",2884
184,10000,1,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r1)","r1=R3;r2=R2;c1=int:1;r3=R1;r4=R9;c2=int:8","benchmark_awfy_richards_noopt",2874
185,10000,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R2;r2=R9;c1=int:8;r3=R3;c2=int:1;r4=R1","benchmark_awfy_richards_noopt",2870
186,10000,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | ISUB_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R2;r2=R9;c2=int:8;r3=R3","benchmark_awfy_richards_noopt",2866
187,10000,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | ISUB_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","c1=int:1;r1=R2;r2=R9;c2=int:8;r3=R3","benchmark_awfy_richards_noopt",2868
188,10000,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r4,r2,c2) | UNLINK_REG(r2)","r1=R1;r2=R3;r3=R9;c1=int:8;r4=R2;c2=int:0","benchmark_awfy_richards_noopt",2887
189,9999,1,1,10,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LINKATTR1_REG_REG_INT(r5,r6,c2) | LINKATTR1_REG_REG_INT(r7,r6,c3)","r1=R5;r2=R1;c1=int:1;r3=R6;r4=R4;r5=R8;r6=R12;c2=int:24;r7=R3;c3=int:2","benchmark_awfy_richards_noopt",2290
190,9999,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r2) | IGT_REG_REG_REG(r5,r6,r3)","r1=R9;r2=R3;c1=int:1;r3=R7;r4=R8;r5=R10;r6=R6","benchmark_awfy_richards_noopt",2309
191,9999,1,1,5,over_3_symbols,"IAND_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1)","r1=R4;r2=R5;c1=int:1;c2=int:0;c3=label@2977","benchmark_awfy_richards_noopt",2924
192,9999,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IAND_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IEQ_REG_REG_INT(r3,r3,c3)","r1=R5;r2=R9;c1=int:7;r3=R4;c2=int:1;c3=int:0","benchmark_awfy_richards_noopt",2920
193,9999,1,1,9,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r6,r5,c2) | SETATTRS_REG_INT(r4,c3)","r1=R6;r2=R4;r3=R5;r4=R8;r5=R12;c1=int:24;r6=R3;c2=int:2;c3=int:6","benchmark_awfy_richards_noopt",2294
194,9999,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | IGT_REG_REG_REG(r5,r6,r1) | UNLINK_REG(r1)","r1=R7;r2=R8;r3=R9;r4=R3;r5=R10;r6=R6","benchmark_awfy_richards_noopt",2313
195,9999,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | SETTP_REG_INT(r2,c3)","c1=int:1;r1=R3;c2=int:2;r2=R12;c3=int:256","benchmark_awfy_richards_noopt",2216
196,9999,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | SETTP_REG_INT(r2,c3) | SWAP_REG_REG(r3,r2)","c1=int:1;r1=R3;c2=int:2;r2=R12;c3=int:256;r3=R4","benchmark_awfy_richards_noopt",2218
197,9999,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | ILT_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R12;r2=R4;r3=R13;r4=R5;r5=R1;c1=int:0;c2=label@2258","benchmark_awfy_richards_noopt",2236
198,9999,1,1,5,over_3_symbols,"UNLINK_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | UNLINK_REG(r4) | UNLINK_REG(r5)","r1=R3;r2=R10;r3=R6;r4=R7;r5=R8","benchmark_awfy_richards_noopt",2317
199,9987,1,1,6,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | RET_REG(r4)","r1=R6;r2=R7;r3=R11;c1=int:0;c2=label@1374;r4=R10","benchmark_awfy_richards_noopt",1363
200,9308,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@3322;r1=R4;r2=R2;r3=R18;c2=int:26;r4=R8;c3=int:1","benchmark_awfy_richards_noopt",3154
201,9308,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2) | IEQ_REG_REG_INT(r2,r4,c3)","r1=R8;r2=R9;c1=int:65;r3=R6;c2=int:1;r4=R7;c3=int:0","benchmark_awfy_richards_noopt",3205
202,9308,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IGT_REG_REG_INT(r1,r2,c1)","r1=R3;r2=R8;r3=R18;c1=int:26","benchmark_awfy_richards_noopt",3171
203,9308,4,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | BR_ID(c1)","r1=R8;r2=R6;r3=R3;c1=label@3318","benchmark_awfy_richards_noopt",3234
204,9308,1,1,9,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | IADD_REG_REG_INT(r6,r4,c3)","r1=R4;r2=R7;r3=R5;c1=label@3322;r4=R2;r5=R18;c2=int:26;r6=R8;c3=int:1","benchmark_awfy_richards_noopt",3150
205,9308,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISUB_REG_REG_INT(r4,r3,c3)","r1=R9;r2=R18;c1=int:26;r3=R8;c2=int:65;r4=R6;c3=int:1","benchmark_awfy_richards_noopt",3201
206,9308,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1) | BRF_ID_REG(c2,r3)","r1=R8;r2=R18;c1=int:26;r3=R3;c2=label@3201","benchmark_awfy_richards_noopt",3176
207,9308,1,1,7,over_3_symbols,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R9;r2=R6;r3=R8;c1=int:1;r4=R7;c2=int:0;c3=label@3243","benchmark_awfy_richards_noopt",3209
208,9308,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R3;r2=R8;r3=R18;c1=int:26","benchmark_awfy_richards_noopt",3174
209,9305,2,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R5;r2=R9;c2=int:9;r3=R6","benchmark_awfy_richards_noopt",1087
210,9305,2,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","c1=int:1;r1=R5;r2=R9;c2=int:9;r3=R6","benchmark_awfy_richards_noopt",1089
211,9305,2,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R5;r2=R4;r3=R9;c1=int:10;r4=R7;c2=int:9","benchmark_awfy_richards_noopt",1209
212,9304,4,1,9,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINATTRS_REG_REG_INT(r3,r5,c4)","r1=R2;r2=R7;c1=int:1;c2=label@3271;r3=R11;r4=R18;c3=int:11;r5=R19;c4=int:0","benchmark_awfy_richards_noopt",3243
213,9300,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r3) | UNLINK_REG(r4)","r1=R25;r2=R0;c1=int:1;r3=R27;r4=R26","benchmark_awfy_richards_noopt",3931
214,9300,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LOAD_REG_INT(r2,c1)","r1=R27;r2=R25;r3=R26;c1=int:2","benchmark_awfy_richards_noopt",3935
215,9300,1,1,9,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | IADD_REG_REG_INT(r5,r6,c3)","r1=R26;r2=R29;c1=int:14;r3=R4;c2=int:0;r4=R27;r5=R25;r6=R0;c3=int:1","benchmark_awfy_richards_noopt",3919
216,9300,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R27;r2=R26;r3=R4;r4=R25;r5=R0;c1=int:1","benchmark_awfy_richards_noopt",3927
217,9300,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IADD_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r3,r4)","r1=R26;r2=R4;c1=int:0;r3=R27;r4=R25;r5=R0;c2=int:1","benchmark_awfy_richards_noopt",3923
218,9300,4,1,8,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINATTRS_REG_REG_INT(r4,r6,c1)","r1=R25;r2=R1;c1=int:0;r3=R26;r4=R23;r5=R29;c2=int:10;r6=R4","benchmark_awfy_richards_noopt",3763
219,9300,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r1,r3)","r1=R26;r2=R25;c1=int:2;r3=R29;c2=int:256","benchmark_awfy_richards_noopt",3940
220,9300,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r2,r4,c1)","r1=R23;r2=R27;r3=R25;r4=R0;c1=int:0","benchmark_awfy_richards_noopt",3746
221,9297,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r2) | RET_REG(r3)","r1=R3;r2=R5;c1=int:1;r3=R4;r4=R2","benchmark_awfy_richards_noopt",2147
222,9297,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r2,r4,c2)","r1=R1;r2=R3;r3=R4;r4=R7;c1=int:19;c2=int:2","benchmark_awfy_richards_noopt",2100
223,9296,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R8;r2=R12;r3=R6;r4=R7;c1=int:1","benchmark_awfy_richards_noopt",4098
224,9296,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R6;r2=R7;c1=int:1;r3=R10;c2=int:256;r4=R8","benchmark_awfy_richards_noopt",4103
225,9294,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LOAD_REG_INT(r3,c1)","r1=R8;r2=R5;r3=R6;c1=int:2","benchmark_awfy_richards_noopt",4050
226,9294,1,1,7,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LOAD_REG_INT(r4,c3)","r1=R6;r2=R7;r3=R4;c1=int:0;c2=label@4032;r4=R5;c3=int:1","benchmark_awfy_richards_noopt",4005
227,8490,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R25;r2=R4;r3=R26;r4=R5;r5=R10;c1=int:0;c2=label@2715","benchmark_awfy_richards_noopt",2682
228,5009,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r4,c2)","r1=R1;r2=R0;c1=int:22;r3=R3;r4=R2;c2=int:1","benchmark_awfy_richards_noopt",263
229,5007,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@2977;r1=R4;r2=R2;r3=R9;c2=int:7;r4=R1;c3=int:2","benchmark_awfy_richards_noopt",2934
230,5007,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R3;r2=R1;r3=R7;c1=int:4;r4=R5;c2=int:2","benchmark_awfy_richards_noopt",2951
231,5007,1,1,6,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r1)","r1=R1;r2=R2;c1=int:2;r3=R3;r4=R9;c2=int:7","benchmark_awfy_richards_noopt",2941
232,5007,1,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3) | IDIV_REG_REG_INT(r4,r2,c4)","r1=R4;c1=int:0;c2=label@2977;r2=R2;r3=R9;c3=int:7;r4=R1;c4=int:2","benchmark_awfy_richards_noopt",2930
233,5007,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R2;r2=R9;c1=int:7;r3=R1;c2=int:2;r4=R3","benchmark_awfy_richards_noopt",2937
234,5007,1,1,7,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R4;c1=int:0;c2=label@2977;r3=R2;r4=R9;c3=int:7","benchmark_awfy_richards_noopt",2928
235,5007,1,1,7,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R3;r2=R7;c1=int:4;r3=R5;c2=int:2;r4=R9;c3=int:256","benchmark_awfy_richards_noopt",2954
236,4992,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R7;r2=R5;c1=int:5;c2=int:2","benchmark_awfy_richards_noopt",2995
237,4992,1,1,7,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R6;c1=int:2;c2=int:53256;r3=R7;r4=R9;c3=int:7","benchmark_awfy_richards_noopt",2981
238,4992,1,1,5,over_3_symbols,"IXOR_REG_REG_INT(r1,r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R5;c1=int:53256;r2=R7;r3=R9;c2=int:7","benchmark_awfy_richards_noopt",2987
239,4992,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c2)","r1=R7;r2=R9;c1=int:7;r3=R5;c2=int:5","benchmark_awfy_richards_noopt",2991
240,4992,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IXOR_REG_REG_INT(r3,r3,c3)","r1=R6;r2=R9;c1=int:7;r3=R5;c2=int:2;c3=int:53256","benchmark_awfy_richards_noopt",2977
241,4992,1,1,6,over_3_symbols,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r2)","r1=R6;r2=R5;c1=int:53256;r3=R7;r4=R9;c2=int:7","benchmark_awfy_richards_noopt",2985
242,4992,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R7;c1=int:5;r2=R5;c2=int:2;r3=R9;c3=int:256","benchmark_awfy_richards_noopt",2998
243,4652,2,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINATTRS_REG_REG_INT(r3,r5,c1)","r1=R9;r2=R7;c1=int:0;c2=label@3243;r3=R3;r4=R18;c3=int:10;r5=R19","benchmark_awfy_richards_noopt",3215
244,2692,11,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R2;c1=int:0;r2=R3;r3=R0;c2=int:1","benchmark_awfy_richards_noopt",288
245,2333,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R10;r2=R7;r3=R8;r4=R12;c1=int:24","benchmark_awfy_richards_noopt",953
246,2327,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R7;r2=R6;r3=R14;c1=int:2;r4=R18;c2=int:256","benchmark_awfy_richards_noopt",3322
247,2327,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R6;r2=R14;c1=int:2;r3=R18;c2=int:256;r4=R15","benchmark_awfy_richards_noopt",3324
248,2327,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | INC_REG(r4)","r1=R15;r2=R6;r3=R16;r4=R7","benchmark_awfy_richards_noopt",3311
249,2327,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LOAD_REG_INT(r1,c1)","r1=R7;r2=R5;r3=R6;c1=int:0","benchmark_awfy_richards_noopt",3137
250,2327,1,1,10,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3) | LINKATTR1_REG_REG_INT(r5,r6,c4)","r1=R6;r2=R8;c1=int:1;r3=R9;r4=R7;c2=int:0;c3=label@3243;r5=R3;r6=R18;c4=int:10","benchmark_awfy_richards_noopt",3211
251,2327,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R5;c1=int:3;r2=R4;r3=R7;c2=label@3322;r4=R2;r5=R18;c3=int:26","benchmark_awfy_richards_noopt",3147
252,2327,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R7;c1=int:0;r2=R5;c2=int:3;r3=R4;c3=label@3322","benchmark_awfy_richards_noopt",3144
253,2327,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c1)","c1=int:1;r1=R2;r2=R19;c2=int:0;c3=label@3058;r3=R3","benchmark_awfy_richards_noopt",3031
254,2327,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r2,r3)","r1=R6;r2=R7;c1=int:0;r3=R5;c2=int:3;r4=R4","benchmark_awfy_richards_noopt",3142
255,2327,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | INC_REG(r3) | BR_ID(c1)","r1=R15;r2=R16;r3=R7;c1=label@3150","benchmark_awfy_richards_noopt",3314
256,2327,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r3,c2)","r1=R7;r2=R6;c1=int:0;r3=R5;c2=int:3","benchmark_awfy_richards_noopt",3140
257,2325,1,1,8,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | SETATTRS_REG_INT(r3,c4)","r1=R27;r2=R0;c1=int:4;c2=label@3667;r3=R24;r4=R29;c3=int:5;c4=int:6","benchmark_awfy_richards_noopt",3598
258,2325,1,1,7,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R25;r2=R27;r3=R0;c1=int:0;c2=label@3796;r4=R29;c3=int:14","benchmark_awfy_richards_noopt",3750
259,2325,1,1,8,over_3_symbols,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R26;r2=R27;r3=R0;c1=int:4;c2=label@3667;r4=R24;r5=R29;c3=int:5","benchmark_awfy_richards_noopt",3596
260,2325,1,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_REG(r5,r2,r4)","r1=R11;r2=R26;r3=R29;c1=int:14;r4=R4;c2=int:0;r5=R27","benchmark_awfy_richards_noopt",3917
261,2325,1,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r5,c2)","r1=R12;r2=R11;r3=R26;r4=R29;c1=int:14;r5=R4;c2=int:0","benchmark_awfy_richards_noopt",3915
262,2325,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | LOAD_REG_INT(r3,c1)","r1=R22;r2=R26;r3=R24;c1=int:2","benchmark_awfy_richards_noopt",3637
263,1521,2,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3) | ICOPY_REG_REG(r3,r2)","c1=label@3085;r1=R4;r2=R2;c2=int:3;r3=R3;r4=R18;c3=int:27","benchmark_awfy_richards_noopt",3068
264,1521,2,1,8,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R5;c1=label@3085;r2=R4;r3=R2;c2=int:3;r4=R3;r5=R18;c3=int:27","benchmark_awfy_richards_noopt",3066
