rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,803450,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R5;r2=R0;r3=R2;r4=R6;c1=int:1","benchmark_awfy_sieve_noopt",173
2,803450,2,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_REG(r2,r1,r3) | LOAD_REG_INT(r4,c2) | ICOPY_REG_REG(r2,r4)","r1=R0;c1=int:5000;r2=R5;r3=R2;r4=R6;c2=int:1","benchmark_awfy_sieve_noopt",170
3,586900,1,1,8,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IGT_REG_REG_REG(r1,r3,r4) | BRTF_ID_ID_REG(c3,c4,r1)","r1=R8;r2=R6;c1=int:0;c2=label@243;r3=R2;r4=R7;c3=label@271;c4=label@250","benchmark_awfy_sieve_noopt",228
4,553450,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | IADD_REG_REG_REG(r3,r4,r3) | BR_ID(c1)","r1=R9;r2=R10;r3=R2;r4=R6;c1=label@228","benchmark_awfy_sieve_noopt",260
5,553450,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2) | IADD_REG_REG_REG(r3,r4,r3)","r1=R10;c1=int:0;r2=R9;r3=R2;r4=R6","benchmark_awfy_sieve_noopt",257
6,499950,2,1,7,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2) | LINKATTR1_REG_REG_REG(r5,r4,r2)","r1=R4;r2=R2;r3=R3;c1=label@189;r4=R0;c2=int:5000;r5=R5","benchmark_awfy_sieve_noopt",163
7,250000,1,1,8,over_3_symbols,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_REG(r3,r2,r4) | LOAD_REG_INT(r5,c3)","c1=label@189;r1=R4;r2=R0;c2=int:5000;r3=R5;r4=R2;r5=R6;c3=int:1","benchmark_awfy_sieve_noopt",167
8,250000,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | INC_REG(r3) | BR_ID(c1)","r1=R5;r2=R6;r3=R2;c1=label@163","benchmark_awfy_sieve_noopt",180
9,250000,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2) | INC_REG(r3)","r1=R6;c1=int:1;r2=R5;r3=R2","benchmark_awfy_sieve_noopt",177
10,249950,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_REG(r3,r2,r4) | BRF_ID_REG(c3,r3)","c1=label@279;r1=R4;r2=R0;c2=int:5000;r3=R3;r4=R6;c3=label@273","benchmark_awfy_sieve_noopt",204
11,33450,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | IADD_REG_REG_REG(r3,r4,r4) | LOAD_REG_INT(r5,c3)","c1=label@273;r1=R3;r2=R1;c2=int:1;r3=R2;r4=R6;r5=R7;c3=int:5000","benchmark_awfy_sieve_noopt",214
12,33450,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | UNLINK_REG(r2) | INC_REG(r3) | BR_ID(c1)","r1=R2;r2=R3;r3=R6;c1=label@200","benchmark_awfy_sieve_noopt",271
13,33450,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_REG(r2,r3,r3) | LOAD_REG_INT(r4,c2) | ILT_REG_REG_INT(r5,r3,c3)","r1=R1;c1=int:1;r2=R2;r3=R6;r4=R7;c2=int:5000;r5=R8;c3=int:0","benchmark_awfy_sieve_noopt",217
14,33450,1,1,7,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r2) | LOAD_REG_INT(r3,c1) | ILT_REG_REG_INT(r4,r2,c2) | BRT_ID_REG(c3,r4)","r1=R2;r2=R6;r3=R7;c1=int:5000;r4=R8;c2=int:0;c3=label@243","benchmark_awfy_sieve_noopt",221
15,33450,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r4,r4,c2) | IADD_REG_REG_REG(r5,r3,r3)","r1=R3;r2=R0;r3=R6;c1=label@273;r4=R1;c2=int:1;r5=R2","benchmark_awfy_sieve_noopt",210
