phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,139054.861488321563,7364
recorded,1,5,rxbvml,channel-throughput,accepted,3185.545586899444,80363
recorded,1,6,rxbvml,channel-latency,candidate,135199.366252970678,7574
recorded,1,6,rxbvml,channel-throughput,candidate,3024.681876720583,84637
recorded,1,7,rxtvml,channel-latency,accepted,136478.741836598696,7503
recorded,1,7,rxtvml,channel-throughput,accepted,2675.445472122067,95685
recorded,1,8,rxtvml,channel-latency,candidate,135324.435046914237,7567
recorded,1,8,rxtvml,channel-throughput,candidate,2709.625521285378,94478
recorded,2,9,rxtvml,channel-latency,candidate,129489.124936772889,7908
recorded,2,9,rxtvml,channel-throughput,candidate,2691.563630246446,95112
recorded,2,10,rxtvml,channel-latency,accepted,140447.126594431495,7291
recorded,2,10,rxtvml,channel-throughput,accepted,2603.636955372035,98324
recorded,2,11,rxbvml,channel-latency,candidate,138172.986101740651,7411
recorded,2,11,rxbvml,channel-throughput,candidate,3123.093814810296,81970
recorded,2,12,rxbvml,channel-latency,accepted,137875.319779184065,7427
recorded,2,12,rxbvml,channel-throughput,accepted,3102.353425919193,82518
recorded,3,13,rxbvml,channel-latency,accepted,132608.132608132611,7722
recorded,3,13,rxbvml,channel-throughput,accepted,3153.835729509307,81171
recorded,3,14,rxbvml,channel-latency,candidate,137560.451370231051,7444
recorded,3,14,rxbvml,channel-throughput,candidate,3100.324565227922,82572
recorded,3,15,rxtvml,channel-latency,accepted,135217.219067740662,7573
recorded,3,15,rxtvml,channel-throughput,accepted,2888.934028483084,88614
recorded,3,16,rxtvml,channel-latency,candidate,138659.444820582255,7385
recorded,3,16,rxtvml,channel-throughput,candidate,2698.656996479096,94862
recorded,4,17,rxtvml,channel-latency,candidate,140408.610996846284,7293
recorded,4,17,rxtvml,channel-throughput,candidate,2692.526136435348,95078
recorded,4,18,rxtvml,channel-latency,accepted,138042.599083310866,7418
recorded,4,18,rxtvml,channel-throughput,accepted,2636.321507646362,97105
recorded,4,19,rxbvml,channel-latency,candidate,133681.462140992167,7660
recorded,4,19,rxbvml,channel-throughput,candidate,3077.514906712830,83184
recorded,4,20,rxbvml,channel-latency,accepted,136496.934150893096,7502
recorded,4,20,rxbvml,channel-throughput,accepted,3044.140030441400,84096
recorded,5,21,rxbvml,channel-latency,accepted,138584.382189741504,7389
recorded,5,21,rxbvml,channel-throughput,accepted,3089.809662896938,82853
recorded,5,22,rxbvml,channel-latency,candidate,137671.417047593452,7438
recorded,5,22,rxbvml,channel-throughput,candidate,3055.366584314989,83787
recorded,5,23,rxtvml,channel-latency,accepted,134048.959287864913,7639
