cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxvm,Sieve,crexx,rxvm,equivalent-port,A,no,no,5500,max_rss_bytes,3,17334272.000000,17342464.000000,17350656.000000,17358848.000000,17367040.000000,16384.000000,0.094429,0.188857,no
sieve-rxbvm,Sieve,crexx,rxbvm,equivalent-port,A,no,no,5500,max_rss_bytes,3,17334272.000000,17334272.000000,17334272.000000,17391616.000000,17448960.000000,0.000000,0.000000,0.661626,no
permute-rxvm,Permute,crexx,rxvm,equivalent-port,A,no,no,5000,max_rss_bytes,3,17530880.000000,17547264.000000,17563648.000000,17571840.000000,17580032.000000,16384.000000,0.093284,0.279851,no
permute-rxbvm,Permute,crexx,rxbvm,equivalent-port,A,no,no,5000,max_rss_bytes,3,17629184.000000,17678336.000000,17727488.000000,17776640.000000,17825792.000000,98304.000000,0.554529,1.109057,no
mandelbrot-rxvm,Mandelbrot,crexx,rxvm,equivalent-port-diagnostic,A,no,no,500,max_rss_bytes,3,17285120.000000,17285120.000000,17285120.000000,17317888.000000,17350656.000000,0.000000,0.000000,0.379147,no
mandelbrot-rxbvm,Mandelbrot,crexx,rxbvm,equivalent-port-diagnostic,A,no,no,500,max_rss_bytes,3,17383424.000000,17383424.000000,17383424.000000,17416192.000000,17448960.000000,0.000000,0.000000,0.377003,no
towers-rxvm,Towers,crexx,rxvm,equivalent-object-port,A,no,no,10,max_rss_bytes,3,21086208.000000,21102592.000000,21118976.000000,21135360.000000,21151744.000000,32768.000000,0.155159,0.310318,no
towers-rxbvm,Towers,crexx,rxbvm,equivalent-object-port,A,no,no,10,max_rss_bytes,3,21135360.000000,21143552.000000,21151744.000000,21217280.000000,21282816.000000,16384.000000,0.077459,0.697134,no
bounce-rxvm,Bounce,crexx,rxvm,equivalent-port,A,no,no,2200,max_rss_bytes,3,17743872.000000,17752064.000000,17760256.000000,17768448.000000,17776640.000000,16384.000000,0.092251,0.184502,no
bounce-rxbvm,Bounce,crexx,rxbvm,equivalent-port,A,no,no,2200,max_rss_bytes,3,17809408.000000,17833984.000000,17858560.000000,17940480.000000,18022400.000000,49152.000000,0.275229,1.192661,no
storage-rxvm,Storage,crexx,rxvm,node-wrapper-diagnostic,A,no,no,10,max_rss_bytes,3,508952576.000000,508977152.000000,509001728.000000,509034496.000000,509067264.000000,49152.000000,0.009657,0.022532,no
storage-rxbvm,Storage,crexx,rxbvm,node-wrapper-diagnostic,A,no,no,10,max_rss_bytes,3,509001728.000000,509026304.000000,509050880.000000,509100032.000000,509149184.000000,49152.000000,0.009656,0.028967,no
list-rxvm,List,crexx,rxvm,weak-reference-diagnostic,A,no,no,100,max_rss_bytes,3,17825792.000000,17833984.000000,17842176.000000,17842176.000000,17842176.000000,0.000000,0.000000,0.091827,no
list-rxbvm,List,crexx,rxbvm,weak-reference-diagnostic,A,no,no,100,max_rss_bytes,3,17956864.000000,17965056.000000,17973248.000000,17981440.000000,17989632.000000,16384.000000,0.091158,0.182315,no
richards-rxvm,Richards,crexx,rxvm,common-state-machine,A,no,no,20,max_rss_bytes,3,19955712.000000,19980288.000000,20004864.000000,20037632.000000,20070400.000000,49152.000000,0.245700,0.573301,no
richards-rxbvm,Richards,crexx,rxbvm,common-state-machine,A,no,no,20,max_rss_bytes,3,19988480.000000,20111360.000000,20234240.000000,20242432.000000,20250624.000000,16384.000000,0.080972,1.295547,no
json-rxvm,JSON,crexx,rxvm,path-count-diagnostic,A,no,no,5000,max_rss_bytes,3,17842176.000000,17850368.000000,17858560.000000,17899520.000000,17940480.000000,16384.000000,0.091743,0.550459,no
json-rxbvm,JSON,crexx,rxbvm,path-count-diagnostic,A,no,no,5000,max_rss_bytes,3,17907712.000000,17915904.000000,17924096.000000,17989632.000000,18055168.000000,16384.000000,0.091408,0.822669,no
base64-rxvm,Base64,crexx,rxvm,equivalent-port,A,no,no,2500,max_rss_bytes,3,17547264.000000,17555456.000000,17563648.000000,17588224.000000,17612800.000000,16384.000000,0.093284,0.373134,no
base64-rxbvm,Base64,crexx,rxbvm,equivalent-port,A,no,no,2500,max_rss_bytes,3,17580032.000000,17637376.000000,17694720.000000,17719296.000000,17743872.000000,49152.000000,0.277778,0.925926,no
rexxcps-rxvm,RexxCPS,crexx,rxvm,disclosed-2.2d,A,no,no,1000-clauses,max_rss_bytes,3,19021824.000000,19030016.000000,19038208.000000,19046400.000000,19054592.000000,16384.000000,0.086059,0.172117,no
rexxcps-rxbvm,RexxCPS,crexx,rxbvm,disclosed-2.2d,A,no,no,1000-clauses,max_rss_bytes,3,19070976.000000,19079168.000000,19087360.000000,19095552.000000,19103744.000000,16384.000000,0.085837,0.171674,no
