rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,803450,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r1,r4)","r1=R10;r2=R6;r3=R3;r4=R11;c1=int:1","benchmark_awfy_sieve_opt",100
2,803450,2,1,3,candidate,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R11;c1=int:1;r2=R10","benchmark_awfy_sieve_opt",104
3,803450,2,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_REG(r2,r1,r3) | LOAD_REG_INT(r4,c2)","r1=R6;c1=int:5000;r2=R10;r3=R3;r4=R11;c2=int:1","benchmark_awfy_sieve_opt",97
4,586900,1,1,8,over_3_symbols,"BLT_ID_REG_INT(c1,r1,c2) | IGT_REG_REG_REG(r2,r3,r4) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@166;r1=R11;c2=int:0;r2=R13;r3=R3;r4=R12;c3=label@194;c4=label@173","benchmark_awfy_sieve_opt",154
5,553450,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | IADD_REG_REG_REG(r3,r4,r3)","r1=R14;r2=R15;r3=R3;r4=R11","benchmark_awfy_sieve_opt",183
6,553450,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IADD_REG_REG_REG(r2,r3,r2) | BR_ID(c1)","r1=R14;r2=R3;r3=R11;c1=label@154","benchmark_awfy_sieve_opt",186
7,499950,2,1,6,over_3_symbols,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_REG(r3,r2,r4)","c1=label@115;r1=R9;r2=R6;c2=int:5000;r3=R10;r4=R3","benchmark_awfy_sieve_opt",94
8,499950,2,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2)","r1=R9;r2=R3;r3=R8;c1=label@115;r4=R6;c2=int:5000","benchmark_awfy_sieve_opt",90
9,250000,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | BCTP_ID_REG(c1,r3)","r1=R10;r2=R11;c1=label@90;r3=R3","benchmark_awfy_sieve_opt",107
10,249950,1,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_REG(r2,r1,r3) | BRF_ID_REG(c2,r2)","r1=R6;c1=int:5000;r2=R8;r3=R11;c2=label@196","benchmark_awfy_sieve_opt",133
11,33450,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | IADD_REG_REG_REG(r3,r4,r4)","c1=label@196;r1=R8;r2=R7;c2=int:1;r3=R3;r4=R11","benchmark_awfy_sieve_opt",140
12,33450,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | UNLINK_REG(r2) | BCTP_ID_REG(c1,r3)","r1=R3;r2=R8;c1=label@126;r3=R11","benchmark_awfy_sieve_opt",194
13,33450,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_REG(r2,r3,r3) | LOAD_REG_INT(r4,c2)","r1=R7;c1=int:1;r2=R3;r3=R11;r4=R12;c2=int:5000","benchmark_awfy_sieve_opt",143
14,33450,1,1,6,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r2) | LOAD_REG_INT(r3,c1) | BLT_ID_REG_INT(c2,r2,c3)","r1=R3;r2=R11;r3=R12;c1=int:5000;c2=label@166;c3=int:0","benchmark_awfy_sieve_opt",147
15,33450,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r4,r4,c2)","r1=R8;r2=R6;r3=R11;c1=label@196;r4=R7;c2=int:1","benchmark_awfy_sieve_opt",136
16,33450,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | BLT_ID_REG_INT(c2,r2,c3) | IGT_REG_REG_REG(r3,r4,r1)","r1=R12;c1=int:5000;c2=label@166;r2=R11;c3=int:0;r3=R13;r4=R3","benchmark_awfy_sieve_opt",151
17,100,2,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2)","r1=R8;c1=int:5000;r2=R9;r3=R3;c2=label@115","benchmark_awfy_sieve_opt",87
18,100,2,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2)","r1=R3;c1=int:1;r2=R8;c2=int:5000;r3=R9","benchmark_awfy_sieve_opt",84
