rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1053400,3,1,4,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_REG(r2,r1,r3)","r1=R6;c1=int:5000;r2=R10;r3=R3","benchmark_awfy_sieve_opt",97
2,803450,2,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R10;r2=R11","benchmark_awfy_sieve_opt",107
3,803450,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1)","r1=R10;r2=R6;r3=R3;r4=R11;c1=int:1","benchmark_awfy_sieve_opt",100
4,803450,2,1,3,candidate,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1)","r1=R11;c1=int:1;r2=R10","benchmark_awfy_sieve_opt",104
5,586900,1,1,6,over_3_symbols,"BLT_ID_REG_INT(c1,r1,c2) | IGT_REG_REG_REG(r2,r3,r4)","c1=label@166;r1=R11;c2=int:0;r2=R13;r3=R3;r4=R12","benchmark_awfy_sieve_opt",154
6,586900,1,1,5,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRTF_ID_ID_REG(c1,c2,r1)","r1=R13;r2=R3;r3=R12;c1=label@194;c2=label@173","benchmark_awfy_sieve_opt",158
7,553450,1,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r1) | BR_ID(c1)","r1=R3;r2=R11;c1=label@154","benchmark_awfy_sieve_opt",188
8,553450,1,1,3,candidate,"UNLINK_REG(r1) | IADD_REG_REG_REG(r2,r3,r2)","r1=R14;r2=R3;r3=R11","benchmark_awfy_sieve_opt",186
9,500101,3,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R4;r2=R5;r3=R1;c1=label@240","benchmark_awfy_sieve_opt",75
10,499950,2,1,4,over_3_symbols,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2)","c1=label@115;r1=R9;r2=R6;c2=int:5000","benchmark_awfy_sieve_opt",94
11,499950,2,1,3,candidate,"UNLINK_REG(r1) | BCTP_ID_REG(c1,r2)","r1=R10;c1=label@90;r2=R3","benchmark_awfy_sieve_opt",110
12,249950,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R8;r2=R6;r3=R11;c1=label@196","benchmark_awfy_sieve_opt",136
13,33450,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2)","c1=label@196;r1=R8;r2=R7;c2=int:1","benchmark_awfy_sieve_opt",140
14,33450,1,1,2,candidate,"ENDLIFE_REG(r1) | UNLINK_REG(r2)","r1=R3;r2=R8","benchmark_awfy_sieve_opt",194
15,33450,1,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_REG(r2,r3,r3)","r1=R7;c1=int:1;r2=R3;r3=R11","benchmark_awfy_sieve_opt",143
16,33450,1,1,4,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r2) | LOAD_REG_INT(r3,c1)","r1=R3;r2=R11;r3=R12;c1=int:5000","benchmark_awfy_sieve_opt",147
17,33450,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | BLT_ID_REG_INT(c2,r2,c3)","r1=R12;c1=int:5000;c2=label@166;r2=R11;c3=int:0","benchmark_awfy_sieve_opt",151
18,151,4,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R2;c1=int:0;r2=R5;c2=int:1","benchmark_awfy_sieve_opt",69
19,100,2,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1)","r1=R8;c1=int:5000;r2=R9;r3=R3","benchmark_awfy_sieve_opt",87
20,50,1,1,3,candidate,"BRT_ID_REG(c1,r1) | NULL_REG(r2)","c1=label@240;r1=R4;r2=R6","benchmark_awfy_sieve_opt",79
21,50,1,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1)","r1=R2;r2=R7;r3=R15;c1=int:669","benchmark_awfy_sieve_opt",203
22,50,1,1,3,candidate,"ENDLIFE_REG(r1) | COPY_REG_REG(r2,r3)","r1=R11;r2=R2;r3=R7","benchmark_awfy_sieve_opt",201
23,50,1,1,3,candidate,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R3;r2=R7;c1=int:0","benchmark_awfy_sieve_opt",115
24,50,1,1,4,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R15;r2=R2;c1=int:669;c2=label@237","benchmark_awfy_sieve_opt",206
25,50,1,1,3,candidate,"NULL_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R6;r2=R3;c1=int:1","benchmark_awfy_sieve_opt",82
26,1,1,1,2,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1)","r1=R15;r2=R2","benchmark_awfy_sieve_opt",254
27,1,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | MINATTRS_REG_INT(r2,c2)","c1=label@50;r1=R4;r2=R0;c2=int:1","benchmark_awfy_sieve_opt",33
28,1,1,1,4,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1)","c1=label@19;r1=R17;c2=int:512;r2=R0","benchmark_awfy_sieve_opt",10
29,1,1,1,4,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2)","r1=R15;c1=string@11784;r2=R1;c2=string@11944","benchmark_awfy_sieve_opt",244
30,1,1,1,3,candidate,"COPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R0;r2=R17;c1=label@22","benchmark_awfy_sieve_opt",14
31,1,1,1,2,candidate,"ENDLIFE_REG(r1) | ITOS_REG(r2)","r1=R5;r2=R1","benchmark_awfy_sieve_opt",240
32,1,1,1,4,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2)","r1=R4;r2=R0;c1=int:0;c2=int:1","benchmark_awfy_sieve_opt",25
33,1,1,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R1;r2=R5","benchmark_awfy_sieve_opt",45
34,1,1,1,3,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R4;c1=int:1;c2=label@50","benchmark_awfy_sieve_opt",29
35,1,1,1,4,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R1;c1=int:1;c2=label@69","benchmark_awfy_sieve_opt",50
36,1,1,1,2,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1)","r1=R2;r2=R15","benchmark_awfy_sieve_opt",252
37,1,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1)","r1=R1;r2=R15;c1=string@11784","benchmark_awfy_sieve_opt",242
38,1,1,1,3,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1)","r1=R5;r2=R0;c1=int:1","benchmark_awfy_sieve_opt",39
39,1,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2)","r1=R1;c1=int:1;r2=R4;r3=R0;c2=int:0","benchmark_awfy_sieve_opt",22
40,1,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3)","r1=R5;c1=int:1;r2=R4;r3=R1","benchmark_awfy_sieve_opt",72
41,1,1,1,3,candidate,"MINATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R0;c1=int:1;r2=R5","benchmark_awfy_sieve_opt",36
42,1,1,1,2,candidate,"SAY_REG(r1) | SAY_STRING(c1)","r1=R15;c1=string@12368","benchmark_awfy_sieve_opt",257
43,1,1,1,2,candidate,"SAY_STRING(c1) | RET_INT(c2)","c1=string@12368;c2=int:0","benchmark_awfy_sieve_opt",259
44,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2)","r1=R15;c1=string@11944;r2=R2","benchmark_awfy_sieve_opt",248
45,1,1,1,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_sieve_opt",6
46,1,1,1,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:18;c2=int:0","benchmark_awfy_sieve_opt",0
47,1,1,1,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_awfy_sieve_opt",4
48,1,1,1,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_sieve_opt",2
49,1,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3)","c1=int:1;c2=label@19;r1=R17;c3=int:512","benchmark_awfy_sieve_opt",8
50,1,1,1,2,candidate,"STOI_REG(r1) | ICOPY_REG_REG(r2,r1)","r1=R5;r2=R1","benchmark_awfy_sieve_opt",43
51,1,1,1,3,candidate,"UNLINK_REG(r1) | ILT_REG_REG_INT(r1,r2,c1)","r1=R5;r2=R1;c1=int:1","benchmark_awfy_sieve_opt",48
