rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,4395901,10,1,3,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2) | SETNUMFRM_INT(c3)","c1=int:18;c2=int:0;c3=int:1","benchmark_awfy_list_opt",0
2,4395901,10,1,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_list_opt",4
3,4395901,10,1,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2) | SETNUMCAS_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_list_opt",2
4,4392800,8,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","r1=R6;c1=int:18;c2=int:0","benchmark_awfy_list_opt",193
5,4392800,20,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","r1=R7;c1=int:1;r2=R5;c2=int:256;r3=R8","benchmark_awfy_list_opt",91
6,4389400,16,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | CALL_REG_FUNC_REG(r3,c2,r4)","r1=R5;c1=int:256;r2=R8;r3=R2;c2=func@6400;r4=R7","benchmark_awfy_list_opt",94
7,3827500,4,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","c1=int:1;r1=R2;r2=R6","benchmark_awfy_list_opt",201
8,3820600,1,1,3,candidate,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | RET_REG(r1)","c1=int:1;r1=R2;r2=R4","benchmark_awfy_list_opt",265
9,2226200,7,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R9;r2=R13;r3=R12;c1=int:1;r4=R10;c2=int:256","benchmark_awfy_list_opt",809
10,1945400,3,1,4,over_3_symbols,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4)","r1=R9;r2=R1;r3=R10;r4=R3","benchmark_awfy_list_opt",788
11,1945400,3,1,3,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R9;r2=R1;r3=R10","benchmark_awfy_list_opt",786
