rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,14730000,104,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4)","r1=R25;r2=R16;r3=R26;r4=R20","rxjson",1169
2,9925000,27,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R38;r2=R9;c1=int:0;c2=label@1437","rxjson",1425
3,8335000,31,1,4,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R37;r2=R15;r3=R40;c1=label@1411","rxjson",1348
4,6870000,16,1,5,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1)","r1=R19;r2=R42;r3=R27;r4=R17;c1=int:32","rxjson",1516
5,6315000,15,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r2,r3,r4)","c1=label@1572;r1=R18;r2=R19;r3=R42;r4=R27","rxjson",1513
6,4460000,24,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1)","r1=R17;r2=R19;c1=int:32;c2=label@1531","rxjson",1520
7,4250000,22,1,5,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRTF_ID_ID_REG(c2,c3,r1)","r1=R16;r2=R19;c1=int:10;c2=label@1556;c3=label@1548","rxjson",1534
8,3680000,26,1,3,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1)","r1=R16;c1=int:256;r2=R25","rxjson",1166
9,3610000,5,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | BR_ID(c2)","r1=R1;c1=int:1;c2=label@10231","rxjson",10429
10,3500001,10,2,4,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R1;c1=int:1;c2=label@69","benchmark_json_parser_opt",50
11,3090000,106,1,2,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2)","r1=R9;r2=R13","rxjson",1445
12,2940000,20,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R29;r2=R18;r3=R20;c1=int:256","rxjson",1251
13,2890000,19,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R39;r2=R0;r3=R40;r4=R5","rxjson",1342
14,2235000,13,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ILT_REG_REG_REG(r3,r4,r1)","r1=R40;r2=R5;r3=R37;r4=R15","rxjson",1345
15,2230000,12,1,4,over_3_symbols,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2)","c1=label@1531;r1=R17;r2=R19;c2=int:9","rxjson",1524
16,2125000,11,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2)","c1=label@1542;r1=R17;r2=R16;r3=R19;c2=int:10","rxjson",1531
17,1835000,17,1,3,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R38;c1=int:0;c2=label@1342","rxjson",1330
18,1315000,10,1,4,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r1,r1,c1)","r1=R19;r2=R33;r3=R27;c1=int:93","rxjson",1584
19,1315000,10,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r1,r2,r3)","c1=label@1592;r1=R19;r2=R33;r3=R27","rxjson",1581
20,1290000,12,1,4,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R26;r2=R14;r3=R24;c1=label@9344","rxjson",9329
21,1220000,10,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2)","c1=label@1905;r1=R58;r2=R27;c2=int:1","rxjson",1821
22,1125000,7,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | COPY_REG_REG(r2,r3)","r1=R34;c1=int:1;r2=R59;r3=R33","rxjson",1731
23,940000,9,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@1905;r1=R19;r2=R49;c2=int:-1","rxjson",1619
24,795000,4,1,3,candidate,"ENDLIFE_REG(r1) | ILT_REG_REG_REG(r1,r2,r3)","r1=R58;r2=R27;r3=R37","rxjson",1804
25,790000,4,1,4,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R46;r2=R60;c1=int:0;c2=label@12230","rxjson",12219
26,760000,2,1,4,over_3_symbols,"IGTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R22;r2=R103;r3=R102;c1=label@11151","rxjson",11142
27,745001,5,2,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_json_parser_opt",6
28,745001,5,2,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:18;c2=int:0","benchmark_json_parser_opt",0
29,745001,5,2,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_json_parser_opt",4
30,745001,5,2,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_json_parser_opt",2
31,745000,7,2,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R6;c1=int:2;r2=R7;c2=int:256","benchmark_json_parser_opt",88
32,740000,6,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | CALL_REG_FUNC_REG(r3,c1,r4)","r1=R29;r2=R17;r3=R18;c1=func@2281184;r4=R24","rxjson",1181
