entry,name,value
rexxcps-opaque-heavy-retained,schema_version,5
rexxcps-opaque-heavy-retained,vm_mode,rxvm
rexxcps-opaque-heavy-retained,result,0
rexxcps-opaque-heavy-retained,timer_read_min_ns,41
rexxcps-opaque-heavy-retained,timer_zero_deltas,617
rexxcps-opaque-heavy-retained,interrupt_polls,19362656
rexxcps-opaque-heavy-retained,invalid_events,0
rexxcps-opaque-heavy-retained,counter_overflow,0
rexxcps-opaque-heavy-retained,procedure_tracking_unavailable,0
rexxcps-opaque-heavy-retained,allocation_tracking_unavailable,0
rexxcps-opaque-heavy-retained,census_tracking_unavailable,0
rexxcps-opaque-heavy-retained,metadata_tracking_unavailable,0
rexxcps-opaque-heavy-stripped,schema_version,5
rexxcps-opaque-heavy-stripped,vm_mode,rxvm
rexxcps-opaque-heavy-stripped,result,0
rexxcps-opaque-heavy-stripped,timer_read_min_ns,41
rexxcps-opaque-heavy-stripped,timer_zero_deltas,888
rexxcps-opaque-heavy-stripped,interrupt_polls,19362694
rexxcps-opaque-heavy-stripped,invalid_events,0
rexxcps-opaque-heavy-stripped,counter_overflow,0
rexxcps-opaque-heavy-stripped,procedure_tracking_unavailable,0
rexxcps-opaque-heavy-stripped,allocation_tracking_unavailable,0
rexxcps-opaque-heavy-stripped,census_tracking_unavailable,0
rexxcps-opaque-heavy-stripped,metadata_tracking_unavailable,0
