entry,rank,name,metric,module,kind,count,total_ns,average_ns,completed,unwound,return_type,args,status
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,elapsed,benchmark_rexxcps_levelb_opaque_opt,procedure,1,778554667,778554667,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,inclusive_body,benchmark_rexxcps_levelb_opaque_opt,procedure,1,778550958,778550958,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,self,benchmark_rexxcps_levelb_opaque_opt,procedure,1,41723347,41723347,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,native_child,benchmark_rexxcps_levelb_opaque_opt,procedure,1,0,0,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,entry_overhead,benchmark_rexxcps_levelb_opaque_opt,procedure,1,3584,3584,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,exit_overhead,benchmark_rexxcps_levelb_opaque_opt,procedure,1,125,125,1,0,.int,,complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,elapsed,parseExec,procedure,9800,451882916,46110,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,inclusive_body,parseExec,procedure,9800,445069494,45415,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,self,parseExec,procedure,9800,434817808,44369,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,native_child,parseExec,procedure,9800,0,0,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,entry_overhead,parseExec,procedure,9800,4759981,485,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,exit_overhead,parseExec,procedure,9800,2053441,209,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,elapsed,stem,method,12503,81177687,6492,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,inclusive_body,stem,method,12503,76385993,6109,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,self,stem,method,12503,76385993,6109,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,native_child,stem,method,12503,0,0,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,entry_overhead,stem,method,12503,3897991,311,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,exit_overhead,stem,method,12503,893703,71,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,elapsed,_address,procedure,1400,78849922,56321,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,inclusive_body,_address,procedure,1400,78044214,55745,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,self,_address,procedure,1400,6798062,4855,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,native_child,_address,procedure,1400,0,0,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,entry_overhead,_address,procedure,1400,643909,459,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,exit_overhead,_address,procedure,1400,161799,115,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,5,rxfnsb.stem.set,elapsed,stem,method,8300,55130151,6642,8300,0,.void,"?key=.string,value=.string",complete
rexxcps-opaque-heavy-retained,5,rxfnsb.stem.set,inclusive_body,stem,method,8300,51541776,6209,8300,0,.void,"?key=.string,value=.string",complete
rexxcps-opaque-heavy-retained,5,rxfnsb.stem.set,self,stem,method,8300,51541776,6209,8300,0,.void,"?key=.string,value=.string",complete
