entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,warmup,1,158478000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,warmup,2,166706000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,warmup,3,161256000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,1,150653000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,2,146405000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,3,149203000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,4,159201000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,5,190401000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,6,186480000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,7,165098000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,8,157836000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,9,151906000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,warmup,1,124200000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,warmup,2,122194000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,warmup,3,121762000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,1,122998000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,2,114440000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,3,110595000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,4,104695000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,5,102330000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,6,110157000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,7,128055000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,8,132591000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,9,142705000,0,pass
