crexx-nr05-call-census-manifest|1
# id|pair|workload|variant|mode|image|modules|args|expectation|source_trace|warmups|runs|image_sha256|module_sha256s
sieve-noopt|sieve|Sieve|baseline|noopt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_sieve_noopt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|50|PASS: AWFY Sieve|source=tests/benchmarks/awfy_sieve.crexx;TRACE=Off|0|1|0c8d9099db3f12caee8bc89ba14bbdffbb418002092590fb85100a3bdc7ea472|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
sieve-opt|sieve|Sieve|candidate|opt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_sieve_opt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|50|PASS: AWFY Sieve|source=tests/benchmarks/awfy_sieve.crexx;TRACE=Off|0|1|75d264a9acb4f17aab6c85e1a2991904580950ec6cd4da1c235d1010319e4f7f|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
permute-noopt|permute|Permute|baseline|noopt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_permute_noopt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|50|PASS: AWFY Permute|source=tests/benchmarks/awfy_permute.crexx;TRACE=Off|0|1|1bd3161c39e8df0b0830e0b0788faa90df876456d98a0fe72992294186e2af78|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
permute-opt|permute|Permute|candidate|opt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_permute_opt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|50|PASS: AWFY Permute|source=tests/benchmarks/awfy_permute.crexx;TRACE=Off|0|1|bd7bc9c4d4b09a5a582e7666e4a5d5ef3b48eb35c9135cd6d2dfd07f1a00e6ae|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
bounce-noopt|bounce|Bounce|baseline|noopt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_bounce_noopt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|100|PASS: AWFY Bounce|source=tests/benchmarks/awfy_bounce.crexx;TRACE=Off|0|1|21b106215b13efb6e125237f19f06754aa53843b1c2a0aca6359304cbb920122|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
bounce-opt|bounce|Bounce|candidate|opt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_bounce_opt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|100|PASS: AWFY Bounce|source=tests/benchmarks/awfy_bounce.crexx;TRACE=Off|0|1|7510f0b3857f0f87fcda024e63ae49472888cd1f4e6daf968940b986dffb0aee|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
list-noopt|list|List|baseline|noopt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_list_noopt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|100|PASS: AWFY List|source=tests/benchmarks/awfy_list.crexx;TRACE=Off|0|1|05c028b60a4bec19044c2437fbc6ee39b6bc306a0c2a8a5ebfaca00956b39b86|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
list-opt|list|List|candidate|opt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_list_opt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|100|PASS: AWFY List|source=tests/benchmarks/awfy_list.crexx;TRACE=Off|0|1|6a0b52d8da3930b2edafc849c83faffa7a8e855d96fef4e43d8d8d52784ca0c4|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
richards-noopt|richards|Richards|baseline|noopt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_richards_noopt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|1|PASS: AWFY Richards|source=tests/benchmarks/awfy_richards.crexx;TRACE=Off|0|1|7e0ada5338b44d7c1cafdd9da202981aa2fbe5aebff75130dbb0222efa5ccb97|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
richards-opt|richards|Richards|candidate|opt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_awfy_richards_opt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|1|PASS: AWFY Richards|source=tests/benchmarks/awfy_richards.crexx;TRACE=Off|0|1|5e9c51a3bf64403550d6f9d3ba2974c67eb738e6ea1ae17b3993f1efed708e42|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
base64-noopt|base64|Base64|baseline|noopt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_base64_roundtrip_noopt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|500|PASS: Base64 Roundtrip|source=tests/benchmarks/base64_roundtrip.crexx;TRACE=Off|0|1|377ff7ef5311411f63a6b99808d33533073496fae4eb1a54df425200b29be537|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
base64-opt|base64|Base64|candidate|opt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_base64_roundtrip_opt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|500|PASS: Base64 Roundtrip|source=tests/benchmarks/base64_roundtrip.crexx;TRACE=Off|0|1|43f98f3ea06826881c71970c8447954f4a1e84efe4ffbd53649b2893cc0e0464|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
rexxcps-noopt|rexxcps|RexxCPS|baseline|noopt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_rexxcps_levelb_noopt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|--smoke-count;1|PASS: RexxCPS 2.2d cREXX port|source=tests/benchmarks/rexxcps_levelb.crexx;TRACE=Off;noncanonical_smoke_count=1|0|1|4d92a561d9e241ee6b8fdfe4551400deccabc60710018bb23c7c8bedd86ac5c7|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
rexxcps-opt|rexxcps|RexxCPS|candidate|opt|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/tests/benchmarks/benchmark_rexxcps_levelb_opt.rxbin|/private/tmp/crexx-perf2-06.Pn88uJ/baseline-build/bin/library.rxbin|--smoke-count;1|PASS: RexxCPS 2.2d cREXX port|source=tests/benchmarks/rexxcps_levelb.crexx;TRACE=Off;noncanonical_smoke_count=1|0|1|208874392b8f4b41b5627f7e6ddb97a5d79ad6c586d4ab1b8a0d3b3bd6a136c2|a9eee54dfeacd0631271841f69481c0bffcd1288f3c0dcc0ce7f60ef1d8f260f
