workload,vm,metric,pairs,before_median,after_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total
Permute-canonical,rxvm,elapsed_ns,34,80154500.000000,80332000.000000,-1.909155,-0.114244,0.324335,0.697085,2.414697,0.303019,-0.031899,0.637937,noisy_inconclusive,11,34
Permute-canonical,rxbvm,elapsed_ns,34,85954500.000000,86674500.000000,-1.707589,0.321756,0.649748,1.373337,4.644478,0.849022,0.429557,1.268487,clear_adverse,5,34
List-canonical,rxvm,elapsed_ns,34,77618500.000000,78608500.000000,-0.571194,0.653422,1.203148,1.731031,5.242279,1.265651,0.901876,1.629426,clear_adverse,3,34
List-canonical,rxbvm,elapsed_ns,34,89804500.000000,90602000.000000,-1.262646,0.267560,0.825136,1.380473,2.328861,0.834397,0.558111,1.110682,clear_adverse,4,34
Base64-canonical,rxvm,elapsed_ns,34,320540000.000000,319299500.000000,-17.926659,-5.288966,-0.700232,6.492883,14.968629,0.166622,-2.730663,3.063908,noisy_inconclusive,18,34
Base64-canonical,rxbvm,elapsed_ns,34,364501000.000000,304619500.000000,-27.572945,-19.693139,-15.088955,-6.731640,7.811061,-13.683603,-17.086891,-10.280315,clear_favorable,31,34
Sieve-canonical,rxvm,elapsed_ns,34,23072500.000000,23451000.000000,-18.112119,0.643038,1.442158,2.293196,4.689133,0.924085,-0.361101,2.209271,noisy_inconclusive,5,34
Sieve-canonical,rxbvm,elapsed_ns,34,26468000.000000,27058000.000000,-3.116127,1.456078,2.338183,3.473329,6.706695,2.284914,1.620680,2.949147,clear_adverse,4,34
