rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,218580,12,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R16;c1=int:0;c2=label@812;r3=R6;r4=R14;c3=int:3","benchmark_awfy_towers_opt",784
2,190940,7,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R25;r2=R30;c1=int:2;r3=R23","benchmark_awfy_towers_opt",251
3,164040,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BR_ID(c2)","r1=R7;r2=R9;c1=int:1;r3=R6;c2=label@874","benchmark_awfy_towers_opt",865
4,163940,5,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGETUNLINK_REG_REG(r4,r3)","r1=R31;r2=R29;r3=R25;c1=int:2;r4=R24","benchmark_awfy_towers_opt",222
5,163630,4,1,5,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R7;r2=R6;c1=int:1;r3=R11;c2=int:2","benchmark_awfy_towers_opt",911
6,136620,7,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r4,r2)","c1=label@859;r1=R1;r2=R6;r3=R14;c2=int:2;r4=R3","benchmark_awfy_towers_opt",798
7,109330,6,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R25;r2=R30;c1=int:2;r3=R29","benchmark_awfy_towers_opt",213
8,109230,6,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r2,r4)","c1=label@948;r1=R7;r2=R6;r3=R14;c2=int:2;r4=R15","benchmark_awfy_towers_opt",927
9,82050,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2)","r1=R14;c1=int:18;c2=int:1;r2=R3","benchmark_awfy_towers_opt",770
10,82050,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BRF_ID_REG(c2,r3)","r1=R6;r2=R14;c1=int:3;r3=R1;c2=label@859","benchmark_awfy_towers_opt",791
11,82050,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R1;c1=int:0;r2=R5;r3=R16;c2=label@812","benchmark_awfy_towers_opt",781
12,82050,1,1,4,candidate,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0","benchmark_awfy_towers_opt",776
13,82050,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c3)","c1=int:18;c2=int:1;r1=R3;c3=string@11","benchmark_awfy_towers_opt",772
14,82050,1,1,6,candidate,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | IEQ_REG_REG_INT(r3,r4,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0;r3=R5;r4=R16","benchmark_awfy_towers_opt",778
15,82050,4,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL3_REG_FUNC_REG_REG_REG(r3,c2,r1,r2,r4)","r1=R10;c1=int:256;r2=R8;r3=R19;c2=func@10520;r4=R18","benchmark_awfy_towers_opt",150
16,82020,1,1,6,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2)","c1=label@923;r1=R1;r2=R9;r3=R15;r4=R7;c2=int:1","benchmark_awfy_towers_opt",859
17,82020,1,1,5,candidate,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IGETUNLINK_REG_REG(r2,r3)","r1=R8;r2=R6;r3=R7;r4=R3;c1=int:1","benchmark_awfy_towers_opt",874
18,82020,3,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R1;r2=R6;c1=label@859;r3=R14;c2=int:2","benchmark_awfy_towers_opt",795
