entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
sieve-noopt,sieve-current,Sieve,baseline,noopt,process,recorded,1,26190000,0,pass
sieve-opt,sieve-current,Sieve,candidate,opt,process,recorded,1,25227000,0,pass
permute-noopt,permute-current,Permute,baseline,noopt,process,recorded,1,59456000,0,pass
permute-opt,permute-current,Permute,candidate,opt,process,recorded,1,93787000,0,pass
mandelbrot-noopt,mandelbrot-current,Mandelbrot,baseline,noopt,process,recorded,1,179353000,0,pass
mandelbrot-opt,mandelbrot-current,Mandelbrot,candidate,opt,process,recorded,1,172550000,0,pass
towers-noopt,towers-current,Towers,baseline,noopt,process,recorded,1,329869000,0,pass
towers-opt,towers-current,Towers,candidate,opt,process,recorded,1,653706000,0,pass
bounce-noopt,bounce-current,Bounce,baseline,noopt,process,recorded,1,71353000,0,pass
bounce-opt,bounce-current,Bounce,candidate,opt,process,recorded,1,47419000,0,pass
storage-noopt,storage-current,Storage,baseline,noopt,process,recorded,1,774567000,0,pass
storage-opt,storage-current,Storage,candidate,opt,process,recorded,1,812396000,0,pass
list-noopt,list-current,List,baseline,noopt,process,recorded,1,206662000,0,pass
list-opt,list-current,List,candidate,opt,process,recorded,1,107331000,0,pass
richards-noopt,richards-current,Richards,baseline,noopt,process,recorded,1,45949000,0,pass
richards-opt,richards-current,Richards,candidate,opt,process,recorded,1,474157000,0,pass
json-noopt,json-current,JSON,baseline,noopt,process,recorded,1,294816000,0,pass
json-opt,json-current,JSON,candidate,opt,process,recorded,1,294878000,0,pass
base64-noopt,base64-current,Base64,baseline,noopt,process,recorded,1,416496000,0,pass
base64-opt,base64-current,Base64,candidate,opt,process,recorded,1,331943000,0,pass
rexxcps-noopt,rexxcps-current,RexxCPS,baseline,noopt,process,recorded,1,1000729000,0,pass
rexxcps-opt,rexxcps-current,RexxCPS,candidate,opt,process,recorded,1,973210000,0,pass
