cell,vm,metric,pairs,accepted_median,candidate_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total,guard_hit
channel-latency,rxbvml,jobs_per_second,12,137616.717132,137699.236867,-10.791367,-1.371411,-0.121417,1.966639,4.305705,-0.653212,-3.332836,2.026412,noisy_inconclusive,5,12,no
channel-throughput,rxbvml,jobs_per_second,12,3140.211469,3104.311467,-3.029238,-1.832991,-0.390648,1.401809,3.673911,-0.237512,-1.611992,1.136967,noisy_inconclusive,4,12,no
channel-latency,rxtvml,jobs_per_second,12,138340.991447,139376.928738,-9.387508,-2.404093,0.017021,1.338571,6.110036,-0.874497,-3.548989,1.799995,noisy_inconclusive,6,12,no
channel-throughput,rxtvml,jobs_per_second,12,2690.546754,2715.130647,-1.991616,-0.915272,0.418101,1.077846,6.576694,0.518520,-0.905301,1.942342,noisy_inconclusive,7,12,no
