phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,9,38,rxbvml,channel-throughput,candidate,3097.773475314618,82640
recorded,9,39,rxtvml,channel-latency,accepted,141046.831955922855,7260
recorded,9,39,rxtvml,channel-throughput,accepted,2686.338499637974,95297
recorded,9,40,rxtvml,channel-latency,candidate,138434.500473164808,7397
recorded,9,40,rxtvml,channel-throughput,candidate,2657.172809648859,96343
recorded,10,41,rxtvml,channel-latency,candidate,142380.422691879852,7192
recorded,10,41,rxtvml,channel-throughput,candidate,2695.559697170715,94971
recorded,10,42,rxtvml,channel-latency,accepted,148405.797101449280,6900
recorded,10,42,rxtvml,channel-throughput,accepted,2685.295907021629,95334
recorded,10,43,rxbvml,channel-latency,candidate,139642.711032319639,7333
recorded,10,43,rxbvml,channel-throughput,candidate,3119.744570913257,82058
recorded,10,44,rxbvml,channel-latency,accepted,140024.613701627241,7313
recorded,10,44,rxbvml,channel-throughput,accepted,3133.913597022782,81687
recorded,11,45,rxbvml,channel-latency,accepted,132094.943240454071,7752
recorded,11,45,rxbvml,channel-throughput,accepted,3071.164643217045,83356
recorded,11,46,rxbvml,channel-latency,candidate,137782.561894510232,7432
recorded,11,46,rxbvml,channel-throughput,candidate,3139.447898654697,81543
recorded,11,47,rxtvml,channel-latency,accepted,129735.208412517415,7893
recorded,11,47,rxtvml,channel-throughput,accepted,2670.505518349294,95862
recorded,11,48,rxtvml,channel-latency,candidate,133333.333333333343,7680
recorded,11,48,rxtvml,channel-throughput,candidate,2617.319292505879,97810
recorded,12,49,rxtvml,channel-latency,candidate,124196.482716798055,8245
recorded,12,49,rxtvml,channel-throughput,candidate,2647.773698091741,96685
recorded,12,50,rxtvml,channel-latency,accepted,137063.311471021269,7471
recorded,12,50,rxtvml,channel-throughput,accepted,2692.554455862091,95077
recorded,12,51,rxbvml,channel-latency,candidate,134790.048703435576,7597
recorded,12,51,rxbvml,channel-throughput,candidate,3072.012288049152,83333
recorded,12,52,rxbvml,channel-latency,accepted,137949.616058197484,7423
recorded,12,52,rxbvml,channel-throughput,accepted,3146.509341199607,81360
