cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxbvm-control,Sieve,crexx,rxbvm,control-6d12cd921,A,no,startup-included,5500,elapsed_ns,12,994958000.000000,1008426500.000000,1012286000.000000,1014550250.000000,1020141000.000000,3285500.000000,0.324562,2.487736,no
sieve-rxbvm-candidate,Sieve,crexx,rxbvm,e3a-context-providers,A,no,startup-included,5500,elapsed_ns,12,1004225000.000000,1007004000.000000,1011033000.000000,1016187250.000000,1052582000.000000,4410500.000000,0.436237,4.782930,no
sieve-rxtvm-control,Sieve,crexx,rxtvm,control-6d12cd921,A,no,startup-included,5500,elapsed_ns,12,933841000.000000,940107500.000000,944454500.000000,948189500.000000,949106000.000000,3878000.000000,0.410607,1.616277,no
sieve-rxtvm-candidate,Sieve,crexx,rxtvm,e3a-context-providers,A,no,startup-included,5500,elapsed_ns,12,934959000.000000,941870250.000000,946670500.000000,950833000.000000,962762000.000000,4899000.000000,0.517498,2.936925,no
richards-rxbvm-control,Richards,crexx,rxbvm,control-6d12cd921,A,no,startup-included,20,elapsed_ns,12,2060643000.000000,2108051500.000000,2117650000.000000,2129570000.000000,2226093000.000000,14534000.000000,0.686327,7.812906,no
richards-rxbvm-candidate,Richards,crexx,rxbvm,e3a-context-providers,A,no,startup-included,20,elapsed_ns,12,2080378000.000000,2098823500.000000,2102567000.000000,2157784000.000000,2197125000.000000,19830000.000000,0.943133,5.552594,no
richards-rxtvm-control,Richards,crexx,rxtvm,control-6d12cd921,A,no,startup-included,20,elapsed_ns,12,2067135000.000000,2113717750.000000,2129893000.000000,2173029500.000000,2176471000.000000,40387500.000000,1.896222,5.133403,no
richards-rxtvm-candidate,Richards,crexx,rxtvm,e3a-context-providers,A,no,startup-included,20,elapsed_ns,12,2065031000.000000,2083795000.000000,2101215500.000000,2193807000.000000,2358196000.000000,33152000.000000,1.577753,13.952162,yes
towers-rxbvm-control,Towers,crexx,rxbvm,control-6d12cd921,A,no,startup-included,100,elapsed_ns,12,2084689000.000000,2099357500.000000,2107879500.000000,2140623750.000000,2164553000.000000,15819500.000000,0.750494,3.788831,no
towers-rxbvm-candidate,Towers,crexx,rxbvm,e3a-context-providers,A,no,startup-included,100,elapsed_ns,12,2073627000.000000,2104433500.000000,2118786500.000000,2147285250.000000,2193714000.000000,16776500.000000,0.791798,5.667725,no
towers-rxtvm-control,Towers,crexx,rxtvm,control-6d12cd921,A,no,startup-included,100,elapsed_ns,12,2044100000.000000,2062343250.000000,2078819500.000000,2081006250.000000,2117841000.000000,9653500.000000,0.464374,3.547254,no
towers-rxtvm-candidate,Towers,crexx,rxtvm,e3a-context-providers,A,no,startup-included,100,elapsed_ns,12,2041330000.000000,2072797250.000000,2082281500.000000,2090402750.000000,2147745000.000000,9682000.000000,0.464971,5.110500,no
rexxcps-rxbvm-control,RexxCPS,crexx,rxbvm,control-6d12cd921,A,no,startup-included,1000-clauses,benchmark_rate,12,43480076.000000,43813576.750000,44046548.000000,44301104.500000,44629429.000000,280364.500000,0.636519,2.609405,no
rexxcps-rxbvm-candidate,RexxCPS,crexx,rxbvm,e3a-context-providers,A,no,startup-included,1000-clauses,benchmark_rate,12,42429658.000000,44369517.750000,44646292.500000,44744042.250000,44870736.000000,116273.000000,0.260431,5.467594,no
rexxcps-rxtvm-control,RexxCPS,crexx,rxtvm,control-6d12cd921,A,no,startup-included,1000-clauses,benchmark_rate,12,43203263.000000,44739007.000000,45125114.500000,45528383.000000,45881199.000000,421188.000000,0.933378,5.934469,no
rexxcps-rxtvm-candidate,RexxCPS,crexx,rxtvm,e3a-context-providers,A,no,startup-included,1000-clauses,benchmark_rate,12,44092722.000000,45200227.750000,45463172.500000,45581284.500000,45972235.000000,159326.500000,0.350452,4.134144,no
