
/tmp/crexx-perf2-linux-x64.d5f0827ca/clang-release/bin/rxvm:     file format elf64-x86-64


Disassembly of section .init:

Disassembly of section .plt:

Disassembly of section .plt.got:

Disassembly of section .text:

00000000000bcaf0 <maybe_trim_attribute_storage>:
   bcaf0:	55                   	push   rbp
   bcdf0:	48 85 ed             	test   rbp,rbp
   bcdf3:	74 08                	je     bcdfd <maybe_trim_attribute_storage+0x30d>
   bcdf5:	48 89 ef             	mov    rdi,rbp
   bcdf8:	e8 63 68 f5 ff       	call   13660 <free@plt>
   bcdfd:	4c 89 f8             	mov    rax,r15
   bce00:	49 8d 9f a8 00 00 00 	lea    rbx,[r15+0xa8]
   bce07:	4d 85 f6             	test   r14,r14
   bce0a:	74 0b                	je     bce17 <maybe_trim_attribute_storage+0x327>
   bce0c:	4c 89 f7             	mov    rdi,r14
   bce0f:	e8 4c 68 f5 ff       	call   13660 <free@plt>
   bce14:	4c 89 f8             	mov    rax,r15
   bce17:	48 c7 80 d0 00 00 00 	mov    QWORD PTR [rax+0xd0],0x0
   bce1e:	00 00 00 00 
   bce22:	0f 57 c0             	xorps  xmm0,xmm0
   bce25:	0f 11 43 10          	movups XMMWORD PTR [rbx+0x10],xmm0
   bce29:	0f 11 03             	movups XMMWORD PTR [rbx],xmm0
   bce2c:	e9 06 05 00 00       	jmp    bd337 <maybe_trim_attribute_storage+0x847>
   bce31:	48 85 ff             	test   rdi,rdi
   bce34:	74 05                	je     bce3b <maybe_trim_attribute_storage+0x34b>
   bce36:	e8 25 68 f5 ff       	call   13660 <free@plt>
   bce3b:	48 8b 7c 24 08       	mov    rdi,QWORD PTR [rsp+0x8]
   bce40:	48 85 ff             	test   rdi,rdi
   bce43:	48 8b 1c 24          	mov    rbx,QWORD PTR [rsp]
   bce47:	74 05                	je     bce4e <maybe_trim_attribute_storage+0x35e>
   bce49:	e8 12 68 f5 ff       	call   13660 <free@plt>
   bce4e:	4d 85 ff             	test   r15,r15
   bce51:	74 08                	je     bce5b <maybe_trim_attribute_storage+0x36b>
   bce53:	4c 89 ff             	mov    rdi,r15
   bce56:	e8 05 68 f5 ff       	call   13660 <free@plt>
   bce5b:	48 85 db             	test   rbx,rbx
   bce5e:	0f 84 d3 04 00 00    	je     bd337 <maybe_trim_attribute_storage+0x847>
   bce64:	48 89 df             	mov    rdi,rbx
   bce67:	48 83 c4 48          	add    rsp,0x48
   bce6b:	5b                   	pop    rbx
   bce6c:	41 5c                	pop    r12
   bce6e:	41 5d                	pop    r13
   bce70:	41 5e                	pop    r14
   bce72:	41 5f                	pop    r15
   bce74:	5d                   	pop    rbp
   bce75:	e9 e6 67 f5 ff       	jmp    13660 <free@plt>
   bce7a:	31 c0                	xor    eax,eax
   bce7c:	f6 c3 01             	test   bl,0x1
   bce7f:	0f 85 a4 00 00 00    	jne    bcf29 <maybe_trim_attribute_storage+0x439>
   bce85:	48 69 c8 f8 00 00 00 	imul   rcx,rax,0xf8
   bce8c:	48 8b 3c 24          	mov    rdi,QWORD PTR [rsp]
   bce90:	48 8d 14 0f          	lea    rdx,[rdi+rcx*1]
   bce94:	48 81 c2 d8 00 00 00 	add    rdx,0xd8
   bce9b:	48 89 fe             	mov    rsi,rdi
   bce9e:	48 01 ce             	add    rsi,rcx
   bcea1:	48 89 54 0f 30       	mov    QWORD PTR [rdi+rcx*1+0x30],rdx
   bcea6:	48 c7 44 0f 40 20 00 	mov    QWORD PTR [rdi+rcx*1+0x40],0x20
   bcead:	00 00 
   bceaf:	c7 04 0f 00 00 00 00 	mov    DWORD PTR [rdi+rcx*1],0x0
   bceb6:	48 c7 44 0f 38 00 00 	mov    QWORD PTR [rdi+rcx*1+0x38],0x0
   bcebd:	00 00 
   bcebf:	0f 57 c0             	xorps  xmm0,xmm0
   bcec2:	0f 11 44 0f 08       	movups XMMWORD PTR [rdi+rcx*1+0x8],xmm0
   bcec7:	0f 11 44 0f 18       	movups XMMWORD PTR [rdi+rcx*1+0x18],xmm0
   bcecc:	48 c7 44 0f 28 00 00 	mov    QWORD PTR [rdi+rcx*1+0x28],0x0
   bced3:	00 00 
   bced5:	0f 11 44 0f 48       	movups XMMWORD PTR [rdi+rcx*1+0x48],xmm0
   bceda:	0f 11 44 0f 58       	movups XMMWORD PTR [rdi+rcx*1+0x58],xmm0
   bcedf:	0f 11 44 0f 68       	movups XMMWORD PTR [rdi+rcx*1+0x68],xmm0
   bcee4:	0f 11 44 0f 78       	movups XMMWORD PTR [rdi+rcx*1+0x78],xmm0
   bcee9:	c7 84 0f 88 00 00 00 	mov    DWORD PTR [rdi+rcx*1+0x88],0x0
   bcef0:	00 00 00 00 
   bcef4:	0f 11 84 0f 90 00 00 	movups XMMWORD PTR [rdi+rcx*1+0x90],xmm0
   bcefb:	00 
   bcefc:	0f 11 84 0f a0 00 00 	movups XMMWORD PTR [rdi+rcx*1+0xa0],xmm0
   bcf03:	00 
   bcf04:	0f 11 84 0f b0 00 00 	movups XMMWORD PTR [rdi+rcx*1+0xb0],xmm0
   bcf0b:	00 
   bcf0c:	0f 11 84 0f c0 00 00 	movups XMMWORD PTR [rdi+rcx*1+0xc0],xmm0
   bcf13:	00 
   bcf14:	48 c7 84 0f d0 00 00 	mov    QWORD PTR [rdi+rcx*1+0xd0],0x0
   bcf1b:	00 00 00 00 00 
   bcf20:	48 8b 4c 24 08       	mov    rcx,QWORD PTR [rsp+0x8]
   bcf25:	48 89 34 c1          	mov    QWORD PTR [rcx+rax*8],rsi
   bcf29:	45 31 ff             	xor    r15d,r15d
   bcf2c:	48 8b 2c 24          	mov    rbp,QWORD PTR [rsp]
   bcf30:	e9 98 00 00 00       	jmp    bcfcd <maybe_trim_attribute_storage+0x4dd>
   bcf35:	66 66 2e 0f 1f 84 00 	data16 cs nop WORD PTR [rax+rax*1+0x0]
   bcf3c:	00 00 00 00 
   bcf40:	48 8d 43 08          	lea    rax,[rbx+0x8]
   bcf44:	4c 89 63 30          	mov    QWORD PTR [rbx+0x30],r12
   bcf48:	48 c7 43 40 20 00 00 	mov    QWORD PTR [rbx+0x40],0x20
   bcf4f:	00 
   bcf50:	c7 03 00 00 00 00    	mov    DWORD PTR [rbx],0x0
   bcf56:	48 c7 43 38 00 00 00 	mov    QWORD PTR [rbx+0x38],0x0
   bcf5d:	00 
   bcf5e:	0f 11 48 10          	movups XMMWORD PTR [rax+0x10],xmm1
   bcf62:	0f 11 08             	movups XMMWORD PTR [rax],xmm1
   bcf65:	48 c7 40 20 00 00 00 	mov    QWORD PTR [rax+0x20],0x0
   bcf6c:	00 
   bcf6d:	0f 11 4b 78          	movups XMMWORD PTR [rbx+0x78],xmm1
   bcf71:	0f 11 4b 68          	movups XMMWORD PTR [rbx+0x68],xmm1
   bcf75:	0f 11 4b 58          	movups XMMWORD PTR [rbx+0x58],xmm1
   bcf79:	0f 11 4b 48          	movups XMMWORD PTR [rbx+0x48],xmm1
   bcf7d:	c7 83 88 00 00 00 00 	mov    DWORD PTR [rbx+0x88],0x0
   bcf84:	00 00 00 
   bcf87:	0f 11 8b 90 00 00 00 	movups XMMWORD PTR [rbx+0x90],xmm1
   bcf8e:	0f 11 8b a0 00 00 00 	movups XMMWORD PTR [rbx+0xa0],xmm1
   bcf95:	0f 11 8b b0 00 00 00 	movups XMMWORD PTR [rbx+0xb0],xmm1
   bcf9c:	0f 11 8b c0 00 00 00 	movups XMMWORD PTR [rbx+0xc0],xmm1
   bcfa3:	48 c7 83 d0 00 00 00 	mov    QWORD PTR [rbx+0xd0],0x0
   bcfaa:	00 00 00 00 
   bcfae:	48 8b 44 24 38       	mov    rax,QWORD PTR [rsp+0x38]
   bcfb3:	4c 8b a0 c8 00 00 00 	mov    r12,QWORD PTR [rax+0xc8]
   bcfba:	49 ff c7             	inc    r15
   bcfbd:	48 81 c5 f8 00 00 00 	add    rbp,0xf8
   bcfc4:	4d 39 e7             	cmp    r15,r12
   bcfc7:	0f 83 3f 02 00 00    	jae    bd20c <maybe_trim_attribute_storage+0x71c>
   bcfcd:	4b 8b 1c fe          	mov    rbx,QWORD PTR [r14+r15*8]
   bcfd1:	48 39 dd             	cmp    rbp,rbx
   bcfd4:	74 e4                	je     bcfba <maybe_trim_attribute_storage+0x4ca>
   bcfd6:	4c 8d a5 90 00 00 00 	lea    r12,[rbp+0x90]
   bcfdd:	48 8b bd 90 00 00 00 	mov    rdi,QWORD PTR [rbp+0x90]
   bcfe4:	48 85 ff             	test   rdi,rdi
   bcfe7:	74 1c                	je     bd005 <maybe_trim_attribute_storage+0x515>
   bcfe9:	49 c7 04 24 00 00 00 	mov    QWORD PTR [r12],0x0
   bcff0:	00 
   bcff1:	c7 47 0c 00 00 00 00 	mov    DWORD PTR [rdi+0xc],0x0
   bcff8:	48 c7 47 18 00 00 00 	mov    QWORD PTR [rdi+0x18],0x0
   bcfff:	00 
   bd000:	e8 bb d9 01 00       	call   da9c0 <rxvm_reference_cell_release_slow>
   bd005:	48 89 ef             	mov    rdi,rbp
   bd008:	e8 43 e1 ff ff       	call   bb150 <clear_value_contents>
   bd00d:	48 8d bd d8 00 00 00 	lea    rdi,[rbp+0xd8]
   bd014:	48 89 7d 30          	mov    QWORD PTR [rbp+0x30],rdi
   bd018:	48 c7 45 40 20 00 00 	mov    QWORD PTR [rbp+0x40],0x20
   bd01f:	00 
   bd020:	c7 45 00 00 00 00 00 	mov    DWORD PTR [rbp+0x0],0x0
   bd027:	48 c7 45 38 00 00 00 	mov    QWORD PTR [rbp+0x38],0x0
   bd02e:	00 
   bd02f:	0f 57 c9             	xorps  xmm1,xmm1
   bd032:	0f 11 4d 08          	movups XMMWORD PTR [rbp+0x8],xmm1
   bd036:	0f 11 4d 18          	movups XMMWORD PTR [rbp+0x18],xmm1
   bd03a:	48 c7 45 28 00 00 00 	mov    QWORD PTR [rbp+0x28],0x0
   bd041:	00 
   bd042:	0f 11 4d 48          	movups XMMWORD PTR [rbp+0x48],xmm1
   bd046:	0f 11 4d 58          	movups XMMWORD PTR [rbp+0x58],xmm1
   bd04a:	0f 11 4d 68          	movups XMMWORD PTR [rbp+0x68],xmm1
   bd04e:	0f 11 4d 78          	movups XMMWORD PTR [rbp+0x78],xmm1
   bd052:	c7 85 88 00 00 00 00 	mov    DWORD PTR [rbp+0x88],0x0
   bd059:	00 00 00 
   bd05c:	41 0f 11 4c 24 30    	movups XMMWORD PTR [r12+0x30],xmm1
   bd062:	41 0f 11 4c 24 20    	movups XMMWORD PTR [r12+0x20],xmm1
   bd068:	41 0f 11 4c 24 10    	movups XMMWORD PTR [r12+0x10],xmm1
   bd06e:	41 0f 11 0c 24       	movups XMMWORD PTR [r12],xmm1
   bd073:	49 c7 44 24 40 00 00 	mov    QWORD PTR [r12+0x40],0x0
   bd07a:	00 00 
   bd07c:	8b 03                	mov    eax,DWORD PTR [rbx]
   bd07e:	89 45 00             	mov    DWORD PTR [rbp+0x0],eax
   bd081:	48 8b 43 08          	mov    rax,QWORD PTR [rbx+0x8]
   bd085:	48 89 45 08          	mov    QWORD PTR [rbp+0x8],rax
   bd089:	f2 0f 10 43 10       	movsd  xmm0,QWORD PTR [rbx+0x10]
   bd08e:	f2 0f 11 45 10       	movsd  QWORD PTR [rbp+0x10],xmm0
   bd093:	48 8b 83 a0 00 00 00 	mov    rax,QWORD PTR [rbx+0xa0]
   bd09a:	48 89 85 a0 00 00 00 	mov    QWORD PTR [rbp+0xa0],rax
   bd0a1:	48 c7 83 a0 00 00 00 	mov    QWORD PTR [rbx+0xa0],0x0
   bd0a8:	00 00 00 00 
   bd0ac:	48 8b 43 18          	mov    rax,QWORD PTR [rbx+0x18]
   bd0b0:	48 85 c0             	test   rax,rax
   bd0b3:	74 1b                	je     bd0d0 <maybe_trim_attribute_storage+0x5e0>
   bd0b5:	48 8d 4b 18          	lea    rcx,[rbx+0x18]
   bd0b9:	48 89 45 18          	mov    QWORD PTR [rbp+0x18],rax
   bd0bd:	0f 10 43 20          	movups xmm0,XMMWORD PTR [rbx+0x20]
   bd0c1:	0f 11 45 20          	movups XMMWORD PTR [rbp+0x20],xmm0
   bd0c5:	0f 11 09             	movups XMMWORD PTR [rcx],xmm1
   bd0c8:	48 c7 41 10 00 00 00 	mov    QWORD PTR [rcx+0x10],0x0
   bd0cf:	00 
   bd0d0:	48 8b 73 30          	mov    rsi,QWORD PTR [rbx+0x30]
   bd0d4:	4c 8d a3 d8 00 00 00 	lea    r12,[rbx+0xd8]
   bd0db:	4c 39 e6             	cmp    rsi,r12
   bd0de:	74 1e                	je     bd0fe <maybe_trim_attribute_storage+0x60e>
   bd0e0:	48 89 75 30          	mov    QWORD PTR [rbp+0x30],rsi
   bd0e4:	0f 10 43 38          	movups xmm0,XMMWORD PTR [rbx+0x38]
   bd0e8:	0f 11 45 38          	movups XMMWORD PTR [rbp+0x38],xmm0
   bd0ec:	0f 10 43 48          	movups xmm0,XMMWORD PTR [rbx+0x48]
   bd0f0:	0f 11 45 48          	movups XMMWORD PTR [rbp+0x48],xmm0
   bd0f4:	48 8b 43 58          	mov    rax,QWORD PTR [rbx+0x58]
   bd0f8:	48 89 45 58          	mov    QWORD PTR [rbp+0x58],rax
   bd0fc:	eb 25                	jmp    bd123 <maybe_trim_attribute_storage+0x633>
   bd0fe:	48 8b 53 38          	mov    rdx,QWORD PTR [rbx+0x38]
   bd102:	48 89 55 38          	mov    QWORD PTR [rbp+0x38],rdx
   bd106:	0f 10 43 48          	movups xmm0,XMMWORD PTR [rbx+0x48]
   bd10a:	0f 11 45 48          	movups XMMWORD PTR [rbp+0x48],xmm0
   bd10e:	48 8b 43 58          	mov    rax,QWORD PTR [rbx+0x58]
   bd112:	48 89 45 58          	mov    QWORD PTR [rbp+0x58],rax
   bd116:	48 85 d2             	test   rdx,rdx
   bd119:	74 08                	je     bd123 <maybe_trim_attribute_storage+0x633>
   bd11b:	e8 10 63 f5 ff       	call   13430 <memcpy@plt>
   bd120:	0f 57 c9             	xorps  xmm1,xmm1
   bd123:	48 8b 43 60          	mov    rax,QWORD PTR [rbx+0x60]
   bd127:	48 85 c0             	test   rax,rax
   bd12a:	74 3f                	je     bd16b <maybe_trim_attribute_storage+0x67b>
   bd12c:	48 8d 4b 60          	lea    rcx,[rbx+0x60]
   bd130:	0f 10 43 68          	movups xmm0,XMMWORD PTR [rbx+0x68]
   bd134:	0f 11 45 68          	movups XMMWORD PTR [rbp+0x68],xmm0
   bd138:	48 89 45 60          	mov    QWORD PTR [rbp+0x60],rax
   bd13c:	48 8b 43 78          	mov    rax,QWORD PTR [rbx+0x78]
   bd140:	48 89 45 78          	mov    QWORD PTR [rbp+0x78],rax
   bd144:	48 8b 83 80 00 00 00 	mov    rax,QWORD PTR [rbx+0x80]
   bd14b:	48 89 85 80 00 00 00 	mov    QWORD PTR [rbp+0x80],rax
   bd152:	8b 83 88 00 00 00    	mov    eax,DWORD PTR [rbx+0x88]
   bd158:	89 85 88 00 00 00    	mov    DWORD PTR [rbp+0x88],eax
