APPENDCHAR_REG_REG	167
APPEND_REG_REG	298
ARR2REDIR_REG_REG	1
ASSERTINITIALIZED_REG	248
ASSERTTYPE_REG_STRING	9
BAPPEND_REG_REG	2
BCF_ID_REG	12
BCHECKRANGE_REG_REG_REG	4
BCLEAR_REG	1
BCMPB_REG_REG_REG	6
BCONCAT_REG_REG_REG	3
BCOPY_REG_REG	51
BCOPY_REG_REG_REG	3
BCTP_ID_REG	344
BEQ_ID_REG_INT	30
BEQ_ID_REG_REG	7
BFILL_REG_REG	2
BGETU8_REG_REG_REG	133
BGE_ID_REG_INT	295
BGE_ID_REG_REG	245
BGT_ID_REG_INT	25
BGT_ID_REG_REG	4
BINTOS_REG	3
BLEN_REG_REG	33
BLE_ID_REG_INT	266
BLE_ID_REG_REG	25
BLT_ID_REG_INT	8
BLT_ID_REG_REG	10
BMEMMOVE_REG_REG_REG	5
BMOVE_REG_REG_REG	1
BNE_ID_REG_INT	281
BNE_ID_REG_REG	95
BPOFF	3
BPON	1
BRESIZE_REG_REG	8
BRF_ID_REG	5981
BRTF_ID_ID_REG	888
BRTPANDT_ID_REG_INT	402
BRT_ID_REG	1186
BR_ID	4831
BSLICE_REG_REG_REG	1
BTOI_REG	70
BUPDATE_REG_REG_REG	3
CALL_REG_FUNC_REG	105
CONCAT_REG_REG_REG	108
CONCAT_REG_REG_STRING	276
CONCAT_REG_STRING_REG	73
CONCCHAR_REG_REG_REG	11
COPY_REG_REG	959
DADD_REG_REG_REG	5
DCALL_REG_REG_REG	16
DCOPY_REG_REG	6
DELATTRS1_REG_INT_INT	1
DELATTRS1_REG_REG_INT	1
DELATTRS1_REG_REG_REG	4
DEXTR_REG_REG_REG	1
DGT_REG_REG_DECIMAL	1
DGT_REG_REG_REG	1
DLT_REG_REG_DECIMAL	3
DLT_REG_REG_REG	1
DROPCHAR_REG_REG_REG	2
DSUB_REG_DECIMAL_REG	1
DTOI_REG	6
DTOS_REG	1
ENDLIFE_REG	151
EXIT_REG	1
FADD_REG_REG_FLOAT	6
FADD_REG_REG_REG	1
FCLOSE_REG_REG	7
FCOPY_REG_REG	10
FDIV_REG_REG_FLOAT	1
FEOF_REG_REG	6
FEQ_REG_REG_FLOAT	2
FERROR_REG_REG	1
FEXTR_REG_REG_REG	1
FFLUSH_REG_REG	1
FGT_REG_REG_FLOAT	1
FGT_REG_REG_REG	1
FLT_REG_REG_FLOAT	3
FLT_REG_REG_REG	1
FNDBLNK_REG_REG_REG	22
FNDNBLNK_REG_REG_REG	29
FNE_REG_REG_REG	5
FOPEN_REG_REG_REG	8
FREADCDPT_REG_REG	1
FREADLINE_REG_REG	5
FSUB_REG_FLOAT_REG	1
FTOI_REG	5
FTOS_REG	7
FWRITE_REG_REG	11
GETANDTP_REG_REG_INT	36
GETATTRS_REG_REG_INT	111
GETBYTE_REG_REG_REG	4
GETENV_REG_REG	3
GETNUMCAS_REG	1
GETNUMDGTS_REG	3
GETNUMFRM_REG	5
GETNUMFUZ_REG	1
GETNUMSTD_REG	1
HEXCHAR_REG_REG_REG	1
IADD_REG_REG_INT	1066
IADD_REG_REG_REG	276
IAND_REG_REG_INT	12
ICHKRNG_REG_INT_REG	27
ICOPY_REG_REG	2885
IDIV_REG_REG_INT	75
IDIV_REG_REG_REG	30
IEQ_REG_REG_INT	1685
IEQ_REG_REG_REG	404
IGETUNLINK_REG_REG	103
IGTE_REG_REG_INT	318
IGTE_REG_REG_REG	76
IGT_REG_REG_INT	611
IGT_REG_REG_REG	641
ILOADSETUNLINKN_REG_REG_INT_REG	5
ILTE_REG_REG_INT	301
ILTE_REG_REG_REG	76
ILT_REG_REG_INT	865
ILT_REG_REG_REG	427
IMOD_REG_INT_REG	2
IMOD_REG_REG_INT	59
IMOD_REG_REG_REG	31
IMULT_REG_REG_INT	126
IMULT_REG_REG_REG	2
INC0	6
INC1	12
INC2	6
INC_REG	4
