image	workload	mode	opcode	count
bounce-opt	bounce	opt	IADD_REG_REG_INT	6
bounce-opt	bounce	opt	SAY_REG	2
bounce-opt	bounce	opt	SCONCAT_REG_STRING_REG	1
bounce-opt	bounce	opt	IGTE_REG_REG_INT	1
bounce-opt	bounce	opt	IMULT_REG_REG_INT	5
bounce-opt	bounce	opt	ITOSCONCAT_REG_STRING_REG	2
bounce-opt	bounce	opt	BRTF_ID_ID_REG	1
bounce-opt	bounce	opt	IADD_REG_REG_REG	4
bounce-opt	bounce	opt	SETATTRS_REG_INT	5
bounce-opt	bounce	opt	IGT_REG_REG_REG	4
bounce-opt	bounce	opt	NULL_REG	9
bounce-opt	bounce	opt	ICOPY_REG_REG	24
bounce-opt	bounce	opt	RET_INT	1
bounce-opt	bounce	opt	ENDLIFE_REG	3
bounce-opt	bounce	opt	LINKREF_REG_REG	2
storage-noopt	storage	noopt	RET_REG	9
storage-noopt	storage	noopt	SAY_STRING	1
storage-noopt	storage	noopt	BRF_ID_REG	4
storage-noopt	storage	noopt	NUMSCI_INT_INT_INT	11
storage-noopt	storage	noopt	ISUB_REG_REG_INT	1
storage-noopt	storage	noopt	IEQ_REG_REG_INT	1
storage-noopt	storage	noopt	ILT_REG_REG_INT	1
storage-noopt	storage	noopt	SWAP_REG_REG	7
storage-noopt	storage	noopt	LINKATTR1_REG_REG_INT	7
storage-noopt	storage	noopt	BRTPANDT_ID_REG_INT	1
storage-noopt	storage	noopt	APPEND_REG_REG	1
storage-noopt	storage	noopt	BRT_ID_REG	2
storage-noopt	storage	noopt	INE_REG_REG_INT	1
storage-noopt	storage	noopt	GETATTRS_REG_REG_INT	1
storage-noopt	storage	noopt	SCONCATITOS_REG_STRING_REG	1
storage-noopt	storage	noopt	COPY_REG_REG	3
storage-noopt	storage	noopt	SETOBJTYPE_REG_STRING	3
storage-noopt	storage	noopt	LOAD_REG_INT	20
storage-noopt	storage	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	4
storage-noopt	storage	noopt	BR_ID	2
storage-noopt	storage	noopt	RET	2
storage-noopt	storage	noopt	ISETATTR1_REG_INT_REG	8
storage-noopt	storage	noopt	BCTP_ID_REG	2
storage-noopt	storage	noopt	IMOD_REG_REG_INT	2
storage-noopt	storage	noopt	ASSERTINITIALIZED_REG	6
storage-noopt	storage	noopt	MINSTOIATTR1_REG_REG_INT	1
storage-noopt	storage	noopt	SWAPSETTP_REG_REG_REG_INT	1
storage-noopt	storage	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	7
storage-noopt	storage	noopt	LOAD_REG_STRING	1
storage-noopt	storage	noopt	BNE_ID_REG_INT	1
storage-noopt	storage	noopt	UNLINK_REG	4
storage-noopt	storage	noopt	IADD_REG_REG_INT	3
storage-noopt	storage	noopt	SAY_REG	2
storage-noopt	storage	noopt	SCONCAT_REG_STRING_REG	1
storage-noopt	storage	noopt	IGTE_REG_REG_INT	1
storage-noopt	storage	noopt	IMULT_REG_REG_INT	1
storage-noopt	storage	noopt	ITOSCONCAT_REG_STRING_REG	2
storage-noopt	storage	noopt	SWAPN_REG_REG_REG_REG	5
storage-noopt	storage	noopt	SETATTRS_REG_INT	3
storage-noopt	storage	noopt	IGT_REG_REG_REG	2
storage-noopt	storage	noopt	CALL_REG_FUNC_REG	3
storage-noopt	storage	noopt	SWAPSETTPSWAP_REG_REG_REG_INT_REG	1
storage-noopt	storage	noopt	RET_INT	3
storage-noopt	storage	noopt	ENDLIFE_REG	2
storage-noopt	storage	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	4
storage-opt	storage	opt	RET_REG	9
storage-opt	storage	opt	SAY_STRING	2
storage-opt	storage	opt	BRF_ID_REG	4
storage-opt	storage	opt	NUMSCI_INT_INT_INT	10
storage-opt	storage	opt	ISUB_REG_REG_INT	1
storage-opt	storage	opt	IEQ_REG_REG_INT	1
storage-opt	storage	opt	ILT_REG_REG_INT	1
storage-opt	storage	opt	SWAP_REG_REG	8
storage-opt	storage	opt	LINKATTR1_REG_REG_INT	13
storage-opt	storage	opt	BRTPANDT_ID_REG_INT	1
storage-opt	storage	opt	IGETUNLINK_REG_REG	2
storage-opt	storage	opt	APPEND_REG_REG	1
storage-opt	storage	opt	BRT_ID_REG	3
storage-opt	storage	opt	INE_REG_REG_INT	1
storage-opt	storage	opt	GETATTRS_REG_REG_INT	1
storage-opt	storage	opt	SCONCATITOS_REG_STRING_REG	1
storage-opt	storage	opt	COPY_REG_REG	20
storage-opt	storage	opt	SETOBJTYPE_REG_STRING	7
storage-opt	storage	opt	LOAD_REG_INT	23
storage-opt	storage	opt	SETTPCALL_REG_FUNC_REG_REG_INT	4
storage-opt	storage	opt	BR_ID	7
storage-opt	storage	opt	RET	2
storage-opt	storage	opt	ISETATTR1_REG_INT_REG	16
storage-opt	storage	opt	BCTP_ID_REG	2
storage-opt	storage	opt	INC1	1
storage-opt	storage	opt	IMOD_REG_REG_INT	3
storage-opt	storage	opt	ASSERTINITIALIZED_REG	6
storage-opt	storage	opt	MINSTOIATTR1_REG_REG_INT	1
storage-opt	storage	opt	SWAPSETTP_REG_REG_REG_INT	3
storage-opt	storage	opt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	4
storage-opt	storage	opt	BNE_ID_REG_INT	1
storage-opt	storage	opt	UNLINK_REG	8
storage-opt	storage	opt	IADD_REG_REG_INT	5
storage-opt	storage	opt	SAY_REG	2
storage-opt	storage	opt	SCONCAT_REG_STRING_REG	1
storage-opt	storage	opt	IGTE_REG_REG_INT	1
storage-opt	storage	opt	IMULT_REG_REG_INT	2
storage-opt	storage	opt	ITOSCONCAT_REG_STRING_REG	2
storage-opt	storage	opt	SWAPN_REG_REG_REG_REG	3
storage-opt	storage	opt	SETATTRS_REG_INT	7
storage-opt	storage	opt	IGT_REG_REG_REG	3
storage-opt	storage	opt	ICOPY_REG_REG	3
storage-opt	storage	opt	SWAPSETTPSWAP_REG_REG_REG_INT_REG	1
storage-opt	storage	opt	LOADSETTP2_REG_INT_REG_INT	1
storage-opt	storage	opt	RET_INT	2
storage-opt	storage	opt	ENDLIFE_REG	3
storage-opt	storage	opt	LOADSETTPSWAP_REG_INT_REG_INT_REG	2
list-noopt	list	noopt	RET_REG	15
list-noopt	list	noopt	SAY_STRING	1
list-noopt	list	noopt	BRF_ID_REG	8
list-noopt	list	noopt	NUMSCI_INT_INT_INT	13
list-noopt	list	noopt	SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG	5
list-noopt	list	noopt	ISUB_REG_REG_INT	1
list-noopt	list	noopt	IEQ_REG_REG_INT	2
list-noopt	list	noopt	ILT_REG_REG_INT	1
list-noopt	list	noopt	SWAP_REG_REG	13
list-noopt	list	noopt	LINKATTR1_REG_REG_INT	9
list-noopt	list	noopt	BRTPANDT_ID_REG_INT	1
list-noopt	list	noopt	SWAPN_REG_REG_REG_REG_REG_REG_REG_REG	5
list-noopt	list	noopt	BTOI_REG	2
list-noopt	list	noopt	APPEND_REG_REG	1
list-noopt	list	noopt	BRT_ID_REG	1
list-noopt	list	noopt	INE_REG_REG_INT	1
list-noopt	list	noopt	NULLN_REG_REG	3
list-noopt	list	noopt	GETATTRS_REG_REG_INT	1
list-noopt	list	noopt	REFVALID_REG_REG	4
list-noopt	list	noopt	SCONCATITOS_REG_STRING_REG	1
list-noopt	list	noopt	MKREF_REG_REG	4
list-noopt	list	noopt	MINLINKATTR1_REG_REG_REG_INT	2
list-noopt	list	noopt	COPY_REG_REG	5
list-noopt	list	noopt	SETOBJTYPE_REG_STRING	3
list-noopt	list	noopt	SWAPN_REG_REG_REG_REG_REG_REG	1
list-noopt	list	noopt	SETTPSWAP_REG_INT_REG	1
list-noopt	list	noopt	LOAD_REG_INT	22
list-noopt	list	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	5
list-noopt	list	noopt	BR_ID	2
list-noopt	list	noopt	RET	1
list-noopt	list	noopt	ISETATTR1_REG_INT_REG	3
list-noopt	list	noopt	BCTP_ID_REG	1
list-noopt	list	noopt	ASSERTINITIALIZED_REG	8
list-noopt	list	noopt	MINSTOIATTR1_REG_REG_INT	1
list-noopt	list	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	2
list-noopt	list	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	16
list-noopt	list	noopt	UNLINKN_REG_REG	4
list-noopt	list	noopt	LOAD_REG_STRING	1
list-noopt	list	noopt	BNE_ID_REG_INT	1
list-noopt	list	noopt	UNLINK_REG	16
list-noopt	list	noopt	IADD_REG_REG_INT	2
list-noopt	list	noopt	SAY_REG	2
list-noopt	list	noopt	SCONCAT_REG_STRING_REG	1
list-noopt	list	noopt	IGTE_REG_REG_INT	1
list-noopt	list	noopt	ITOSCONCAT_REG_STRING_REG	2
list-noopt	list	noopt	SWAPN_REG_REG_REG_REG	3
list-noopt	list	noopt	SETATTRS_REG_INT	3
list-noopt	list	noopt	IGT_REG_REG_REG	1
list-noopt	list	noopt	NULL_REG	1
list-noopt	list	noopt	CALL_REG_FUNC_REG	2
list-noopt	list	noopt	RET_INT	3
list-noopt	list	noopt	ENDLIFE_REG	7
list-noopt	list	noopt	LINKREF_REG_REG	9
list-noopt	list	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	12
list-noopt	list	noopt	NULLN_REG_REG_REG_REG	2
list-opt	list	opt	RET_REG	13
list-opt	list	opt	SAY_STRING	2
list-opt	list	opt	BRF_ID_REG	8
list-opt	list	opt	NUMSCI_INT_INT_INT	12
list-opt	list	opt	SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG	5
list-opt	list	opt	ISUB_REG_REG_INT	1
list-opt	list	opt	IEQ_REG_REG_INT	2
list-opt	list	opt	ILT_REG_REG_INT	1
list-opt	list	opt	SWAP_REG_REG	11
list-opt	list	opt	LINKATTR1_REG_REG_INT	9
list-opt	list	opt	BRTPANDT_ID_REG_INT	1
list-opt	list	opt	SWAPN_REG_REG_REG_REG_REG_REG_REG_REG	5
list-opt	list	opt	BTOI_REG	2
list-opt	list	opt	APPEND_REG_REG	1
list-opt	list	opt	BRT_ID_REG	1
list-opt	list	opt	INE_REG_REG_INT	1
list-opt	list	opt	NULLN_REG_REG	3
list-opt	list	opt	GETATTRS_REG_REG_INT	1
list-opt	list	opt	REFVALID_REG_REG	4
list-opt	list	opt	SCONCATITOS_REG_STRING_REG	1
list-opt	list	opt	MKREF_REG_REG	4
list-opt	list	opt	MINLINKATTR1_REG_REG_REG_INT	2
list-opt	list	opt	COPY_REG_REG	7
list-opt	list	opt	SETOBJTYPE_REG_STRING	5
list-opt	list	opt	SWAPN_REG_REG_REG_REG_REG_REG	1
list-opt	list	opt	SETTPSWAP_REG_INT_REG	1
list-opt	list	opt	LOAD_REG_INT	19
list-opt	list	opt	SETTPCALL_REG_FUNC_REG_REG_INT	5
list-opt	list	opt	BR_ID	4
list-opt	list	opt	RET	1
list-opt	list	opt	ISETATTR1_REG_INT_REG	4
list-opt	list	opt	BCTP_ID_REG	1
list-opt	list	opt	ASSERTINITIALIZED_REG	8
list-opt	list	opt	MINSTOIATTR1_REG_REG_INT	1
list-opt	list	opt	SWAPCALL_REG_FUNC_REG_REG_REG	2
list-opt	list	opt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	14
list-opt	list	opt	UNLINKN_REG_REG	4
list-opt	list	opt	BNE_ID_REG_INT	1
list-opt	list	opt	UNLINK_REG	16
list-opt	list	opt	IADD_REG_REG_INT	2
list-opt	list	opt	SAY_REG	2
list-opt	list	opt	SCONCAT_REG_STRING_REG	1
list-opt	list	opt	IGTE_REG_REG_INT	1
list-opt	list	opt	ITOSCONCAT_REG_STRING_REG	2
list-opt	list	opt	SWAPN_REG_REG_REG_REG	3
list-opt	list	opt	SETATTRS_REG_INT	5
list-opt	list	opt	IGT_REG_REG_REG	1
list-opt	list	opt	NULL_REG	1
list-opt	list	opt	ICOPY_REG_REG	2
list-opt	list	opt	RET_INT	4
list-opt	list	opt	ENDLIFE_REG	7
list-opt	list	opt	LINKREF_REG_REG	9
list-opt	list	opt	LOADSETTPSWAP_REG_INT_REG_INT_REG	12
list-opt	list	opt	NULLN_REG_REG_REG_REG	2
richards-noopt	richards	noopt	RET_REG	48
richards-noopt	richards	noopt	SAY_STRING	1
richards-noopt	richards	noopt	BRF_ID_REG	45
richards-noopt	richards	noopt	NUMSCI_INT_INT_INT	25
richards-noopt	richards	noopt	ISUB_REG_REG_INT	2
richards-noopt	richards	noopt	IEQ_REG_REG_INT	27
richards-noopt	richards	noopt	ILT_REG_REG_INT	4
richards-noopt	richards	noopt	SWAP_REG_REG	33
richards-noopt	richards	noopt	LINKATTR1_REG_REG_INT	122
richards-noopt	richards	noopt	BRTPANDT_ID_REG_INT	1
richards-noopt	richards	noopt	ISUB_REG_INT_REG	7
richards-noopt	richards	noopt	SWAPN_REG_REG_REG_REG_REG_REG_REG_REG	1
richards-noopt	richards	noopt	IDIV_REG_REG_INT	2
richards-noopt	richards	noopt	IGETUNLINK_REG_REG	17
richards-noopt	richards	noopt	BTOI_REG	3
richards-noopt	richards	noopt	APPEND_REG_REG	2
richards-noopt	richards	noopt	BRT_ID_REG	5
richards-noopt	richards	noopt	INE_REG_REG_INT	4
richards-noopt	richards	noopt	GETATTRS_REG_REG_INT	1
richards-noopt	richards	noopt	ISETUNLINKN_REG_REG_REG	19
richards-noopt	richards	noopt	SCONCATITOS_REG_STRING_REG	2
richards-noopt	richards	noopt	ILOADSETUNLINKN_REG_REG_INT_REG	19
richards-noopt	richards	noopt	MINLINKATTR1_REG_REG_REG_INT	35
richards-noopt	richards	noopt	SETLINKATTR1_REG_REG_INT_REG_INT	46
richards-noopt	richards	noopt	COPY_REG_REG	1
richards-noopt	richards	noopt	SETOBJTYPE_REG_STRING	1
richards-noopt	richards	noopt	CONCAT_REG_REG_STRING	1
richards-noopt	richards	noopt	SWAPN_REG_REG_REG_REG_REG_REG	5
richards-noopt	richards	noopt	LOAD_REG_INT	104
richards-noopt	richards	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	2
richards-noopt	richards	noopt	BR_ID	15
richards-noopt	richards	noopt	RET	4
richards-noopt	richards	noopt	ISETATTR1_REG_INT_REG	25
richards-noopt	richards	noopt	BCTP_ID_REG	2
richards-noopt	richards	noopt	ITOS_REG	1
richards-noopt	richards	noopt	ASSERTINITIALIZED_REG	22
richards-noopt	richards	noopt	MINSTOIATTR1_REG_REG_INT	1
richards-noopt	richards	noopt	IAND_REG_REG_INT	1
richards-noopt	richards	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	18
richards-noopt	richards	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	11
richards-noopt	richards	noopt	UNLINKN_REG_REG	28
richards-noopt	richards	noopt	LOAD_REG_STRING	1
richards-noopt	richards	noopt	UNLINK_REG	44
richards-noopt	richards	noopt	IGT_REG_REG_INT	2
richards-noopt	richards	noopt	IADD_REG_REG_INT	6
richards-noopt	richards	noopt	SAY_REG	2
richards-noopt	richards	noopt	SCONCAT_REG_STRING_REG	1
richards-noopt	richards	noopt	CONCAT_REG_REG_REG	1
richards-noopt	richards	noopt	IGTE_REG_REG_INT	3
richards-noopt	richards	noopt	ITOSCONCAT_REG_STRING_REG	2
richards-noopt	richards	noopt	SWAPN_REG_REG_REG_REG	21
richards-noopt	richards	noopt	SETATTRS_REG_INT	1
richards-noopt	richards	noopt	IGT_REG_REG_REG	4
richards-noopt	richards	noopt	IXOR_REG_REG_INT	1
richards-noopt	richards	noopt	ICOPY_REG_REG	2
richards-noopt	richards	noopt	CALL_REG_FUNC_REG	17
richards-noopt	richards	noopt	RET_INT	2
richards-noopt	richards	noopt	ENDLIFE_REG	1
richards-noopt	richards	noopt	UNLINKBR_REG_ID	3
richards-noopt	richards	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	34
richards-opt	richards	opt	RET_REG	32
richards-opt	richards	opt	SAY_STRING	2
richards-opt	richards	opt	BRF_ID_REG	93
richards-opt	richards	opt	NUMSCI_INT_INT_INT	24
richards-opt	richards	opt	ISUB_REG_REG_INT	4
richards-opt	richards	opt	IEQ_REG_REG_INT	49
richards-opt	richards	opt	ILT_REG_REG_INT	16
richards-opt	richards	opt	SWAP_REG_REG	23
richards-opt	richards	opt	LINKATTR1_REG_REG_INT	400
richards-opt	richards	opt	BRTPANDT_ID_REG_INT	1
richards-opt	richards	opt	IDIV_REG_REG_INT	4
richards-opt	richards	opt	IGETUNLINK_REG_REG	65
richards-opt	richards	opt	BTOI_REG	5
richards-opt	richards	opt	APPEND_REG_REG	2
richards-opt	richards	opt	BRT_ID_REG	12
richards-opt	richards	opt	INE_REG_REG_INT	5
richards-opt	richards	opt	SETLINKATTR1_REG_REG_INT_INT	18
richards-opt	richards	opt	GETATTRS_REG_REG_INT	1
richards-opt	richards	opt	ISETUNLINKN_REG_REG_REG	42
richards-opt	richards	opt	SCONCATITOS_REG_STRING_REG	2
richards-opt	richards	opt	ILOADSETUNLINKN_REG_REG_INT_REG	100
richards-opt	richards	opt	SETLINKATTR1_REG_REG_INT_REG_INT	126
richards-opt	richards	opt	MINLINKATTR1_REG_REG_REG_INT	106
richards-opt	richards	opt	COPY_REG_REG	133
richards-opt	richards	opt	CONCAT_REG_REG_STRING	1
richards-opt	richards	opt	SETOBJTYPE_REG_STRING	2
richards-opt	richards	opt	SWAPN_REG_REG_REG_REG_REG_REG	10
richards-opt	richards	opt	LOAD_REG_INT	90
richards-opt	richards	opt	BR_ID	87
richards-opt	richards	opt	RET	4
richards-opt	richards	opt	ISETATTR1_REG_INT_REG	58
richards-opt	richards	opt	BCTP_ID_REG	3
richards-opt	richards	opt	ITOS_REG	1
richards-opt	richards	opt	ASSERTINITIALIZED_REG	22
richards-opt	richards	opt	MINSTOIATTR1_REG_REG_INT	1
richards-opt	richards	opt	IAND_REG_REG_INT	2
richards-opt	richards	opt	SWAPCALL_REG_FUNC_REG_REG_REG	13
richards-opt	richards	opt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	2
richards-opt	richards	opt	UNLINKN_REG_REG	74
richards-opt	richards	opt	UNLINK_REG	140
richards-opt	richards	opt	IGT_REG_REG_INT	9
richards-opt	richards	opt	IADD_REG_REG_INT	22
richards-opt	richards	opt	SAY_REG	2
richards-opt	richards	opt	SCONCAT_REG_STRING_REG	1
richards-opt	richards	opt	CONCAT_REG_REG_REG	1
richards-opt	richards	opt	IGTE_REG_REG_INT	4
richards-opt	richards	opt	ITOSCONCAT_REG_STRING_REG	2
richards-opt	richards	opt	BRTF_ID_ID_REG	4
richards-opt	richards	opt	SWAPN_REG_REG_REG_REG	6
richards-opt	richards	opt	SETATTRS_REG_INT	2
richards-opt	richards	opt	IGT_REG_REG_REG	12
richards-opt	richards	opt	IXOR_REG_REG_INT	2
richards-opt	richards	opt	ICOPY_REG_REG	130
richards-opt	richards	opt	CALL_REG_FUNC_REG	10
richards-opt	richards	opt	RET_INT	17
richards-opt	richards	opt	ENDLIFE_REG	1
richards-opt	richards	opt	UNLINKBR_REG_ID	6
richards-opt	richards	opt	LOADSETTPSWAP_REG_INT_REG_INT_REG	23
json-noopt	json	noopt	RET_REG	2
json-noopt	json	noopt	SAY_STRING	1
json-noopt	json	noopt	BRF_ID_REG	3
json-noopt	json	noopt	NUMSCI_INT_INT_INT	2
json-noopt	json	noopt	ILT_REG_REG_INT	1
json-noopt	json	noopt	SWAP_REG_REG	2
json-noopt	json	noopt	BRTPANDT_ID_REG_INT	1
json-noopt	json	noopt	APPEND_REG_REG	1
json-noopt	json	noopt	BRT_ID_REG	1
json-noopt	json	noopt	INE_REG_REG_INT	1
json-noopt	json	noopt	GETATTRS_REG_REG_INT	1
json-noopt	json	noopt	SCONCATITOS_REG_STRING_REG	1
json-noopt	json	noopt	COPY_REG_REG	1
json-noopt	json	noopt	CONCAT_REG_REG_STRING	8
json-noopt	json	noopt	LOAD_REG_INT	5
json-noopt	json	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	3
json-noopt	json	noopt	BR_ID	1
json-noopt	json	noopt	BCTP_ID_REG	1
json-noopt	json	noopt	CONCAT_REG_STRING_REG	1
json-noopt	json	noopt	MINSTOIATTR1_REG_REG_INT	1
json-noopt	json	noopt	LOAD_REG_STRING	3
json-noopt	json	noopt	SAY_REG	2
json-noopt	json	noopt	SCONCAT_REG_STRING_REG	1
json-noopt	json	noopt	IGTE_REG_REG_INT	1
json-noopt	json	noopt	ITOSCONCAT_REG_STRING_REG	2
json-noopt	json	noopt	IGT_REG_REG_REG	1
json-noopt	json	noopt	RET_INT	2
json-noopt	json	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	1
json-opt	json	opt	RET_REG	2
json-opt	json	opt	SAY_STRING	2
json-opt	json	opt	BRF_ID_REG	3
json-opt	json	opt	NUMSCI_INT_INT_INT	1
json-opt	json	opt	ILT_REG_REG_INT	1
json-opt	json	opt	SWAP_REG_REG	1
json-opt	json	opt	BRTPANDT_ID_REG_INT	1
json-opt	json	opt	APPEND_REG_REG	1
json-opt	json	opt	BRT_ID_REG	1
json-opt	json	opt	INE_REG_REG_INT	1
json-opt	json	opt	GETATTRS_REG_REG_INT	1
json-opt	json	opt	SCONCATITOS_REG_STRING_REG	1
json-opt	json	opt	COPY_REG_REG	1
json-opt	json	opt	LOAD_REG_INT	5
json-opt	json	opt	SETTPCALL_REG_FUNC_REG_REG_INT	1
json-opt	json	opt	BR_ID	3
json-opt	json	opt	BCTP_ID_REG	1
json-opt	json	opt	MINSTOIATTR1_REG_REG_INT	1
json-opt	json	opt	LOAD_REG_STRING	2
json-opt	json	opt	SAY_REG	2
json-opt	json	opt	SCONCAT_REG_STRING_REG	1
json-opt	json	opt	IGTE_REG_REG_INT	1
json-opt	json	opt	ITOSCONCAT_REG_STRING_REG	2
json-opt	json	opt	IGT_REG_REG_REG	1
json-opt	json	opt	ICOPY_REG_REG	2
json-opt	json	opt	LOADSETTP2_REG_INT_REG_INT	1
json-opt	json	opt	RET_INT	1
base64-noopt	base64	noopt	STOBIN_REG	1
base64-noopt	base64	noopt	RET_REG	9
base64-noopt	base64	noopt	SAY_STRING	1
base64-noopt	base64	noopt	BRF_ID_REG	19
base64-noopt	base64	noopt	NUMSCI_INT_INT_INT	7
base64-noopt	base64	noopt	ISUB_REG_REG_INT	3
base64-noopt	base64	noopt	ILT_REG_REG_INT	1
base64-noopt	base64	noopt	SWAP_REG_REG	20
base64-noopt	base64	noopt	BRTPANDT_ID_REG_INT	1
base64-noopt	base64	noopt	SETTP_REG_INT	4
base64-noopt	base64	noopt	IDIV_REG_REG_INT	7
base64-noopt	base64	noopt	REQ_REG_REG_STRING	2
base64-noopt	base64	noopt	ISUB_REG_REG_REG	2
base64-noopt	base64	noopt	ILT_REG_REG_REG	3
base64-noopt	base64	noopt	APPEND_REG_REG	2
base64-noopt	base64	noopt	BRT_ID_REG	3
base64-noopt	base64	noopt	INE_REG_REG_INT	3
base64-noopt	base64	noopt	GETATTRS_REG_REG_INT	1
base64-noopt	base64	noopt	BGETU8_REG_REG_REG	8
base64-noopt	base64	noopt	SCONCATITOS_REG_STRING_REG	2
base64-noopt	base64	noopt	SCOPY_REG_REG	1
base64-noopt	base64	noopt	COPY_REG_REG	1
base64-noopt	base64	noopt	SETTPSWAP_REG_INT_REG	1
base64-noopt	base64	noopt	RNE_REG_REG_STRING	4
base64-noopt	base64	noopt	LOAD_REG_INT	41
base64-noopt	base64	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	11
base64-noopt	base64	noopt	BR_ID	6
base64-noopt	base64	noopt	BCTP_ID_REG	2
base64-noopt	base64	noopt	IMOD_REG_REG_INT	6
base64-noopt	base64	noopt	MINSTOIATTR1_REG_REG_INT	1
base64-noopt	base64	noopt	INC2	1
base64-noopt	base64	noopt	SWAPSETTP_REG_REG_REG_INT	2
base64-noopt	base64	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	2
base64-noopt	base64	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	14
base64-noopt	base64	noopt	BGE_ID_REG_INT	1
base64-noopt	base64	noopt	LOAD_REG_STRING	5
base64-noopt	base64	noopt	IGT_REG_REG_INT	4
base64-noopt	base64	noopt	IADD_REG_REG_INT	22
base64-noopt	base64	noopt	SAY_REG	2
base64-noopt	base64	noopt	SCONCAT_REG_STRING_REG	1
base64-noopt	base64	noopt	IGTE_REG_REG_INT	1
base64-noopt	base64	noopt	IMULT_REG_REG_INT	8
base64-noopt	base64	noopt	ITOSCONCAT_REG_STRING_REG	3
base64-noopt	base64	noopt	ILTE_REG_REG_REG	1
base64-noopt	base64	noopt	IADD_REG_REG_REG	6
base64-noopt	base64	noopt	SWAPN_REG_REG_REG_REG	8
base64-noopt	base64	noopt	IGT_REG_REG_REG	3
base64-noopt	base64	noopt	NULL_REG	4
base64-noopt	base64	noopt	CALL_REG_FUNC_REG	2
base64-noopt	base64	noopt	LOADSETTP2_REG_INT_REG_INT	2
base64-noopt	base64	noopt	BCOPY_REG_REG	1
base64-noopt	base64	noopt	RET_INT	3
base64-noopt	base64	noopt	BINTOS_REG	1
base64-noopt	base64	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	10
base64-noopt	base64	noopt	BSETU8_REG_REG_REG	10
base64-opt	base64	opt	RET_REG	5
base64-opt	base64	opt	SETSTRPOS_REG_REG	6
base64-opt	base64	opt	SAY_STRING	3
base64-opt	base64	opt	BRF_ID_REG	63
base64-opt	base64	opt	NUMSCI_INT_INT_INT	2
base64-opt	base64	opt	GETBYTE_REG_REG_REG	2
base64-opt	base64	opt	ISUB_REG_REG_INT	13
base64-opt	base64	opt	IEQ_REG_REG_INT	13
base64-opt	base64	opt	ILT_REG_REG_INT	7
base64-opt	base64	opt	SIGNAL_STRING_STRING	12
base64-opt	base64	opt	ISUB_REG_INT_REG	6
base64-opt	base64	opt	BLEN_REG_REG	7
base64-opt	base64	opt	SEQ_REG_REG_STRING	8
base64-opt	base64	opt	IDIV_REG_REG_INT	7
base64-opt	base64	opt	REQ_REG_REG_STRING	2
base64-opt	base64	opt	APPEND_REG_REG	1
base64-opt	base64	opt	IEQ_REG_REG_REG	7
base64-opt	base64	opt	ISUB_REG_REG_REG	8
base64-opt	base64	opt	ILT_REG_REG_REG	4
base64-opt	base64	opt	BRT_ID_REG	8
base64-opt	base64	opt	INE_REG_REG_INT	9
base64-opt	base64	opt	NULLN_REG_REG_REG	6
base64-opt	base64	opt	GETATTRS_REG_REG_INT	1
base64-opt	base64	opt	SCONCATITOS_REG_STRING_REG	1
base64-opt	base64	opt	BGETU8_REG_REG_REG	8
base64-opt	base64	opt	INE_REG_REG_REG	2
base64-opt	base64	opt	SCOPY_REG_REG	33
base64-opt	base64	opt	LOAD_REG_BINARY	1
base64-opt	base64	opt	COPY_REG_REG	13
base64-opt	base64	opt	STRCHAR_REG_REG_REG	6
base64-opt	base64	opt	RNE_REG_REG_STRING	4
base64-opt	base64	opt	LOAD_REG_INT	76
base64-opt	base64	opt	SETTPCALL_REG_FUNC_REG_REG_INT	1
base64-opt	base64	opt	BR_ID	45
base64-opt	base64	opt	BCMPB_REG_REG_REG	1
base64-opt	base64	opt	ITOS_REG	1
base64-opt	base64	opt	BCTP_ID_REG	4
base64-opt	base64	opt	PADSTR_REG_REG_REG	6
base64-opt	base64	opt	IMOD_REG_REG_INT	6
base64-opt	base64	opt	MINSTOIATTR1_REG_REG_INT	1
base64-opt	base64	opt	SUBSTRING_REG_REG_REG	6
base64-opt	base64	opt	BGE_ID_REG_INT	10
base64-opt	base64	opt	SCONCAT_REG_REG_STRING	1
base64-opt	base64	opt	LOAD_REG_STRING	17
