rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,685000,6,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@834;r1=R21;r2=R22;r3=R18;c2=int:0;c3=label@805","benchmark_base64_roundtrip_opt",791
2,685000,6,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R21;r2=R10;c1=int:0;c2=label@834;r3=R22;r4=R18","benchmark_base64_roundtrip_opt",787
3,685000,6,1,7,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | BGE_ID_REG_INT(c2,r3,c3)","r1=R18;r2=R17;c1=int:1;r3=R9;r4=R20;c2=label@777;c3=int:0","benchmark_base64_roundtrip_opt",762
4,685000,6,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3)","r1=R13;c1=int:0;r2=R16;c2=string@256;r3=R21;r4=R17;c3=int:1","benchmark_base64_roundtrip_opt",730
5,685000,6,1,6,candidate,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R16;c1=string@256;r2=R21;r3=R17;c2=int:1;c3=label@746","benchmark_base64_roundtrip_opt",733
6,685000,6,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3)","r1=R11;c1=string@48912;r2=R13;c2=int:0;r3=R16;c3=string@256","benchmark_base64_roundtrip_opt",727
7,685000,6,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9)","r1=R9;r2=R10;r3=R12;r4=R14;r5=R15;r6=R18;r7=R20;r8=R19;r9=R41","benchmark_base64_roundtrip_opt",712
8,685000,6,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4)","r1=R19;r2=R18;r3=R16;r4=R10;r5=R15;c1=int:1","benchmark_base64_roundtrip_opt",827
9,685000,6,1,5,candidate,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R14;r2=R11;r3=R21;c1=int:1;c2=label@759","benchmark_base64_roundtrip_opt",746
10,685000,6,1,6,candidate,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3)","r1=R20;r2=R19;r3=R18;r4=R17;c1=int:1;r5=R9","benchmark_base64_roundtrip_opt",759
11,685000,6,1,7,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_INT_REG(r4,c1,r3) | BLE_ID_REG_INT(c2,r4,c3)","r1=R16;r2=R19;r3=R10;r4=R15;c1=int:1;c2=label@850;c3=int:0","benchmark_base64_roundtrip_opt",830
12,683000,4,1,5,candidate,"BRT_ID_REG(c1,r1) | SEQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@1223;r1=R34;r2=R36;c2=string@256;c3=label@1234","benchmark_base64_roundtrip_opt",1216
13,683000,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1)","r1=R38;c1=int:1;r2=R35;r3=R36;r4=R34","benchmark_base64_roundtrip_opt",1234
14,683000,4,1,6,candidate,"LOAD_REG_STRING(r1,c1) | SEQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2)","r1=R36;c1=string@45544;r2=R34;r3=R35;c2=string@256;c3=label@1223","benchmark_base64_roundtrip_opt",1209
15,683000,4,1,5,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_STRING(r4,c1)","r1=R38;r2=R35;r3=R16;r4=R36;c1=string@45544","benchmark_base64_roundtrip_opt",1204
16,683000,4,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | SEQ_REG_REG_STRING(r4,r1,c2)","r1=R35;r2=R16;r3=R36;c1=string@45544;r4=R34;c2=string@256","benchmark_base64_roundtrip_opt",1206
17,683000,4,1,5,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r1,r3,c1)","r1=R34;r2=R35;c1=string@256;c2=label@1223;r3=R36","benchmark_base64_roundtrip_opt",1212
18,683000,4,1,5,candidate,"STRPOS_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1) | BR_ID(c1)","r1=R38;r2=R35;r3=R36;r4=R34;c1=label@1246","benchmark_base64_roundtrip_opt",1237
19,513000,3,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R15;r2=R2;c1=int:1;r3=R33;c2=string@48912;r4=R31;c3=int:0","benchmark_base64_roundtrip_opt",1282
20,513000,3,1,8,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | IADD_REG_REG_INT(r6,r7,c1)","r1=R29;r2=R14;r3=R12;r4=R13;r5=R41;r6=R15;r7=R2;c1=int:1","benchmark_base64_roundtrip_opt",1275
21,513000,3,1,7,candidate,"SCOPY_REG_REG(r1,r2) | IADD_REG_REG_INT(r3,r4,c1) | LOAD_REG_STRING(r5,c2)","r1=R13;r2=R41;r3=R15;r4=R2;c1=int:1;r5=R33;c2=string@48912","benchmark_base64_roundtrip_opt",1279
22,512000,3,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | BGETU8_REG_REG_REG(r3,r4,r5) | BSETU8_REG_REG_REG(r6,r1,r3)","r1=R36;r2=R20;c1=int:1;r3=R35;r4=R15;r5=R30;r6=R21","benchmark_base64_roundtrip_opt",253
23,512000,3,1,5,candidate,"IADD_REG_REG_REG(r1,r1,r2) | BSETU8_REG_REG_REG(r3,r4,r1) | IADD_REG_REG_INT(r4,r4,c1)","r1=R39;r2=R38;r3=R6;r4=R4;c1=int:1","benchmark_base64_roundtrip_opt",1943
24,342000,2,1,5,candidate,"BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@1970;r1=R39;r2=R24;c2=string@57120;c3=label@1997","benchmark_base64_roundtrip_opt",1963
25,342000,2,1,5,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c2,r1)","r1=R39;r2=R3;c1=int:1;r3=R4;c2=label@1970","benchmark_base64_roundtrip_opt",1955
26,342000,2,1,5,candidate,"ILT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r3,c2)","r1=R39;r2=R4;c1=label@1970;r3=R24;c2=string@57120","benchmark_base64_roundtrip_opt",1959
27,342000,2,1,3,candidate,"SCOPY_REG_REG(r1,r2) | NULL_REG(r2) | SCOPY_REG_REG(r3,r1)","r1=R16;r2=R38;r3=R35","benchmark_base64_roundtrip_opt",1201
28,341500,2,1,5,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r2,c2) | BR_ID(c3)","r1=R19;c1=int:3;r2=R20;c2=int:4;c3=label@157","benchmark_base64_roundtrip_opt",329
29,341500,2,1,4,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r3,c1) | ILT_REG_REG_REG(r2,r1,r2)","r1=R4;c1=int:1;r2=R39;r3=R3","benchmark_base64_roundtrip_opt",1951
30,341500,2,1,6,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r3,r1) | BSETU8_REG_REG_REG(r4,r5,r3)","r1=R38;r2=R20;c1=int:16;r3=R39;r4=R6;r5=R4","benchmark_base64_roundtrip_opt",1939
31,341000,2,1,6,candidate,"BGETU8_REG_REG_REG(r1,r2,r3) | BSETU8_REG_REG_REG(r4,r5,r1) | BR_ID(c1)","r1=R37;r2=R15;r3=R31;r4=R21;r5=R35;c1=label@297","benchmark_base64_roundtrip_opt",276
32,341000,2,1,8,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | BGETU8_REG_REG_REG(r4,r5,r6)","c1=label@286;r1=R36;r2=R35;r3=R20;c2=int:2;r4=R37;r5=R15;r6=R31","benchmark_base64_roundtrip_opt",269
33,341000,2,1,5,candidate,"BRF_ID_REG(c1,r1) | SCOPY_REG_REG(r2,r3) | NULL_REG(r4)","c1=label@1859;r1=R39;r2=R38;r3=R24;r4=R35","benchmark_base64_roundtrip_opt",1787
34,341000,2,1,7,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r4,c3)","r1=R36;r2=R33;c1=int:1;c2=label@286;r3=R35;r4=R20;c3=int:2","benchmark_base64_roundtrip_opt",265
35,341000,2,1,7,candidate,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IMOD_REG_REG_INT(r3,r4,c3)","r1=R39;r2=R24;c1=string@57120;c2=label@1997;r3=R38;r4=R20;c3=int:16","benchmark_base64_roundtrip_opt",1966
36,341000,2,1,5,candidate,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | SCOPY_REG_REG(r3,r2)","r1=R39;r2=R24;c1=string@57120;c2=label@1859;r3=R38","benchmark_base64_roundtrip_opt",1783
37,341000,2,1,4,candidate,"SCOPY_REG_REG(r1,r2) | NULL_REG(r3) | SCOPY_REG_REG(r4,r1)","r1=R38;r2=R24;r3=R35;r4=R33","benchmark_base64_roundtrip_opt",1790
38,171500,2,1,6,candidate,"ICOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R17;r2=R1;r3=R11;c1=string@48912;r4=R13;c2=int:0","benchmark_base64_roundtrip_opt",724
39,171500,2,1,7,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R15;r2=R18;r3=R20;r4=R19;r5=R41;r6=R17;r7=R1","benchmark_base64_roundtrip_opt",717
40,171500,2,1,6,candidate,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1)","r1=R19;r2=R41;r3=R17;r4=R1;r5=R11;c1=string@48912","benchmark_base64_roundtrip_opt",721
