runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,1,147086000.000000,147086000.000000,147086000.000000,147086000.000000,147086000.000000,0.000000,0.000000,0.000000,no
crexx,shared,assemble,1,9525000.000000,9525000.000000,9525000.000000,9525000.000000,9525000.000000,0.000000,0.000000,0.000000,no
crexx,rxvm,load_first_result,1,2428000.000000,2428000.000000,2428000.000000,2428000.000000,2428000.000000,0.000000,0.000000,0.000000,no
crexx,rxbvm,load_first_result,1,2099000.000000,2099000.000000,2099000.000000,2099000.000000,2099000.000000,0.000000,0.000000,0.000000,no
oorexx,oorexx,translate,1,5441000.000000,5441000.000000,5441000.000000,5441000.000000,5441000.000000,0.000000,0.000000,0.000000,no
oorexx,oorexx,load_first_result,1,5149000.000000,5149000.000000,5149000.000000,5149000.000000,5149000.000000,0.000000,0.000000,0.000000,no
netrexx,netrexx,compile,1,1111603000.000000,1111603000.000000,1111603000.000000,1111603000.000000,1111603000.000000,0.000000,0.000000,0.000000,no
netrexx,netrexx,load_first_result,1,30865000.000000,30865000.000000,30865000.000000,30865000.000000,30865000.000000,0.000000,0.000000,0.000000,no
