entry,rank,name,metric,module,kind,count,total_ns,average_ns,completed,unwound,return_type,args,status
lifecycle-retained-baseline,1,lifecycle_probe.main,elapsed,lifecycle_probe,procedure,1,311916,311916,1,0,.int,,complete
lifecycle-retained-baseline,1,lifecycle_probe.main,inclusive_body,lifecycle_probe,procedure,1,286166,286166,1,0,.int,,complete
lifecycle-retained-baseline,1,lifecycle_probe.main,self,lifecycle_probe,procedure,1,286166,286166,1,0,.int,,complete
lifecycle-retained-baseline,1,lifecycle_probe.main,native_child,lifecycle_probe,procedure,1,0,0,1,0,.int,,complete
lifecycle-retained-baseline,1,lifecycle_probe.main,entry_overhead,lifecycle_probe,procedure,1,17250,17250,1,0,.int,,complete
lifecycle-retained-baseline,1,lifecycle_probe.main,exit_overhead,lifecycle_probe,procedure,1,8500,8500,1,0,.int,,complete
lifecycle-retained-candidate,1,lifecycle_probe.main,elapsed,lifecycle_probe,procedure,1,58458,58458,1,0,.int,,complete
lifecycle-retained-candidate,1,lifecycle_probe.main,inclusive_body,lifecycle_probe,procedure,1,55416,55416,1,0,.int,,complete
lifecycle-retained-candidate,1,lifecycle_probe.main,self,lifecycle_probe,procedure,1,55416,55416,1,0,.int,,complete
lifecycle-retained-candidate,1,lifecycle_probe.main,native_child,lifecycle_probe,procedure,1,0,0,1,0,.int,,complete
lifecycle-retained-candidate,1,lifecycle_probe.main,entry_overhead,lifecycle_probe,procedure,1,2250,2250,1,0,.int,,complete
lifecycle-retained-candidate,1,lifecycle_probe.main,exit_overhead,lifecycle_probe,procedure,1,792,792,1,0,.int,,complete
lifecycle-stripped-baseline,1,lifecycle_probe.main,elapsed,lifecycle_probe,procedure,1,47125,47125,1,0,.int,,complete
lifecycle-stripped-baseline,1,lifecycle_probe.main,inclusive_body,lifecycle_probe,procedure,1,44084,44084,1,0,.int,,complete
lifecycle-stripped-baseline,1,lifecycle_probe.main,self,lifecycle_probe,procedure,1,44084,44084,1,0,.int,,complete
lifecycle-stripped-baseline,1,lifecycle_probe.main,native_child,lifecycle_probe,procedure,1,0,0,1,0,.int,,complete
lifecycle-stripped-baseline,1,lifecycle_probe.main,entry_overhead,lifecycle_probe,procedure,1,2291,2291,1,0,.int,,complete
lifecycle-stripped-baseline,1,lifecycle_probe.main,exit_overhead,lifecycle_probe,procedure,1,750,750,1,0,.int,,complete
lifecycle-stripped-candidate,1,lifecycle_probe.main,elapsed,lifecycle_probe,procedure,1,143541,143541,1,0,.int,,complete
lifecycle-stripped-candidate,1,lifecycle_probe.main,inclusive_body,lifecycle_probe,procedure,1,98375,98375,1,0,.int,,complete
lifecycle-stripped-candidate,1,lifecycle_probe.main,self,lifecycle_probe,procedure,1,98375,98375,1,0,.int,,complete
lifecycle-stripped-candidate,1,lifecycle_probe.main,native_child,lifecycle_probe,procedure,1,0,0,1,0,.int,,complete
lifecycle-stripped-candidate,1,lifecycle_probe.main,entry_overhead,lifecycle_probe,procedure,1,20500,20500,1,0,.int,,complete
lifecycle-stripped-candidate,1,lifecycle_probe.main,exit_overhead,lifecycle_probe,procedure,1,24666,24666,1,0,.int,,complete
