entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,warmup,1,4465000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,warmup,2,3338000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,warmup,3,3242000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,1,3733000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,2,3631000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,3,3429000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,4,3342000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,5,3979000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,6,3699000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,7,3494000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,8,3588000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,9,3851000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,10,3328000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,11,3313000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,12,3937000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,13,4109000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,14,3489000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,15,3386000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,16,4081000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,17,3632000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,18,3478000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,19,3589000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,20,4305000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,21,3330000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,22,3571000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,23,3933000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,24,3761000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,25,3272000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,26,3455000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,27,4312000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,28,3389000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,29,3333000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,30,3640000,0,pass
lifecycle-retained-baseline,lifecycle-retained-vm,Lifecycle probe,baseline,retained-baseline-vm,process,recorded,31,4248000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,warmup,1,3826000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,warmup,2,3863000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,warmup,3,3415000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,1,3415000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,2,4272000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,3,3230000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,4,3674000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,5,4433000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,6,3375000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,7,3172000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,8,3491000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,9,4293000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,10,3144000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,11,3368000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,12,4061000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,13,3955000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,14,3422000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,15,3675000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,16,4339000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,17,3519000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,18,4084000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,19,4352000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,20,3723000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,21,3393000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,22,3562000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,23,4361000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,24,4019000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,25,3423000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,26,3967000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,27,3694000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,28,3425000,0,pass
lifecycle-retained-candidate,lifecycle-retained-vm,Lifecycle probe,candidate,retained-candidate-vm,process,recorded,29,3258000,0,pass
