cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
steady-9-rxtvm-control,Decimal-steady-9-rxtvm,crexx,rxtvm,control-fixed-tiers,A,no,startup-included,100000-iterations,elapsed_ns,12,1117816000.000000,1129186250.000000,1134128500.000000,1139069250.000000,1149858000.000000,5509000.000000,0.485747,2.825253,no
steady-9-rxtvm-candidate,Decimal-steady-9-rxtvm,crexx,rxtvm,candidate-dynamic-precision,A,no,startup-included,100000-iterations,elapsed_ns,12,1116541000.000000,1121363750.000000,1129647000.000000,1131814000.000000,1134923000.000000,4127000.000000,0.365335,1.627234,no
cold-9-rxbvm-control,Decimal-cold-9-rxbvm,crexx,rxbvm,control-fixed-tiers,A,no,startup-included,1-iteration-cold,elapsed_ns,12,10972000.000000,15725500.000000,15847000.000000,15900000.000000,15971000.000000,75500.000000,0.476431,31.545403,yes
cold-9-rxbvm-candidate,Decimal-cold-9-rxbvm,crexx,rxbvm,candidate-dynamic-precision,A,no,startup-included,1-iteration-cold,elapsed_ns,12,13806000.000000,15786000.000000,15821500.000000,15909750.000000,16051000.000000,74500.000000,0.470878,14.189552,yes
cold-9-rxtvm-control,Decimal-cold-9-rxtvm,crexx,rxtvm,control-fixed-tiers,A,no,startup-included,1-iteration-cold,elapsed_ns,12,14139000.000000,15951500.000000,15966500.000000,15987750.000000,16093000.000000,20500.000000,0.128394,12.238124,yes
cold-9-rxtvm-candidate,Decimal-cold-9-rxtvm,crexx,rxtvm,candidate-dynamic-precision,A,no,startup-included,1-iteration-cold,elapsed_ns,12,11743000.000000,15588500.000000,15945500.000000,16036000.000000,16118000.000000,99500.000000,0.624001,27.437208,yes
cold-18-rxbvm-control,Decimal-cold-18-rxbvm,crexx,rxbvm,control-fixed-tiers,A,no,startup-included,1-iteration-cold,elapsed_ns,12,12389000.000000,13532250.000000,15896000.000000,15936250.000000,15954000.000000,52000.000000,0.327126,22.427026,yes
cold-18-rxbvm-candidate,Decimal-cold-18-rxbvm,crexx,rxbvm,candidate-dynamic-precision,A,no,startup-included,1-iteration-cold,elapsed_ns,12,11354000.000000,12307250.000000,15836500.000000,15885000.000000,16000000.000000,149000.000000,0.940864,29.337290,yes
cold-18-rxtvm-control,Decimal-cold-18-rxtvm,crexx,rxtvm,control-fixed-tiers,A,no,startup-included,1-iteration-cold,elapsed_ns,12,14528000.000000,15615250.000000,15922000.000000,15963000.000000,16092000.000000,76500.000000,0.480467,9.822887,no
cold-18-rxtvm-candidate,Decimal-cold-18-rxtvm,crexx,rxtvm,candidate-dynamic-precision,A,no,startup-included,1-iteration-cold,elapsed_ns,12,11095000.000000,13827000.000000,15881500.000000,15924500.000000,16110000.000000,62500.000000,0.393540,31.577622,yes
