rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1875200,1,1,5,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3) | BTOI_REG(r2) | IEQ_REG_REG_INT(r2,r2,c2)","c1=label@563;r1=R11;r2=R12;r3=R1;c2=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",530
2,1875200,1,1,5,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r3,r4) | BTOI_REG(r3)","r1=R11;r2=R3;c1=label@563;r3=R12;r4=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",527
3,1875200,1,1,4,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R12;r2=R1;c1=int:0;c2=label@547","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",533
4,1805000,1,1,6,candidate,"RELINKREF_REG_REG(r1,r2) | COPYATTR1_REG_REG_INT(r3,r4,c1) | COPYATTR1_REG_REG_INT(r2,r1,c1) | BR_ID(c2)","r1=R10;r2=R3;r3=R1;r4=R9;c1=int:1;c2=label@527","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",550
5,1805000,1,1,5,candidate,"RELINKREF_REG_REG(r1,r2) | RELINKREF_REG_REG(r3,r4) | COPYATTR1_REG_REG_INT(r2,r1,c1) | COPYATTR1_REG_REG_INT(r4,r3,c1)","r1=R9;r2=R1;r3=R10;r4=R3;c1=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",547
6,280900,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r2,r3) | COPY_REG_REG(r2,r4)","r1=R14;c1=int:18;c2=int:1;r2=R1;r3=R3;r4=R15","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",512
7,280900,1,1,9,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG(r6,r7)","r1=R35;c1=int:18;c2=int:1;r2=R21;r3=R22;r4=R23;r5=R6;r6=R11;r7=R16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",572
8,280900,1,1,6,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | REFVALID_REG_REG(r5,r3) | BRF_ID_REG(c1,r5)","r1=R1;r2=R15;r3=R3;r4=R16;r5=R11;c1=label@563","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",521
9,280900,1,1,6,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1) | BRF_ID_REG(c1,r3) | REFVALID_REG_REG(r4,r5)","r1=R3;r2=R16;r3=R11;c1=label@563;r4=R12;r5=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",524
10,280900,1,1,5,candidate,"NULLN_REG_REG(r1,r2) | COPY_REG_REG(r1,r3) | COPY_REG_REG(r2,r4) | REFVALID_REG_REG(r5,r2)","r1=R1;r2=R3;r3=R15;r4=R16;r5=R11","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",518
11,280900,1,1,6,candidate,"NULLN_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1) | SETTP_REG_INT(r5,c1)","r1=R11;r2=R16;r3=R35;c1=int:256;r4=R37;r5=R36","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",583
12,280900,1,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | SETTP_REG_INT(r7,c1) | SETTP_REG_INT(r8,c1)","r1=R21;r2=R22;r3=R23;r4=R6;r5=R11;r6=R16;r7=R35;c1=int:256;r8=R37","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",578
