phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,134985.499604534678,7586
recorded,1,5,rxbvml,channel-throughput,accepted,2511.478240395558,101932
recorded,1,6,rxbvml,channel-latency,candidate,133108.020278174954,7693
recorded,1,6,rxbvml,channel-throughput,candidate,2767.088935967833,92516
recorded,1,7,rxtvml,channel-latency,accepted,136587.968520741619,7497
recorded,1,7,rxtvml,channel-throughput,accepted,2399.047877873469,106709
recorded,1,8,rxtvml,channel-latency,candidate,138172.986101740651,7411
recorded,1,8,rxtvml,channel-throughput,candidate,2672.791814575068,95780
recorded,2,9,rxtvml,channel-latency,candidate,135306.553911205061,7568
recorded,2,9,rxtvml,channel-throughput,candidate,2686.394879059762,95295
recorded,2,10,rxtvml,channel-latency,accepted,133716.375032645592,7658
recorded,2,10,rxtvml,channel-throughput,accepted,2677.124183006536,95625
recorded,2,11,rxbvml,channel-latency,candidate,146725.891961599089,6979
recorded,2,11,rxbvml,channel-throughput,candidate,2591.329169661204,98791
recorded,2,12,rxbvml,channel-latency,accepted,89667.250437828377,11420
recorded,2,12,rxbvml,channel-throughput,accepted,3136.294027565084,81625
recorded,3,13,rxbvml,channel-latency,accepted,138397.080686579255,7399
recorded,3,13,rxbvml,channel-throughput,accepted,3113.370466762338,82226
recorded,3,14,rxbvml,channel-latency,candidate,139642.711032319639,7333
recorded,3,14,rxbvml,channel-throughput,candidate,3155.662935752675,81124
recorded,3,15,rxtvml,channel-latency,accepted,137986.794232583197,7421
recorded,3,15,rxtvml,channel-throughput,accepted,2658.138472401047,96308
recorded,3,16,rxtvml,channel-latency,candidate,143397.283293656365,7141
recorded,3,16,rxtvml,channel-throughput,candidate,2674.690738883316,95712
recorded,4,17,rxtvml,channel-latency,candidate,138528.138528138516,7392
recorded,4,17,rxtvml,channel-throughput,candidate,2663.586894320109,96111
recorded,4,18,rxtvml,channel-latency,accepted,145310.061018873268,7047
recorded,4,18,rxtvml,channel-throughput,accepted,2673.852645651856,95742
recorded,4,19,rxbvml,channel-latency,candidate,143116.701607267634,7155
recorded,4,19,rxbvml,channel-throughput,candidate,3032.420843155139,84421
recorded,4,20,rxbvml,channel-latency,accepted,133681.462140992167,7660
recorded,4,20,rxbvml,channel-throughput,accepted,2674.215754891412,95729
recorded,5,21,rxbvml,channel-latency,accepted,138960.510245623562,7369
