rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1243200,37,1,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R40;r2=R41;r3=R42","benchmark_rexxcps_levelb_noopt",545
2,300000,7,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | STEMGET_REG_REG_REG(r3,r4,r2)","r1=R60;r2=R82;r3=R79;r4=R0","benchmark_rexxcps_levelb_noopt",654
3,268800,5,1,5,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r1,r3)","r1=R78;r2=R59;c1=string@38320;r3=R60;r4=R76","benchmark_rexxcps_levelb_noopt",606
4,230400,7,1,4,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1)","r1=R80;c1=int:2;r2=R86;r3=R81","benchmark_rexxcps_levelb_noopt",920
5,201607,5,2,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1)","r1=R12;c1=int:0;r2=R31;r3=R39","_typedformat",180
6,201600,6,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6)","r1=R61;r2=R41;r3=R37;r4=R46;r5=R65;r6=R50","benchmark_rexxcps_levelb_noopt",1282
7,199200,4,1,4,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | STEMGET_REG_REG_REG(r2,r4,r1) | SCOPY_REG_REG(r1,r2)","r1=R81;r2=R78;r3=R60;r4=R0","benchmark_rexxcps_levelb_noopt",704
8,199200,4,1,3,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3)","r1=R78;r2=R0;r3=R81","benchmark_rexxcps_levelb_noopt",708
9,168002,5,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R33;c1=int:1;r2=R31;c2=int:2;r3=R24;c3=int:256","benchmark_rexxcps_levelb_noopt",184
10,168000,5,1,6,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2)","r1=R41;r2=R46;r3=R50;r4=R55;r5=R61;r6=R37","benchmark_rexxcps_levelb_noopt",1277
11,168000,5,1,6,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3)","r1=R55;r2=R69;r3=R41;r4=R46;r5=R50;r6=R61","benchmark_rexxcps_levelb_noopt",1274
12,163200,5,1,4,candidate,"CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2)","r1=R76;c1=string@38320;r2=R74;c2=int:2","benchmark_rexxcps_levelb_noopt",976
13,134400,4,1,6,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | PARSEWORDS3_REG_REG_REG_REG(r3,r4,r5,r2)","r1=R69;c1=string@58352;r2=R55;r3=R41;r4=R46;r5=R50","benchmark_rexxcps_levelb_noopt",1271
14,134400,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","c1=int:18;c2=int:1;r1=R0;r2=R3","upper",0
15,132000,3,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | STEMSET_REG_REG_REG(r3,r4,r1)","r1=R80;r2=R76;r3=R0;r4=R79","benchmark_rexxcps_levelb_noopt",870
16,129600,4,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2)","r1=R76;c1=string@38320;r2=R74;c2=int:2","benchmark_rexxcps_levelb_noopt",974
17,129600,4,1,3,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c2)","r1=R76;c1=int:1;c2=string@38320","benchmark_rexxcps_levelb_noopt",971
18,102034,8,4,6,candidate,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R11;c1=string@7352;r2=R33;r3=R12;c2=int:1;c3=label@168","benchmark_rexxcps_levelb_noopt",146
19,102033,7,3,5,candidate,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R4;r2=R1;r3=R11;c1=int:1;c2=label@80","left",67
20,101400,7,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTPCALL_REG_FUNC_REG_REG_INT(r3,c3,r2,r1,c4)","r1=R31;c1=string@21736;r2=R30;c2=int:1;r3=R29;c3=func@21856;c4=int:768","benchmark_rexxcps_levelb_noopt",361
21,101218,4,4,6,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3) | SETTP_REG_INT(r2,c4)","c1=label@28;r1=R15;c2=int:256;r2=R1;c3=string@329248;c4=int:0","left",16
22,101218,4,4,4,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | BR_ID(c3)","r1=R1;c1=string@329248;c2=int:0;c3=label@43","left",20
23,101200,2,2,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@13071;r1=R29;r2=R30;r3=R26;c2=int:0;c3=label@13042","trace",13028
24,101200,2,2,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R29;r2=R14;c1=int:0;c2=label@13071;r3=R30;r4=R26","trace",13024
25,101200,2,2,7,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | BGE_ID_REG_INT(c2,r3,c3)","r1=R26;r2=R24;c1=int:1;r3=R16;r4=R28;c2=label@13014;c3=int:0","trace",12999
26,101200,2,2,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3)","r1=R3;c1=int:0;r2=R25;c2=string@28856;r3=R29;r4=R24;c3=int:1","trace",12967
27,101200,2,2,6,candidate,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3)","r1=R28;r2=R27;r3=R26;r4=R24;c1=int:1;r5=R16","trace",12996
28,100802,2,2,7,candidate,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@70;r1=R66;r2=R45;r3=R2;c2=int:0;c3=label@76;c4=label@79","_typedformat",59
29,100801,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R78;c1=int:4;r2=R79;c2=int:768;r3=R81;c3=int:256","benchmark_rexxcps_levelb_noopt",631
30,100800,1,1,6,candidate,"BRT_ID_REG(c1,r1) | DGT_REG_REG_REG(r1,r2,r3) | BRTF_ID_ID_REG(c2,c3,r1)","c1=label@691;r1=R82;r2=R17;r3=R10;c2=label@896;c3=label@698","benchmark_rexxcps_levelb_noopt",680
31,100800,1,1,6,candidate,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRT_ID_REG(c2,r1) | DGT_REG_REG_REG(r1,r3,r4)","r1=R82;r2=R8;c1=decimal@40832;c2=label@691;r3=R17;r4=R10","benchmark_rexxcps_levelb_noopt",676
32,100800,1,1,7,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@28856","substr",57
33,100800,3,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1)","r1=R60;r2=R76;r3=R78;r4=R83;c1=int:1234","benchmark_rexxcps_levelb_noopt",610
34,100800,1,1,8,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | GETANDTP_REG_REG_INT(r4,r5,c1) | LOAD_REG_INT(r6,c2)","r1=R0;r2=R8;r3=R11;r4=R3;r5=R20;c1=int:256;r6=R6;c2=int:0","substr",53
35,100800,3,1,5,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | SCOPY_REG_REG(r4,r3)","r1=R65;r2=R50;r3=R69;c1=string@60776;r4=R56","benchmark_rexxcps_levelb_noopt",1288
36,100800,3,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1)","r1=R37;r2=R46;r3=R65;r4=R50;r5=R69;c1=string@60776","benchmark_rexxcps_levelb_noopt",1285
37,100800,1,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r4)","r1=R12;r2=R11;r3=R9;r4=R1;r5=R8;r6=R20","substr",208
38,100800,2,1,9,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTPCALL_REG_FUNC_REG_REG_INT(r3,c3,r4,r5,c4)","r1=R79;c1=int:768;r2=R81;c2=int:256;r3=R77;c3=func@38880;r4=R78;r5=R82;c4=int:512","benchmark_rexxcps_levelb_noopt",634
39,100800,1,1,7,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_REG_REG(r4,r5,r3) | BLE_ID_REG_INT(c1,r4,c2)","r1=R9;r2=R12;r3=R1;r4=R8;r5=R20;c1=label@231;c2=int:0","substr",211
40,68019,6,4,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2)","r1=R12;c1=int:100;r2=R3;r3=R11;c2=string@3232","benchmark_rexxcps_levelb_noopt",23
41,68016,3,3,5,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1)","c1=label@13042;r1=R30;r2=R14;r3=R28;c2=label@13053","trace",13035
