product,bytes,sha256,delta_vs_post_ef0_bytes,delta_vs_committed_e1_bytes
E1-P1-rxbvm,1002392,cc9eb05c6b232ed7fb42f52b95b6ca067b61d214e45342cca90cf441fb870996,1264,-176
