rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2051502,4,3,4,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | SCOPY_REG_REG(r2,r1)","c1=label@13;r1=R3;c2=int:512;r2=R1","length",4
2,2051502,4,3,3,candidate,"SCOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R1;r2=R3;c1=label@16","length",8
3,2051001,4,3,4,candidate,"ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R8;r2=R5;c1=int:1;c2=label@60","benchmark_base64_roundtrip_noopt",41
4,2051001,9,1,3,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1)","r1=R4;c1=int:256;r2=R10","benchmark_base64_roundtrip_noopt",145
5,1710000,9,1,4,candidate,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R10;r2=R2;r3=R11;c1=int:256","benchmark_base64_roundtrip_noopt",606
6,1369000,5,2,4,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R17;r2=R15;c1=int:1;c2=label@413","benchmark_base64_roundtrip_noopt",398
7,1368502,3,3,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4)","c1=int:18;c2=int:1;c3=label@13;r1=R3;c4=int:512","length",0
8,1368001,8,1,4,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R9;c1=int:2;r2=R4;c2=int:256","benchmark_base64_roundtrip_noopt",142
9,1027001,8,1,4,candidate,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4)","r1=R4;r2=R10;r3=R2;r4=R11","benchmark_base64_roundtrip_noopt",158
10,686003,11,1,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R3;c1=int:1024;r2=R1;c2=int:2","benchmark_base64_roundtrip_noopt",263
11,685003,4,2,4,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R9;r2=R7;c1=int:1368;c2=label@142","benchmark_base64_roundtrip_noopt",107
12,685000,1,1,5,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2)","c1=label@219;r1=R15;r2=R14;r3=R11;c2=int:0","substr",179
13,685000,1,1,5,candidate,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2)","c1=label@92;r1=R3;r2=R14;r3=R20;c2=int:0","substr",81
14,685000,1,1,5,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3)","c1=label@38;r1=R21;c2=int:256;r2=R4;c3=string@314664","substr",26
15,685000,1,1,5,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0","substr",61
16,685000,1,1,4,candidate,"ICOPY_REG_REG(r1,r2) | BGE_ID_REG_REG(c1,r3,r2)","r1=R1;r2=R20;c1=label@175;r3=R0","substr",165
17,685000,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R14;r2=R11;c1=int:0;c2=label@193","substr",182
18,685000,1,1,5,candidate,"ILT_REG_REG_INT(r1,r2,c1) | BRTF_ID_ID_REG(c2,c3,r1)","r1=R14;r2=R20;c1=int:0;c2=label@98;c3=label@101","substr",84
19,685000,1,1,5,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1)","r1=R11;r2=R19;c1=int:1;r3=R0;r4=R13","substr",117
20,685000,1,1,5,candidate,"ISUB_REG_REG_REG(r1,r2,r3) | BGE_ID_REG_INT(c1,r1,c2)","r1=R0;r2=R13;r3=R11;c1=label@132;c2=int:0","substr",121
21,685000,1,1,5,candidate,"ISUB_REG_REG_REG(r1,r2,r3) | BLE_ID_REG_INT(c1,r1,c2)","r1=R8;r2=R20;r3=R1;c1=label@235;c2=int:0","substr",219
22,685000,1,1,3,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1)","r1=R16;c1=int:0;c2=label@212","substr",204
23,685000,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2)","r1=R6;c1=int:0;r2=R9;c2=string@28856","substr",65
24,685000,1,1,5,candidate,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2)","r1=R9;c1=string@28856;r2=R14;r3=R19;c2=int:1","substr",68
25,685000,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2)","r1=R4;c1=string@314664;c2=int:0","substr",30
26,685000,1,1,3,candidate,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1)","r1=R14;r2=R3;c1=label@159","substr",132
27,685000,1,1,5,candidate,"NULLN_REG_REG(r1,r2) | GETANDTP_REG_REG_INT(r3,r4,c1)","r1=R11;r2=R13;r3=R3;r4=R20;c1=int:256","substr",58
28,685000,1,1,6,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6)","r1=R0;r2=R5;r3=R7;r4=R8;r5=R11;r6=R13","substr",53
