rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1368502,3,3,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | SCOPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R3;c4=int:512;r2=R1;c5=label@16","length",0
2,1196500,5,1,6,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | SETTP_REG_INT(r4,c2)","r1=R9;c1=int:4;r2=R25;c2=int:256;r3=R10;r4=R12","benchmark_base64_roundtrip_noopt",642
3,685000,1,1,7,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3) | SETTP_REG_INT(r2,c4) | BR_ID(c5)","c1=label@38;r1=R21;c2=int:256;r2=R4;c3=string@314664;c4=int:0;c5=label@53","substr",26
4,685000,1,1,10,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3) | ILT_REG_REG_INT(r5,r6,c4)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@28856;r5=R14;r6=R19;c4=int:1","substr",61
5,685000,1,1,7,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R15;r2=R1;c1=int:0;c2=label@219;r3=R14;r4=R11;c3=label@193","substr",175
6,685000,6,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","r1=R11;c1=int:1;r2=R8;c2=int:4;r3=R25;c3=int:256;r4=R9","benchmark_base64_roundtrip_noopt",594
7,685000,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R6;c1=int:0;r2=R9;c2=string@28856;r3=R14;r4=R19;c3=int:1;c4=label@81","substr",65
8,685000,1,1,9,candidate,"NULLN_REG_REG(r1,r2) | GETANDTP_REG_REG_INT(r3,r4,c1) | LOAD_REG_INT(r5,c2) | LOAD_REG_STRING(r6,c3)","r1=R11;r2=R13;r3=R3;r4=R20;c1=int:256;r5=R6;c2=int:0;r6=R9;c3=string@28856","substr",58
9,685000,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | GETANDTP_REG_REG_INT(r7,r8,c1) | LOAD_REG_INT(r9,c2)","r1=R0;r2=R5;r3=R7;r4=R8;r5=R11;r6=R13;r7=R3;r8=R20;c1=int:256;r9=R6;c2=int:0","substr",53
10,685000,1,1,8,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r4) | BLE_ID_REG_INT(c1,r5,c2)","r1=R12;r2=R11;r3=R9;r4=R1;r5=R8;r6=R20;c1=label@235;c2=int:0","substr",212
11,685000,1,1,8,candidate,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3) | BGE_ID_REG_INT(c2,r5,c3)","r1=R13;r2=R12;r3=R11;r4=R19;c1=int:1;r5=R0;c2=label@132;c3=int:0","substr",114
12,683000,1,1,6,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c4) | ILT_REG_REG_INT(r2,r1,c3)","c1=label@38;r1=R8;c2=int:256;c3=int:1;c4=int:0;r2=R4","pos",28
