cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
d2-cal-current-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D0-mc-current,D,no,steady-adapter,5000000,elapsed_ns,8,278708000.000000,283960000.000000,289957500.000000,290482250.000000,296053000.000000,3325500.000000,1.146892,5.981911,no
d2-cal-p3-n18-b20-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n18-b20,D,no,steady-adapter,5000000,elapsed_ns,8,429948000.000000,440102000.000000,444371500.000000,445676750.000000,446265000.000000,1756500.000000,0.395277,3.671928,no
d2-cal-p3-n18-b36-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n18-b36,D,no,steady-adapter,5000000,elapsed_ns,8,422125000.000000,430577750.000000,433818500.000000,436820750.000000,445665000.000000,3125000.000000,0.720347,5.426232,no
d2-cal-p3-n18-b64-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n18-b64,D,no,steady-adapter,5000000,elapsed_ns,8,429289000.000000,431243000.000000,433659500.000000,437808250.000000,446527000.000000,3901500.000000,0.899669,3.975008,no
d2-cal-p3-n18-b128-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n18-b128,D,no,steady-adapter,5000000,elapsed_ns,8,423858000.000000,429654250.000000,431314000.000000,434138750.000000,437627000.000000,2183500.000000,0.506244,3.192338,no
d2-cal-p3-n34-b20-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n34-b20,D,no,steady-adapter,5000000,elapsed_ns,8,431589000.000000,436153750.000000,438514500.000000,439081500.000000,442670000.000000,1676000.000000,0.382199,2.526940,no
d2-cal-p3-n34-b36-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n34-b36,D,no,steady-adapter,5000000,elapsed_ns,8,427403000.000000,427991500.000000,433922500.000000,434410000.000000,434931000.000000,994000.000000,0.229073,1.734872,no
d2-cal-p3-n34-b64-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n34-b64,D,no,steady-adapter,5000000,elapsed_ns,8,425491000.000000,429005500.000000,432611000.000000,439127000.000000,460796000.000000,5399500.000000,1.248119,8.160911,no
d2-cal-p3-n34-b128-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n34-b128,D,no,steady-adapter,5000000,elapsed_ns,8,425957000.000000,431199750.000000,434229500.000000,435713250.000000,439881000.000000,2150000.000000,0.495130,3.206599,no
d2-cal-p3-n64-b20-common18,DECIMAL-D2-cal-common18-arithmetic,crexx,adapter,D2-decNumber-p3-n64-b20,D,no,steady-adapter,5000000,elapsed_ns,8,432904000.000000,434162500.000000,434928000.000000,436848750.000000,447744000.000000,1784500.000000,0.410298,3.412059,no
