rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,803450,2,1,6,candidate,"SETLINKILOAD_REG_REG_INT_REG_REG_INT(r1,r2,c1,r3,r4,c2) | ISETUNLINK_REG_REG(r1,r4)","r1=R10;r2=R6;c1=int:5000;r3=R3;r4=R11;c2=int:1","benchmark_awfy_sieve_opt",86
2,586900,1,1,6,candidate,"BLT_ID_REG_INT(c1,r1,c2) | IGT_REG_REG_REG(r2,r3,r4)","c1=label@146;r1=R11;c2=int:0;r2=R13;r3=R3;r4=R12","benchmark_awfy_sieve_opt",134
3,586900,1,1,5,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRTF_ID_ID_REG(c1,c2,r1)","r1=R13;r2=R3;r3=R12;c1=label@169;c2=label@153","benchmark_awfy_sieve_opt",138
4,553450,1,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r1) | BR_ID(c1)","r1=R3;r2=R11;c1=label@134","benchmark_awfy_sieve_opt",163
5,553450,1,1,4,candidate,"ISETUNLINK_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r4,r3)","r1=R14;r2=R15;r3=R3;r4=R11","benchmark_awfy_sieve_opt",160
6,500101,3,1,4,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R4;r2=R5;r3=R1;c1=label@209","benchmark_awfy_sieve_opt",64
7,250000,1,1,8,candidate,"BRT_ID_REG(c1,r1) | SETLINKILOAD_REG_REG_INT_REG_REG_INT(r2,r3,c2,r4,r5,c3)","c1=label@99;r1=R9;r2=R10;r3=R6;c2=int:5000;r4=R3;r5=R11;c3=int:1","benchmark_awfy_sieve_opt",83
8,250000,1,1,4,candidate,"ISETUNLINK_REG_REG(r1,r2) | BCTP_ID_REG(c1,r3)","r1=R10;r2=R11;c1=label@79;r3=R3","benchmark_awfy_sieve_opt",93
9,249950,1,1,6,candidate,"BRT_ID_REG(c1,r1) | SETLINKATTR1_REG_REG_INT_REG(r2,r3,c2,r4)","c1=label@174;r1=R9;r2=R8;r3=R6;c2=int:5000;r4=R11","benchmark_awfy_sieve_opt",112
10,249950,1,1,5,candidate,"SETLINKATTR1_REG_REG_INT_REG(r1,r2,c1,r3) | BRF_ID_REG(c2,r1)","r1=R8;r2=R6;c1=int:5000;r3=R11;c2=label@169","benchmark_awfy_sieve_opt",115
