phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,13,rxbvml,spin-w1,accepted,1841.236505391,139037.000
recorded,1,14,rxbvml,spin-w1,candidate,1846.375766318,138650.000
recorded,1,15,rxbvml,spin-w4,accepted,4554.349759829,56210.000
recorded,1,16,rxbvml,spin-w4,candidate,4507.280314101,56797.000
recorded,1,17,rxbvml,identity,candidate,773413.897280967,1324.000
recorded,1,18,rxbvml,identity,channel,128256.513026052,7984
recorded,1,18,rxbvml,spin-w4,channel,2642.880740007,96864
recorded,1,19,rxtvml,spin-w1,accepted,1551.627997188,164988.000
recorded,1,20,rxtvml,spin-w1,candidate,1395.148588775,183493.000
recorded,1,21,rxtvml,spin-w4,accepted,4448.383116996,57549.000
recorded,1,22,rxtvml,spin-w4,candidate,4234.554627409,60455.000
recorded,1,23,rxtvml,identity,candidate,730385.164051355,1402.000
recorded,1,24,rxtvml,identity,channel,133454.971979669,7673
recorded,1,24,rxtvml,spin-w4,channel,2457.450587004,104173
recorded,2,25,rxtvml,identity,channel,131941.760082464,7761
recorded,2,25,rxtvml,spin-w4,channel,2357.621749061,108584
recorded,2,26,rxtvml,identity,candidate,739884.393063584,1384.000
recorded,2,27,rxtvml,spin-w4,candidate,4176.795940676,61291.000
recorded,2,28,rxtvml,spin-w4,accepted,4192.391464553,61063.000
recorded,2,29,rxtvml,spin-w1,candidate,1404.201634578,182310.000
recorded,2,30,rxtvml,spin-w1,accepted,1533.705576458,166916.000
recorded,2,31,rxbvml,identity,channel,126622.975145295,8087
recorded,2,31,rxbvml,spin-w4,channel,2654.692895586,96433
recorded,2,32,rxbvml,identity,candidate,751283.932501834,1363.000
recorded,2,33,rxbvml,spin-w4,candidate,4402.558987411,58148.000
recorded,2,34,rxbvml,spin-w4,accepted,4319.290016704,59269.000
recorded,2,35,rxbvml,spin-w1,candidate,1848.629053805,138481.000
recorded,2,36,rxbvml,spin-w1,accepted,1851.610756701,138258.000
recorded,3,37,rxbvml,spin-w1,accepted,1839.595863784,139161.000
recorded,3,38,rxbvml,spin-w1,candidate,1853.581539486,138111.000
recorded,3,39,rxbvml,spin-w4,accepted,4501.415484166,56871.000
recorded,3,40,rxbvml,spin-w4,candidate,4399.154537487,58193.000
recorded,3,41,rxbvml,identity,candidate,791344.667697063,1294.000
recorded,3,42,rxbvml,identity,channel,133263.925039042,7684
recorded,3,42,rxbvml,spin-w4,channel,2580.853294621,99192
recorded,3,43,rxtvml,spin-w1,accepted,1492.154531254,171564.000
recorded,3,44,rxtvml,spin-w1,candidate,1379.013143719,185640.000
recorded,3,45,rxtvml,spin-w4,accepted,4316.668071832,59305.000
recorded,3,46,rxtvml,spin-w4,candidate,4127.367996775,62025.000
recorded,3,47,rxtvml,identity,candidate,801879.404855129,1277.000
recorded,3,48,rxtvml,identity,channel,132814.526588846,7710
recorded,3,48,rxtvml,spin-w4,channel,2403.281981957,106521
recorded,4,49,rxtvml,identity,channel,124076.093541742,8253
recorded,4,49,rxtvml,spin-w4,channel,2337.259198393,109530
recorded,4,50,rxtvml,identity,candidate,769346.356123216,1331.000
recorded,4,51,rxtvml,spin-w4,candidate,4034.355054763,63455.000
recorded,4,52,rxtvml,spin-w4,accepted,4064.782470626,62980.000
recorded,4,53,rxtvml,spin-w1,candidate,1381.916329285,185250.000
recorded,4,54,rxtvml,spin-w1,accepted,1435.540851231,178330.000
recorded,4,55,rxbvml,identity,channel,130296.475378547,7859
recorded,4,55,rxbvml,spin-w4,channel,2583.249243189,99100
recorded,4,56,rxbvml,identity,candidate,752387.950036738,1361.000
recorded,4,57,rxbvml,spin-w4,candidate,4312.886432940,59357.000
recorded,4,58,rxbvml,spin-w4,accepted,4227.282484849,60559.000
recorded,4,59,rxbvml,spin-w1,candidate,1834.257627216,139566.000
recorded,4,60,rxbvml,spin-w1,accepted,1859.397584236,137679.000
recorded,5,61,rxbvml,spin-w1,accepted,1852.133208893,138219.000
recorded,5,62,rxbvml,spin-w1,candidate,1836.850375622,139369.000
recorded,5,63,rxbvml,spin-w4,accepted,4419.431688706,57926.000
recorded,5,64,rxbvml,spin-w4,candidate,4337.512707557,59020.000
recorded,5,65,rxbvml,identity,candidate,806299.212598425,1270.000
recorded,5,66,rxbvml,identity,channel,132419.500840553,7733
recorded,5,66,rxbvml,spin-w4,channel,2524.555244369,101404
recorded,5,67,rxtvml,spin-w1,accepted,1541.695021409,166051.000
recorded,5,68,rxtvml,spin-w1,candidate,1401.526349790,182658.000
recorded,5,69,rxtvml,spin-w4,accepted,4283.085159779,59770.000
recorded,5,70,rxtvml,spin-w4,candidate,4098.032624182,62469.000
recorded,5,71,rxtvml,identity,candidate,740419.378163413,1383.000
recorded,5,72,rxtvml,identity,channel,128192.288432649,7988
recorded,5,72,rxtvml,spin-w4,channel,2361.209751058,108419
recorded,6,73,rxtvml,identity,channel,131687.242798354,7776
recorded,6,73,rxtvml,spin-w4,channel,2332.807844066,109739
recorded,6,74,rxtvml,identity,candidate,740955.137481910,1382.000
recorded,6,75,rxtvml,spin-w4,candidate,3956.050748714,64711.000
recorded,6,76,rxtvml,spin-w4,accepted,3971.147134104,64465.000
recorded,6,77,rxtvml,spin-w1,candidate,1393.804105189,183670.000
recorded,6,78,rxtvml,spin-w1,accepted,1437.636884371,178070.000
recorded,6,79,rxbvml,identity,channel,122561.340514662,8355
recorded,6,79,rxbvml,spin-w4,channel,2555.476806053,100177
recorded,6,80,rxbvml,identity,candidate,788298.691301001,1299.000
recorded,6,81,rxbvml,spin-w4,candidate,4222.332178789,60630.000
recorded,6,82,rxbvml,spin-w4,accepted,4156.721386007,61587.000
recorded,6,83,rxbvml,spin-w1,candidate,1858.682078239,137732.000
recorded,6,84,rxbvml,spin-w1,accepted,1867.359145683,137092.000
recorded,7,85,rxbvml,spin-w1,accepted,1846.429035097,138646.000
recorded,7,86,rxbvml,spin-w1,candidate,1865.834815312,137204.000
recorded,7,87,rxbvml,spin-w4,accepted,4364.950809050,58649.000
recorded,7,88,rxbvml,spin-w4,candidate,4246.214068901,60289.000
recorded,7,89,rxbvml,identity,candidate,796887.159533074,1285.000
recorded,7,90,rxbvml,identity,channel,132522.324317329,7727
recorded,7,90,rxbvml,spin-w4,channel,2482.905775666,103105
recorded,7,91,rxtvml,spin-w1,accepted,1441.295364209,177618.000
recorded,7,92,rxtvml,spin-w1,candidate,1403.547246361,182395.000
recorded,7,93,rxtvml,spin-w4,accepted,4230.146402723,60518.000
recorded,7,94,rxtvml,spin-w4,candidate,3989.092325672,64175.000
recorded,7,95,rxtvml,identity,candidate,789514.263685428,1297.000
recorded,7,96,rxtvml,identity,channel,127284.027346178,8045
recorded,7,96,rxtvml,spin-w4,channel,2326.447895746,110039
recorded,8,97,rxtvml,identity,channel,126984.126984127,8064
recorded,8,97,rxtvml,spin-w4,channel,2273.151066871,112619
recorded,8,98,rxtvml,identity,candidate,795648.795648796,1287.000
recorded,8,99,rxtvml,spin-w4,candidate,3878.494053481,66005.000
recorded,8,100,rxtvml,spin-w4,accepted,3890.045434515,65809.000
recorded,8,101,rxtvml,spin-w1,candidate,1401.702849947,182635.000
recorded,8,102,rxtvml,spin-w1,accepted,1526.644721149,167688.000
recorded,8,103,rxbvml,identity,channel,130695.596681557,7835
recorded,8,103,rxbvml,spin-w4,channel,2519.585843077,101604
recorded,8,104,rxbvml,identity,candidate,770504.138449962,1329.000
recorded,8,105,rxbvml,spin-w4,candidate,4153.282066258,61638.000
recorded,8,106,rxbvml,spin-w4,accepted,4063.750079370,62996.000
recorded,8,107,rxbvml,spin-w1,candidate,1847.655065895,138554.000
recorded,8,108,rxbvml,spin-w1,accepted,1845.311035825,138730.000
recorded,9,109,rxbvml,spin-w1,accepted,1838.103307150,139274.000
recorded,9,110,rxbvml,spin-w1,candidate,1849.417000188,138422.000
recorded,9,111,rxbvml,spin-w4,accepted,4292.565143030,59638.000
recorded,9,112,rxbvml,spin-w4,candidate,4185.742315239,61160.000
recorded,9,113,rxbvml,identity,candidate,797507.788161994,1284.000
recorded,9,114,rxbvml,identity,channel,132987.012987013,7700
recorded,9,114,rxbvml,spin-w4,channel,2438.095238095,105000
recorded,9,115,rxtvml,spin-w1,accepted,1436.426888116,178220.000
recorded,9,116,rxtvml,spin-w1,candidate,1388.587546105,184360.000
recorded,9,117,rxtvml,spin-w4,accepted,4164.091219623,61478.000
recorded,9,118,rxtvml,spin-w4,candidate,3951.470996820,64786.000
recorded,9,119,rxtvml,identity,candidate,793798.449612403,1290.000
recorded,9,120,rxtvml,identity,channel,134119.187950229,7635
recorded,9,120,rxtvml,spin-w4,channel,2293.660179909,111612
recorded,10,121,rxtvml,identity,channel,130462.479296726,7849
recorded,10,121,rxtvml,spin-w4,channel,2317.350254818,110471
recorded,10,122,rxtvml,identity,candidate,779299.847792998,1314.000
recorded,10,123,rxtvml,spin-w4,candidate,3920.247465621,65302.000
recorded,10,124,rxtvml,spin-w4,accepted,4212.812875409,60767.000
recorded,10,125,rxtvml,spin-w1,candidate,1383.813704080,184996.000
recorded,10,126,rxtvml,spin-w1,accepted,1427.949887884,179278.000
recorded,10,127,rxbvml,identity,channel,128951.013726231,7941
recorded,10,127,rxbvml,spin-w4,channel,2336.811165576,109551
recorded,10,128,rxbvml,identity,candidate,775757.575757576,1320.000
recorded,10,129,rxbvml,spin-w4,candidate,4099.607654736,62445.000
recorded,10,130,rxbvml,spin-w4,accepted,4039.511471581,63374.000
recorded,10,131,rxbvml,spin-w1,candidate,1794.614753696,142649.000
recorded,10,132,rxbvml,spin-w1,accepted,1858.695573255,137731.000
recorded,11,133,rxbvml,spin-w1,accepted,1856.525396687,137892.000
recorded,11,134,rxbvml,spin-w1,candidate,1849.470444595,138418.000
recorded,11,135,rxbvml,spin-w4,accepted,4271.792818048,59928.000
recorded,11,136,rxbvml,spin-w4,candidate,4126.968773678,62031.000
recorded,11,137,rxbvml,identity,candidate,792569.659442724,1292.000
recorded,11,138,rxbvml,identity,channel,133402.813965607,7676
recorded,11,138,rxbvml,spin-w4,channel,2413.204754767,106083
recorded,11,139,rxtvml,spin-w1,accepted,1520.560231410,168359.000
recorded,11,140,rxtvml,spin-w1,candidate,1406.701614410,181986.000
recorded,11,141,rxtvml,spin-w4,accepted,4155.034733493,61612.000
recorded,11,142,rxtvml,spin-w4,candidate,3909.053428820,65489.000
recorded,11,143,rxtvml,identity,candidate,800625.488663018,1279.000
recorded,11,144,rxtvml,identity,channel,131181.142710735,7806
recorded,11,144,rxtvml,spin-w4,channel,2285.183796619,112026
recorded,12,145,rxtvml,identity,channel,127252.392195849,8047
recorded,12,145,rxtvml,spin-w4,channel,2355.734280535,108671
recorded,12,146,rxtvml,identity,candidate,765893.792071803,1337.000
recorded,12,147,rxtvml,spin-w4,candidate,4104.800692685,62366.000
recorded,12,148,rxtvml,spin-w4,accepted,4635.413837435,55227.000
recorded,12,149,rxtvml,spin-w1,candidate,1373.810660985,186343.000
recorded,12,150,rxtvml,spin-w1,accepted,1438.978325389,177904.000
recorded,12,151,rxbvml,identity,channel,126685.636521094,8083
recorded,12,151,rxbvml,spin-w4,channel,2460.142803602,104059
recorded,12,152,rxbvml,identity,candidate,756836.659275684,1353.000
recorded,12,153,rxbvml,spin-w4,candidate,4025.093945064,63601.000
recorded,12,154,rxbvml,spin-w4,accepted,4179.796561464,61247.000
recorded,12,155,rxbvml,spin-w1,candidate,1790.723214348,142959.000
recorded,12,156,rxbvml,spin-w1,accepted,1869.650316964,136924.000
