rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,8294876,1,1,7,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r4,r5,c2) | BRF_ID_REG(c1,r4)","r1=R23;r2=R21;r3=R22;c1=label@190;r4=R24;r5=R12;c2=int:0","benchmark_awfy_mandelbrot_opt",131
2,8195047,1,1,8,candidate,"BRF_ID_REG(c1,r1) | FSUB_REG_REG_REG(r2,r3,r4) | FADD_REG_REG_REG(r5,r2,r6) | FMULT_REG_REG_FLOAT(r2,r5,c2)","c1=label@190;r1=R24;r2=R25;r3=R17;r4=R16;r5=R20;r6=R13;c2=float@5104","benchmark_awfy_mandelbrot_opt",142
3,8195047,1,1,8,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c1,r2) | FSUB_REG_REG_REG(r4,r5,r6)","c1=label@190;r1=R23;r2=R24;r3=R12;c2=int:0;r4=R25;r5=R17;r6=R16","benchmark_awfy_mandelbrot_opt",135
4,8195047,1,1,6,candidate,"FADD_REG_REG_REG(r1,r2,r3) | FMULT_REG_REG_FLOAT(r2,r1,c1) | FMULT_REG_REG_REG(r2,r2,r4) | FADD_REG_REG_REG(r4,r2,r5)","r1=R20;r2=R25;r3=R13;c1=float@5104;r4=R15;r5=R6","benchmark_awfy_mandelbrot_opt",149
5,8195047,1,1,6,candidate,"FADD_REG_REG_REG(r1,r2,r3) | FMULT_REG_REG_REG(r4,r5,r5) | FMULT_REG_REG_REG(r6,r1,r1) | FADD_REG_REG_REG(r2,r4,r6)","r1=R15;r2=R25;r3=R6;r4=R17;r5=R20;r6=R16","benchmark_awfy_mandelbrot_opt",161
6,8195047,1,1,6,candidate,"FMULT_REG_REG_FLOAT(r1,r2,c1) | FMULT_REG_REG_REG(r1,r1,r3) | FADD_REG_REG_REG(r3,r1,r4) | FMULT_REG_REG_REG(r5,r2,r2)","r1=R25;r2=R20;c1=float@5104;r3=R15;r4=R6;r5=R17","benchmark_awfy_mandelbrot_opt",153
7,8195047,1,1,6,candidate,"FMULT_REG_REG_REG(r1,r1,r2) | FADD_REG_REG_REG(r2,r1,r3) | FMULT_REG_REG_REG(r4,r5,r5) | FMULT_REG_REG_REG(r6,r2,r2)","r1=R25;r2=R15;r3=R6;r4=R17;r5=R20;r6=R16","benchmark_awfy_mandelbrot_opt",157
8,8195047,1,1,6,candidate,"FMULT_REG_REG_REG(r1,r2,r2) | FADD_REG_REG_REG(r3,r4,r1) | FGT_REG_REG_FLOAT(r3,r3,c1) | BRF_ID_REG(c2,r3)","r1=R16;r2=R15;r3=R25;r4=R17;c1=float@11888;c2=label@187","benchmark_awfy_mandelbrot_opt",169
9,8195047,1,1,6,candidate,"FMULT_REG_REG_REG(r1,r2,r2) | FMULT_REG_REG_REG(r3,r4,r4) | FADD_REG_REG_REG(r5,r1,r3) | FGT_REG_REG_FLOAT(r5,r5,c1)","r1=R17;r2=R20;r3=R16;r4=R15;r5=R25;c1=float@11888","benchmark_awfy_mandelbrot_opt",165
10,8195047,1,1,7,candidate,"FSUB_REG_REG_REG(r1,r2,r3) | FADD_REG_REG_REG(r4,r1,r5) | FMULT_REG_REG_FLOAT(r1,r4,c1) | FMULT_REG_REG_REG(r1,r1,r6)","r1=R25;r2=R17;r3=R16;r4=R20;r5=R13;c1=float@5104;r6=R15","benchmark_awfy_mandelbrot_opt",145
11,8195047,1,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | FSUB_REG_REG_REG(r3,r4,r5) | FADD_REG_REG_REG(r6,r3,r7)","r1=R24;r2=R12;c1=int:0;c2=label@190;r3=R25;r4=R17;r5=R16;r6=R20;r7=R13","benchmark_awfy_mandelbrot_opt",138
12,250500,2,1,8,candidate,"FMULT_REG_REG_FLOAT(r1,r1,c1) | ITOF_REG_REG(r2,r3) | FDIVSUB_REG_REG_REG_FLOAT(r4,r1,r2,c2) | LOAD_REG_INT(r5,c3)","r1=R12;c1=float@5104;r2=R13;r3=R3;r4=R6;c2=float@5288;r5=R14;c3=int:0","benchmark_awfy_mandelbrot_opt",72
