entry,count_rank,total_time_rank,average_latency_rank,name,count,total_ns,average_ns,min_ns,max_ns,percent,status
json-stripped-aprime,1,2,59,BRF_ID_REG,29110002,391209170,13,0,699458,16.168823,complete
json-stripped-aprime,2,3,39,IEQ_REG_REG_INT,20480000,291061493,14,0,481625,12.029682,complete
json-stripped-aprime,3,1,22,SWAP_REG_REG,19150000,434127097,22,0,1318542,17.942637,complete
json-stripped-aprime,4,5,39,BGETU8_REG_REG_REG,9020000,130579934,14,0,268083,5.396918,complete
json-stripped-aprime,5,6,59,ILT_REG_REG_REG,8335000,115374751,13,0,63792,4.768482,complete
json-stripped-aprime,6,8,39,IADD_REG_REG_INT,6205000,87253339,14,0,1564459,3.606213,complete
json-stripped-aprime,7,9,59,ENDLIFE_REG,6115001,85524840,13,0,47750,3.534774,complete
json-stripped-aprime,8,10,39,BRT_ID_REG,5355001,77221642,14,0,42333,3.191600,complete
json-stripped-aprime,9,11,59,ICOPY_REG_REG,5265001,72564039,13,0,58542,2.999099,complete
json-stripped-aprime,10,12,70,BR_ID,4995001,63851869,12,0,35875,2.639022,complete
json-stripped-aprime,11,14,59,BRTF_ID_ID_REG,4265000,57441651,13,0,20500,2.374085,complete
json-stripped-aprime,12,16,39,ILT_REG_REG_INT,3705001,52615406,14,0,41709,2.174615,complete
json-stripped-aprime,13,13,30,LOAD_REG_INT,3695003,61801133,16,0,12255083,2.554264,complete
json-stripped-aprime,14,15,39,SETTP_REG_INT,3690000,53272462,14,0,49792,2.201771,complete
json-stripped-aprime,15,7,19,COPY_REG_REG,3610001,97677754,27,0,248167,4.037059,complete
json-stripped-aprime,16,17,39,IGTE_REG_REG_REG,1390000,20673592,14,0,15292,0.854447,complete
json-stripped-aprime,17,18,39,IEQ_REG_REG_REG,1295000,19186137,14,0,22917,0.792970,complete
json-stripped-aprime,18,22,34,IGTE_REG_REG_INT,790001,11956825,15,0,41875,0.494180,complete
json-stripped-aprime,19,19,23,SETNUMDGTS_INT,745001,16331396,21,0,32041,0.674983,complete
json-stripped-aprime,19,24,59,SETNUMCAS_INT,745001,10241439,13,0,9542,0.423283,complete
json-stripped-aprime,19,25,59,SETNUMSTD_INT,745001,10201388,13,0,11917,0.421627,complete
json-stripped-aprime,19,26,59,SETNUMFUZ_INT,745001,10062381,13,0,20458,0.415882,complete
json-stripped-aprime,19,27,59,SETNUMFRM_INT,745001,10050196,13,0,74833,0.415378,complete
json-stripped-aprime,24,4,11,CALL_REG_FUNC_REG,745000,155085272,208,42,1175750,6.409733,complete
json-stripped-aprime,25,23,39,INE_REG_REG_INT,705000,10253507,14,0,26666,0.423781,complete
json-stripped-aprime,26,28,59,NULL_REG,535000,7315796,13,0,16375,0.302365,complete
json-stripped-aprime,27,20,18,RET_INT,510001,14689989,28,0,27875,0.607143,complete
json-stripped-aprime,28,29,34,SCOPY_REG_REG,265000,4053856,15,0,172666,0.167547,complete
json-stripped-aprime,29,21,14,RET_REG,235000,14412454,61,0,85166,0.595672,complete
json-stripped-aprime,30,31,39,IGT_REG_REG_INT,220000,3207337,14,0,15042,0.132560,complete
json-stripped-aprime,31,32,39,ILTE_REG_REG_INT,180000,2595663,14,0,5625,0.107280,complete
json-stripped-aprime,32,33,39,STRLEN_REG_REG,165000,2338566,14,0,16083,0.096654,complete
json-stripped-aprime,33,34,34,LOAD_REG_STRING,150000,2257082,15,0,4667,0.093286,complete
json-stripped-aprime,33,35,59,BNE_ID_REG_INT,150000,2083944,13,0,6708,0.086130,complete
json-stripped-aprime,35,30,16,REQ_REG_REG_STRING,110000,3828007,34,0,10417,0.158213,complete
json-stripped-aprime,36,36,39,ISUB_REG_REG_REG,85000,1207051,14,0,7375,0.049888,complete
json-stripped-aprime,37,37,39,ISUB_REG_REG_INT,80000,1145341,14,0,1292,0.047337,complete
json-stripped-aprime,38,41,39,BGE_ID_REG_INT,70000,1003568,14,0,9125,0.041478,complete
json-stripped-aprime,38,42,39,BGE_ID_REG_REG,70000,987246,14,0,4250,0.040803,complete
json-stripped-aprime,40,38,30,SUBSTRING_REG_REG_REG,65000,1047407,16,0,7250,0.043290,complete
json-stripped-aprime,40,39,30,SETSTRPOS_REG_REG,65000,1042489,16,0,8875,0.043086,complete
json-stripped-aprime,40,40,34,ILTE_REG_REG_REG,65000,1027604,15,0,14583,0.042471,complete
json-stripped-aprime,40,44,39,BLE_ID_REG_INT,65000,918811,14,0,666,0.037975,complete
json-stripped-aprime,40,45,39,ISUB_REG_INT_REG,65000,913963,14,0,709,0.037774,complete
json-stripped-aprime,45,49,39,UNLINK_REG,50001,737611,14,0,22666,0.030486,complete
